model,delta_fertility_pre,delta_fertility_boom,delta_fertility_post,delta_price_pre,delta_price_boom,delta_price_post
new,0,0.145361247478584,-0.00181217153235765,0,-0.00125879906397178,0.0381416119502105
old_proxy,0,0.141054090639421,-0.000106584106482033,0,-0.01974970518866,-0.0856261787253187
