scenario,avg_price_t10_79,avg_fertility_t10_79,avg_births_t10_79,final_price,final_fertility,max_abs_price_change
no_damping,-5.90331394637139,0.720221606938271,0.271441918542754,-6,0.730425723002041,2.85874019169981
damped,-0.481301726932793,0.24229642780734,0.086595657494695,-0.291744407938713,0.233218650557515,0.0342186266499536
damped_baby_boom,-0.46968974081963,0.262527165173936,0.0949738401474772,-0.232924711252228,0.230491155000996,0.0347962230009901
