t,price,births,fertility_rate,young_share,old_share,theta
0,0.0,0.0902,0.22,0.27,0.31999999999999995,0.39349999999999996
1,-0.026144125000000008,0.09117237356843406,0.22115335421589608,0.23003854207763044,0.35770285170910343,0.44141907681102244
2,-0.05196704990092782,0.09333064973685677,0.22229847399629843,0.18579846140944795,0.39435767705144475,0.48989244785299346
3,-0.07756797337281197,0.0849285637811104,0.2234396021408564,0.19250353371405318,0.42740017642784284,0.51728392198514
4,-0.10152786479549383,0.08012117046232736,0.22451288939299466,0.19148346347910972,0.4516498520336551,0.5394656546126012
5,-0.1248478362528175,0.07407441544664743,0.22556246192503465,0.18395092634083804,0.4876503905872156,0.5745025273092007
6,-0.1469800763790179,0.07924287960855832,0.2265631154758045,0.17782296926328678,0.4724163053770686,0.5629366355972114
7,-0.17155991340487506,0.08158811387757006,0.22767963450372108,0.17818407517685905,0.4634698037244766,0.5547583970401283
8,-0.19781478882482884,0.08189827812809887,0.22887831896851143,0.1926175035732419,0.4495579611138863,0.5371860387518631
9,-0.22549382716069954,0.07979649225658962,0.23014885880894523,0.18793068507998037,0.465352443632678,0.5530414594914171
10,-0.2532854845602074,0.08008203601802456,0.23143166428225573,0.18332085253274377,0.4706502828934098,0.5594229562176085
11,-0.28209195076756916,0.08296861186535079,0.23276885825010035,0.1855527733589557,0.4580051643776958,0.5472611772642917
12,-0.3132273282839585,0.08340212854955406,0.23422284986463252,0.18926150543710948,0.4546582547495855,0.5429509023716386
13,-0.3459444693917826,0.08298531659351377,0.23576049552119022,0.19179517787172562,0.4562149079144445,0.5434651048678961
14,-0.3799874137803078,0.08332687274978105,0.2373711687927146,0.18942449324239552,0.45953509534796694,0.5472830131783318
15,-0.4155485333612293,0.0897509511111536,0.2534093489249305,0.18978336841714818,0.456042835344019,0.5440143728636153
16,-0.45318785497525554,0.09055139657686744,0.25532417836731697,0.19732886333347824,0.4480184862363792,0.5341515354460239
17,-0.4933660839858921,0.090297418494637,0.25738413849982605,0.20382510315655655,0.4453474565010075,0.5294739247461119
18,-0.5358572766444278,0.09195878601370033,0.25958077083579395,0.20300834056904185,0.4427328069065091,0.5274066070166936
19,-0.5812816272683314,0.09419187425123528,0.26194977317124746,0.2034981800022962,0.4369219161446925,0.5220053615294196
20,-0.6303023039555414,0.09637688671614415,0.26453059488915376,0.20707879750976302,0.42858948215925236,0.5132529548149102
21,-0.6835778593473303,0.09660245206573438,0.26736426750035547,0.21054090147544674,0.4281451018230086,0.5116412761243013
22,-0.7406774719273634,0.0972914760001161,0.2704350473800909,0.21142777624538578,0.42881309880889307,0.5119320672421188
23,-0.8020783951817116,0.09888682553277839,0.2737765146235455,0.21104066902865143,0.4277639023979662,0.5111232779981416
24,-0.8687061575949261,0.10093307104258953,0.27744915356332694,0.21403648881790216,0.4221740753655209,0.5050438967427031
25,-0.9420448522206784,0.10249880540658426,0.2815486973330611,0.217362621758491,0.41858381884843465,0.5006485193481194
26,-1.0229619837023276,0.10388469758693714,0.28614218888741105,0.21944523743232183,0.41750205093901005,0.49894601274379646
27,-1.1124878266147593,0.10601135545097762,0.29131175589162295,0.2213578107415574,0.41473186532899187,0.49578344503654764
28,-1.212787988372869,0.10860955663246474,0.2972144856751397,0.22420630163116798,0.41036885581530735,0.4908597646628679
29,-1.3267717135465016,0.11133163753198061,0.3040678286828076,0.2281645218235403,0.40569467987412544,0.48526762924847383
30,-1.4582142289466928,0.11432561780233581,0.3121673119313303,0.23199671157405163,0.4017714203452672,0.4803954292598224
31,-1.6122823328394689,0.11805247240471158,0.32193604926224484,0.2359525640744064,0.3973520233576534,0.4750334235958459
32,-1.7972452386544595,0.12282682971610571,0.33406831306808504,0.24098346047096997,0.39134673993605607,0.46786785477761106
33,-2.02707554834086,0.12881420460040635,0.3497825109829061,0.24734559717621546,0.3843849766639915,0.459375519985917
34,-2.3264817457616607,0.13677412810899792,0.37136774705984604,0.2551117789698556,0.3765898720435893,0.449641762199781
35,-2.7455301874114033,0.14859812036523837,0.4038334304028228,0.26491439319754134,0.3671167632695889,0.4376850493234905
36,-3.408941092469945,0.16913335514924754,0.46113215535680396,0.2786959952846837,0.35452551576266567,0.4215293658367599
37,-4.758005726685604,0.21907728410291888,0.6039537365065716,0.30063826403735766,0.33662321666790296,0.3977375025880375
38,-6.0,0.2698968192123421,0.774251266382163,0.3450525030515219,0.3063567604121513,0.35495270830290354
39,-6.0,0.2559688636275458,0.774251266382163,0.4019210482453319,0.26747715006358497,0.30005706817136035
40,-6.0,0.2666553766537533,0.774251266382163,0.4180577889023408,0.23753802574869431,0.2674639970580056
41,-6.0,0.29307093242999377,0.774251266382163,0.4093250732199517,0.21215319209897554,0.2476740972620949
42,-6.0,0.29852063310108684,0.774251266382163,0.42277336877316796,0.19166622459555643,0.22452892306539204
43,-6.0,0.2924475751979116,0.774251266382163,0.434202402599834,0.18808097245432798,0.21730203429895328
44,-6.0,0.2874921417195042,0.774251266382163,0.43038807189133743,0.19829559424864038,0.2278302096618083
45,-6.0,0.2921086027627335,0.774251266382163,0.4230395184993692,0.19968166331068235,0.23164966550483487
46,-6.0,0.2946035604814007,0.774251266382163,0.4238143267080398,0.19568444162075857,0.2277809831108688
47,-6.0,0.29204002543436586,0.774251266382163,0.42962535907303057,0.1931843951828731,0.22349707998902513
48,-6.0,0.2906804365374396,0.774251266382163,0.42841213388628063,0.1961536251137666,0.22659401574219176
49,-6.0,0.29189814319883894,0.774251266382163,0.42530258927364917,0.19769041587468097,0.2290654680414357
