scenario,avg_price_t10_49,avg_fertility_t10_49,avg_births_t10_49,max_abs_price_change
no_damping,-5.939338182091059,0.7234047956091808,0.27142774369848127,2.42647271635765
damped,-2.5973546574757087,0.4160879712693877,0.15185072509077838,1.947815086456937
damped_policy,-2.6382487669148267,0.4430575058023273,0.16187318196992506,1.349064634215659
