t,price,births,fertility_rate,young_share,old_share,theta
0,0.0,0.0902,0.22,0.27,0.31999999999999995,0.39349999999999996
1,-0.10457650000000003,0.09261382279830438,0.2246498227144206,0.23003854207763044,0.35770285170910343,0.44141907681102244
2,-0.22245316439901502,0.09642484467928279,0.23000894034481878,0.18700412568214178,0.3937737148021144,0.4889448993331534
3,-0.3558684547138038,0.08935420921687486,0.23622889694772223,0.1964202323536125,0.42532710520158484,0.514047313357662
4,-0.5038170694441464,0.08633560616746348,0.24332328746731124,0.19812661329679615,0.4470548772785272,0.5330050748967958
5,-0.6766141552291547,0.08255924885488464,0.2518793939214438,0.19358167479432356,0.478645387651947,0.5630272627087392
6,-0.879246951770148,0.09202195936228648,0.26229686549007264,0.1913498954960041,0.45781876997640397,0.5450644295551622
7,-1.1564783980315674,0.09986603757059126,0.2772509980264394,0.19748144667403858,0.44231773067259167,0.528967451269419
8,-1.5568517327843083,0.10784094043252429,0.30036484715193673,0.220175480623117,0.42079135868889495,0.5016508046019145
9,-2.220584456189343,0.1196085704979081,0.3430047987490997,0.22527780191387672,0.42601404317369274,0.5045654081864666
10,-3.57352728364235,0.15612081811293244,0.44958862728764687,0.23781453089759952,0.4149328727571502,0.4902044996672753
11,-6.0,0.25325773644296096,0.7304257230020406,0.278949067168588,0.37432473129229477,0.4392600846540595
12,-6.0,0.23119790405732138,0.7304257230020406,0.36768604254291576,0.31578909151027595,0.35552006746922793
13,-6.0,0.22999665350211032,0.7304257230020406,0.41096676256058473,0.2741529611029975,0.3028992980964932
14,-6.0,0.27353275120223103,0.7304257230020406,0.3845179097859671,0.24099808371161277,0.2823170069153631
15,-6.0,0.2879236383514842,0.7304257230020406,0.39986813412455213,0.20594580522013345,0.24539737775452689
16,-6.0,0.28250904532541277,0.7304257230020406,0.4253098349038922,0.18791703207403376,0.22026688665026817
17,-6.0,0.2691410853799056,0.7304257230020406,0.42365489153890423,0.20787357616929858,0.23880700651375228
18,-6.0,0.2747877113992456,0.7304257230020406,0.41019052204007356,0.2136073498778654,0.2486799321760531
19,-6.0,0.28181731502194196,0.7304257230020406,0.40578112650694653,0.20839276394193257,0.24553009327030806
20,-6.0,0.2785938857107875,0.7304257230020406,0.4177899439328102,0.20079702947528652,0.23449084615127436
21,-6.0,0.27500055985813826,0.7304257230020406,0.4186960287009518,0.2048104399268379,0.23778578588882104
22,-6.0,0.27608737638369046,0.7304257230020406,0.41205023722639017,0.2099683093700046,0.24475389540376763
23,-6.0,0.2786313905960295,0.7304257230020406,0.41177452654259084,0.2067611002548091,0.2419639059394214
24,-6.0,0.27802628124124334,0.7304257230020406,0.41490388301628645,0.20446017757763849,0.2387978007641744
25,-6.0,0.27640459567867615,0.7304257230020406,0.41578339182814894,0.20580086106117065,0.23969658781520145
26,-6.0,0.27681427645646034,0.7304257230020406,0.4137304486148393,0.20729292482447884,0.2417579753268372
27,-6.0,0.2777019577494456,0.7304257230020406,0.4131027961225144,0.20670528428284962,0.24144877721168467
28,-6.0,0.27753951087166623,0.7304257230020406,0.41441201304859343,0.20561846762645405,0.24001241629680095
29,-6.0,0.2770062507368618,0.7304257230020406,0.41472290166663006,0.20603764658135665,0.24028086633990053
30,-6.0,0.27705973531968214,0.7304257230020406,0.4140323452400354,0.20665497915898753,0.24107816040907643
31,-6.0,0.277397353908418,0.7304257230020406,0.4137968530710521,0.20642824966996545,0.24095652612810073
32,-6.0,0.2773695761558112,0.7304257230020406,0.4141833658701931,0.20607976640857495,0.24050761171314988
33,-6.0,0.2771715227062485,0.7304257230020406,0.41436216973306406,0.20617211051232895,0.24052814005452364
34,-6.0,0.2771806639408366,0.7304257230020406,0.41412419137239787,0.20639757393232408,0.24081434955875244
35,-6.0,0.27729513856804977,0.7304257230020406,0.41401532278217446,0.20634971936287724,0.24080938445282846
36,-6.0,0.2772976740254692,0.7304257230020406,0.4141507726827859,0.2062107982572692,0.24063694799256727
37,-6.0,0.27722861228253914,0.7304257230020406,0.4142185287481367,0.20623759217935062,0.24063734789956778
38,-6.0,0.27722409160417527,0.7304257230020406,0.4141447375352602,0.20631757249294128,0.24073515710630614
39,-6.0,0.2772652742892323,0.7304257230020406,0.414098990954027,0.2063069373179463,0.24074159675224227
40,-6.0,0.2772693038418993,0.7304257230020406,0.41414139587144333,0.20625901568262145,0.24068362555935413
41,-6.0,0.27724542952604625,0.7304257230020406,0.41417066836852906,0.20626242866620978,0.24067645187060363
42,-6.0,0.27724182115638607,0.7304257230020406,0.41414630297694766,0.20629173414895524,0.24071135469212807
43,-6.0,0.277255780417422,0.7304257230020406,0.4141283311906553,0.20629059480512665,0.24071661940788466
44,-6.0,0.27725864578265086,0.7304257230020406,0.4141416919259231,0.2062733111997592,0.2406963879057102
45,-6.0,0.2772504231538604,0.7304257230020406,0.4141530039426282,0.20627325649304673,0.24069237946382224
46,-6.0,0.2772483907519625,0.7304257230020406,0.41414567078764675,0.2062833721375188,0.2407040501480906
47,-6.0,0.2772531635376091,0.7304257230020406,0.41413853542656953,0.2062839732467258,0.2407070885227539
48,-6.0,0.2772545764230512,0.7304257230020406,0.4141426227085055,0.2062779516333476,0.24070023852203598
49,-6.0,0.27725182646935526,0.7304257230020406,0.4141470126325033,0.20627732657360554,0.24069813949486885
