"File","Status","Bytes","Note","Url"
"sedlacek_sterk_2017.pdf","failed","0","exact_journal","https://www.aeaweb.org/articles/pdf/doi/10.1257/aer.20141280"
"donovan_lu_schoellman_2020_sr596.pdf","pdf","4756046","working_paper_for_2023_qje","https://researchdatabase.minneapolisfed.org/downloads/0v8380701"
"cagetti_denardi_2003_wp620.pdf","failed","0","working_paper_for_2006_jpe","http://researchdatabase.minneapolisfed.org/downloads/db78tc124"
"lucas_1978_ssrn_record.html","failed","0","landing_only","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1504463"
"mortensen_pissarides_1994_workingpaper_lse.pdf","non_pdf","13543","working_paper_possible","http://eprints.lse.ac.uk/1176/1/Job_creation_and_job_destruction_in_the_theory_of_unemployment.pdf"
"mortensen_pissarides_1994_workingpaper_dp110.pdf","non_pdf","26813","working_paper_possible","https://cep.lse.ac.uk/pubs/download/dp0110.pdf"
