fips,cbsa,metarea,metareano,state_fips,year,permits_total_pc,permits_mf_pc,permits_sf_pc,housing_stock_growth,real_house_price_index,real_rent_index,price_to_income,housing_demand_shifter
,,33460,42,,2013,0.05193358,,,-7.991e-05,,0.1881359,,-7.991e-05
,,33460,42,,2014,0.0484226,,,0.01821271,,0.18751764,,0.01821271
,,33460,42,,2015,,,,0.01279111,,0.1933436,,0.01279111
,,33460,42,,2016,,,,0.00667786,,0.18863755,,0.00667786
,,33460,42,,2017,,,,0.05360843,,0.18771861,,0.05360843
,,"335. houma-thibodoux, la",,LA,1990,,,,,,0.23022018,,
,,"335. houma-thibodoux, la",,LA,2000,,,,,,0.20519733,,
,,"335. houma-thibodoux, la",,LA,2003,,,,,,0.15468115,,
,,"335. houma-thibodoux, la",,LA,2005,,,,,,0.16924664,,
,,"335. houma-thibodoux, la",,LA,2006,,,,,,0.17687862,,
,,"335. houma-thibodoux, la",,LA,2007,,,,,,0.17299107,,
,,"335. houma-thibodoux, la",,LA,2008,,,,,,0.14480197,,
,,"335. houma-thibodoux, la",,LA,2009,,,,,,0.18111967,,
,,"335. houma-thibodoux, la",,LA,2010,,,,,,0.22245322,,
,,"335. houma-thibodoux, la",,LA,2011,,,,,,0.23544304,,
,,"336. houston-brazoria, tx",,TX,1960,,,,,,0.31031916,,
,,"336. houston-brazoria, tx",,TX,1970,,,,,,0.34402525,,
,,"336. houston-brazoria, tx",4,TX,1980,0.02603238,,,,,0.34503403,,
,,"336. houston-brazoria, tx",4,TX,1981,0.03149224,,,,,,,
,,"336. houston-brazoria, tx",4,TX,1982,0.0366687,,,,,,,
,,"336. houston-brazoria, tx",4,TX,1983,0.03643834,,,,,,,
,,"336. houston-brazoria, tx",4,TX,1984,0.01857182,,,,,,,
,,"336. houston-brazoria, tx",4,TX,1985,0.00893585,,,,,,,
,,"336. houston-brazoria, tx",4,TX,1986,0.00756927,,,,,,,
,,"336. houston-brazoria, tx",4,TX,1987,0.00788374,,,,,,,
,,"336. houston-brazoria, tx",4,TX,1988,0.00877538,,,,,,,
,,"336. houston-brazoria, tx",4,TX,1989,0.0108382,,,,,,,
,,"336. houston-brazoria, tx",4,TX,1990,0.01173114,,,,,0.34877768,,
,,"336. houston-brazoria, tx",4,TX,1991,0.01288937,,,,,,,
,,"336. houston-brazoria, tx",4,TX,1992,0.01379783,,,,,,,
,,"336. houston-brazoria, tx",4,TX,1993,0.01430901,,,,,,,
,,"336. houston-brazoria, tx",4,TX,1994,0.01722335,,,,,,,
,,"336. houston-brazoria, tx",4,TX,1995,0.01745241,,,,,,,
,,"336. houston-brazoria, tx",4,TX,1996,0.02132957,,,,,,,
,,"336. houston-brazoria, tx",4,TX,1997,0.02321121,,,,,,,
,,"336. houston-brazoria, tx",4,TX,1998,0.0281379,,,,,,,
,,"336. houston-brazoria, tx",4,TX,1999,0.02879143,,,,,,,
,,"336. houston-brazoria, tx",4,TX,2000,0.0309513,,,,,0.30804428,,
,,"336. houston-brazoria, tx",4,TX,2001,0.03314224,,,,,,,
,,"336. houston-brazoria, tx",4,TX,2002,0.03780234,,,,,,,
,,"336. houston-brazoria, tx",4,TX,2003,0.05151864,,,,,,,
,,"336. houston-brazoria, tx",4,TX,2004,0.05836838,,,,,,,
,,"336. houston-brazoria, tx",4,TX,2005,0.06626506,,,,,0.24153742,,
,,"336. houston-brazoria, tx",4,TX,2006,0.07138587,,,0.0508154,,0.24545112,,0.0508154
,,"336. houston-brazoria, tx",4,TX,2007,0.05463358,,,-0.01678474,,0.2416768,,-0.01678474
,,"336. houston-brazoria, tx",4,TX,2008,0.03648364,,,-0.05986664,,0.2489749,,-0.05986664
,,"336. houston-brazoria, tx",4,TX,2009,0.02894802,,,0.10717229,,0.2573607,,0.10717229
,,"336. houston-brazoria, tx",4,TX,2010,0.02889754,,,-0.04833976,,0.26638547,,-0.04833976
,,"336. houston-brazoria, tx",4,TX,2011,0.02962096,,,0.21631441,,0.29302564,,0.21631441
,,33660,,,2012,,,,,,0.2876588,,
,,33660,,,2013,,,,,,0.2708845,,
,,33660,,,2014,,,,,,0.2765034,,
,,33660,,,2015,,,,,,0.29045257,,
,,33660,,,2016,,,,,,0.2848139,,
,,33660,,,2017,,,,,,0.2856271,,
,,33700,,,2012,,,,,,0.39488015,,
,,33700,,,2013,,,,,,0.38685316,,
,,33700,,,2014,,,,,,0.3891774,,
,,33700,,,2015,,,,,,0.39210883,,
,,33700,,,2016,,,,,,0.37962225,,
,,33700,,,2017,,,,,,0.39010388,,
,,33740,,,2012,,,,,,0.3603269,,
,,33740,,,2013,,,,,,0.32388058,,
,,33740,,,2014,,,,,,0.3658915,,
,,33740,,,2015,,,,,,0.3521672,,
,,33740,,,2016,,,,,,0.37062937,,
,,33740,,,2017,,,,,,0.35320416,,
,,33780,,,2012,,,,,,0.15839243,,
,,33780,,,2013,,,,,,0.1719243,,
,,33780,,,2014,,,,,,0.17401575,,
,,33780,,,2015,,,,,,0.1391375,,
,,33780,,,2016,,,,,,0.13420622,,
,,33780,,,2017,,,,,,0.1437751,,
,,33860,,,2012,,,,,,0.2686215,,
,,33860,,,2013,,,,,,0.28871828,,
,,33860,,,2014,,,,,,0.30493867,,
,,33860,,,2015,,,,,,0.29897958,,
,,33860,,,2016,,,,,,0.27118057,,
,,33860,,,2017,,,,,,0.280174,,
,,"340. huntington-ashland, wv/ky/oh",,,1960,,,,,,0.30637488,,
,,"340. huntington-ashland, wv/ky/oh",,,1970,,,,,,0.2974229,,
,,"340. huntington-ashland, wv/ky/oh",,,1980,,,,,,0.26891792,,
,,"340. huntington-ashland, wv/ky/oh",,,1990,,,,,,0.28024295,,
,,34060,,,2012,,,,,,0.26588023,,
,,34060,,,2013,,,,,,0.2536825,,
,,34060,,,2014,,,,,,0.25438598,,
,,34060,,,2015,,,,,,0.24356773,,
,,34060,,,2016,,,,,,0.26279864,,
,,34060,,,2017,,,,,,0.2668948,,
,,"344. huntsville, al",,AL,1980,,,,,,0.26383075,,
,,"344. huntsville, al",,AL,2000,,,,5.8622414,,0.24330798,,5.8622414
,,"344. huntsville, al",,AL,2003,,,,,,0.19183078,,
,,"344. huntsville, al",,AL,2005,,,,,,0.18881118,,
,,"344. huntsville, al",,AL,2006,,,,0.09221453,,0.18652543,,0.09221453
,,"344. huntsville, al",,AL,2007,,,,-0.03373142,,0.1901472,,-0.03373142
,,"344. huntsville, al",,AL,2008,,,,0.00623889,,0.20593525,,0.00623889
,,"344. huntsville, al",,AL,2009,,,,0.0731316,,0.19924267,,0.0731316
,,"344. huntsville, al",,AL,2010,,,,-0.01147026,,0.20839363,,-0.01147026
,,"344. huntsville, al",,AL,2011,,,,0.20776821,,0.23976962,,0.20776821
,,34620,,,2012,,,,,,0.32266912,,
,,34620,,,2013,,,,,,0.28853384,,
,,34620,,,2014,,,,,,0.28790787,,
,,34620,,,2015,,,,,,0.3214612,,
,,34620,,,2016,,,,,,0.289959,,
,,34620,,,2017,,,,,,0.30404738,,
,,34740,,,2012,,,,,,0.20626277,,
,,34740,,,2013,,,,,,0.19816874,,
,,34740,,,2014,,,,,,0.19631901,,
,,34740,,,2015,,,,,,0.18143754,,
,,34740,,,2016,,,,,,0.20452987,,
,,34740,,,2017,,,,,,0.20139372,,
,,"348. indianapolis, in",,IN,1960,,,,,,0.31682462,,
,,"348. indianapolis, in",,IN,1970,,,,,,0.29958013,,
,,"348. indianapolis, in",16,IN,1980,0.00928051,,,,,0.282985,,
,,"348. indianapolis, in",16,IN,1981,0.00555769,,,,,,,
,,"348. indianapolis, in",16,IN,1982,0.00456946,,,,,,,
,,"348. indianapolis, in",16,IN,1983,0.00873477,,,,,,,
,,"348. indianapolis, in",16,IN,1984,0.00914776,,,,,,,
,,"348. indianapolis, in",16,IN,1985,0.01125992,,,,,,,
,,"348. indianapolis, in",16,IN,1986,0.01605652,,,,,,,
,,"348. indianapolis, in",16,IN,1987,0.01873507,,,,,,,
,,"348. indianapolis, in",16,IN,1988,0.0194165,,,,,,,
,,"348. indianapolis, in",16,IN,1989,0.01795628,,,,,,,
,,"348. indianapolis, in",16,IN,1990,0.01897696,,,,,0.28838268,,
,,"348. indianapolis, in",16,IN,1991,0.01887961,,,,,,,
,,"348. indianapolis, in",16,IN,1992,0.02443435,,,,,,,
,,"348. indianapolis, in",16,IN,1993,0.02627216,,,,,,,
,,"348. indianapolis, in",16,IN,1994,0.0293932,,,,,,,
,,"348. indianapolis, in",16,IN,1995,0.03024868,,,,,,,
,,"348. indianapolis, in",16,IN,1996,0.03157615,,,,,,,
,,"348. indianapolis, in",16,IN,1997,0.03147291,,,,,,,
,,"348. indianapolis, in",16,IN,1998,0.03720169,,,,,,,
,,"348. indianapolis, in",16,IN,1999,0.04003953,,,,,,,
,,"348. indianapolis, in",16,IN,2000,0.03742293,,,,,0.26218048,,
,,"348. indianapolis, in",16,IN,2001,0.04368566,,,,,,,
,,"348. indianapolis, in",16,IN,2002,0.03877106,,,,,,,
,,"348. indianapolis, in",16,IN,2003,0.03726068,,,,,,,
,,"348. indianapolis, in",16,IN,2004,0.03618691,,,,,,,
,,"348. indianapolis, in",16,IN,2005,0.03697159,,,,,0.20268334,,
,,"348. indianapolis, in",16,IN,2006,0.02749344,,,-0.00091733,,0.20799325,,-0.00091733
,,"348. indianapolis, in",16,IN,2007,0.02091802,,,-0.00952481,,0.20719057,,-0.00952481
,,"348. indianapolis, in",16,IN,2008,0.01295023,,,0.01010147,,0.2193988,,0.01010147
,,"348. indianapolis, in",16,IN,2009,0.01062273,,,0.01802907,,0.24168617,,0.01802907
,,"348. indianapolis, in",16,IN,2010,0.01118912,,,0.03161667,,0.24254902,,0.03161667
,,"348. indianapolis, in",16,IN,2011,0.01066108,,,0.09312587,,0.27419594,,0.09312587
,,34820,,,2012,,,,,,0.24012075,,
,,34820,,,2013,,,,,,0.25200516,,
,,34820,,,2014,,,,,,0.22913976,,
,,34820,,,2015,,,,,,0.22123894,,
,,34820,,,2016,,,,,,0.22351485,,
,,34820,,,2017,,,,,,0.20965058,,
,,34900,,,2012,,,,,,0.3047244,,
,,34900,,,2013,,,,,,0.2821101,,
,,34900,,,2014,,,,,,0.28902167,,
,,34900,,,2015,,,,,,0.33650327,,
,,34900,,,2016,,,,,,0.30047318,,
,,34900,,,2017,,,,,,0.27580893,,
,,34940,,,2012,,,,,,0.2264631,,
,,34940,,,2013,,,,,,0.2365637,,
,,34940,,,2014,,,,,,0.23260517,,
,,34940,,,2015,,,,,,0.2371134,,
,,34940,,,2016,,,,,,0.22610076,,
,,34940,,,2017,,,,,,0.20972764,,
,,34980,23,,2012,0.05154092,,,,,0.24410094,,
,,34980,23,,2013,0.06775604,,,0.01229496,,0.24888998,,0.01229496
,,34980,23,,2014,0.08759061,,,0.0223706,,0.25761807,,0.0223706
,,34980,23,,2015,,,,-0.01432602,,0.25044852,,-0.01432602
,,34980,23,,2016,,,,-0.0040358,,0.24467777,,-0.0040358
,,34980,23,,2017,,,,0.04131374,,0.24273703,,0.04131374
,,"350. iowa city, ia",,IA,2000,,,,,,0.2984517,,
,,"350. iowa city, ia",,IA,2005,,,,,,0.2413793,,
,,"350. iowa city, ia",,IA,2006,,,,,,0.26832297,,
,,"350. iowa city, ia",,IA,2007,,,,,,0.27970296,,
,,"350. iowa city, ia",,IA,2008,,,,,,0.2617866,,
,,"350. iowa city, ia",,IA,2009,,,,,,0.2625139,,
,,"350. iowa city, ia",,IA,2010,,,,,,0.25536722,,
,,"350. iowa city, ia",,IA,2011,,,,,,0.30942336,,
,,"352. jackson, mi",,MI,1960,,,,,,0.20016864,,
,,"352. jackson, mi",,MI,1980,,,,,,0.19347905,,
,,"352. jackson, mi",,MI,1990,,,,,,0.21932852,,
,,"352. jackson, mi",,MI,2000,,,,,,0.1895277,,
,,"352. jackson, mi",,MI,2005,,,,,,0.1570066,,
,,"352. jackson, mi",,MI,2006,,,,,,0.17288652,,
,,"352. jackson, mi",,MI,2007,,,,,,0.18930958,,
,,"352. jackson, mi",,MI,2008,,,,,,0.17019609,,
,,"352. jackson, mi",,MI,2009,,,,,,0.17865086,,
,,"352. jackson, mi",,MI,2010,,,,,,0.21207178,,
,,"352. jackson, mi",,MI,2011,,,,,,0.24665552,,
,,35300,,,2012,,,,,,0.2519501,,
,,35300,,,2013,,,,-0.01105778,,0.2617666,,-0.01105778
,,35300,,,2014,,,,0.02569626,,0.26893204,,0.02569626
,,35300,,,2015,,,,-0.03073495,,0.2754934,,-0.03073495
,,35300,,,2016,,,,-0.01067258,,0.27105922,,-0.01067258
,,35300,,,2017,,,,-0.00148428,,0.26666668,,-0.00148428
,,35380,45,,2012,0.02814206,,,,,0.31259418,,
,,35380,45,,2013,0.0340917,,,0.05150302,,0.3086186,,0.05150302
,,35380,45,,2014,0.03407774,,,-0.01360687,,0.29819962,,-0.01360687
,,35380,45,,2015,,,,0.02396239,,0.30416918,,0.02396239
,,35380,45,,2016,,,,0.01739794,,0.29704154,,0.01739794
,,35380,45,,2017,,,,0.0088739,,0.30505154,,0.0088739
,,"356. jackson, ms",,MS,1970,,,,,,0.32069972,,
,,"356. jackson, ms",,MS,1980,,,,,,0.31533903,,
,,"356. jackson, ms",,MS,1990,,,,-1.0,,0.31918225,,-1.0
,,"356. jackson, ms",,MS,2000,,,,inf,,0.29394245,,inf
,,"356. jackson, ms",,MS,2005,,,,-0.20032371,,0.23715872,,-0.20032371
,,"356. jackson, ms",,MS,2006,,,,0.00717211,,0.2325024,,0.00717211
,,"356. jackson, ms",,MS,2007,,,,0.03642325,,0.22679228,,0.03642325
,,"356. jackson, ms",,MS,2008,,,,-0.04604087,,0.25422204,,-0.04604087
,,"356. jackson, ms",,MS,2009,,,,-0.05345708,,0.2754075,,-0.05345708
,,"356. jackson, ms",,MS,2010,,,,-0.0018723,,0.25354043,,-0.0018723
,,"356. jackson, ms",,MS,2011,,,,0.20047698,,0.28643343,,0.20047698
,,35620,1,,2012,0.00886074,,,,,0.31966883,,
,,35620,1,,2013,0.01318255,,,0.00870803,,0.3151487,,0.00870803
,,35620,1,,2014,0.01534085,,,0.01650013,,0.327389,,0.01650013
,,35620,1,,2015,,,,0.02746689,,0.3264911,,0.02746689
,,35620,1,,2016,,,,0.00060331,,0.32140183,,0.00060331
,,35620,1,,2017,,,,0.00294837,,0.3161252,,0.00294837
,,35660,,,2012,,,,,,0.21519838,,
,,35660,,,2013,,,,,,0.2338083,,
,,35660,,,2014,,,,,,0.21111806,,
,,35660,,,2015,,,,,,0.22409151,,
,,35660,,,2016,,,,,,0.20486556,,
,,35660,,,2017,,,,,,0.20154044,,
,,"358. jackson, tn",,TN,2000,,,,,,0.2841829,,
,,"358. jackson, tn",,TN,2003,,,,,,0.20107238,,
,,"358. jackson, tn",,TN,2005,,,,,,0.22510822,,
,,"358. jackson, tn",,TN,2006,,,,,,0.20782852,,
,,"358. jackson, tn",,TN,2007,,,,,,0.23599632,,
,,"358. jackson, tn",,TN,2008,,,,,,0.20582709,,
,,"358. jackson, tn",,TN,2009,,,,,,0.19334532,,
,,"358. jackson, tn",,TN,2010,,,,,,0.26964113,,
,,"358. jackson, tn",,TN,2011,,,,,,0.24772163,,
,,35840,,,2012,,,,,,0.25280547,,
,,35840,,,2013,,,,,,0.24311133,,
,,35840,,,2014,,,,,,0.25293157,,
,,35840,,,2015,,,,,,0.26344422,,
,,35840,,,2016,,,,,,0.22571047,,
,,35840,,,2017,,,,,,0.21759054,,
,,"359. jacksonville, fl",,FL,1960,,,,,,0.48828512,,
,,"359. jacksonville, fl",,FL,1970,,,,,,0.28651324,,
,,"359. jacksonville, fl",12,FL,1980,0.0227299,,,,,0.30256215,,
,,"359. jacksonville, fl",12,FL,1981,0.01637883,,,,,,,
,,"359. jacksonville, fl",12,FL,1982,0.01506704,,,,,,,
,,"359. jacksonville, fl",12,FL,1983,0.02569989,,,,,,,
,,"359. jacksonville, fl",12,FL,1984,0.02614792,,,,,,,
,,"359. jacksonville, fl",12,FL,1985,0.03392625,,,,,,,
,,"359. jacksonville, fl",12,FL,1986,0.03822188,,,,,,,
,,"359. jacksonville, fl",12,FL,1987,0.03716876,,,,,,,
,,"359. jacksonville, fl",12,FL,1988,0.03344588,,,,,,,
,,"359. jacksonville, fl",12,FL,1989,0.03072994,,,,,,,
,,"359. jacksonville, fl",12,FL,1990,0.02762599,,,,,0.32101458,,
,,"359. jacksonville, fl",12,FL,1991,0.02727957,,,,,,,
,,"359. jacksonville, fl",12,FL,1992,0.03110869,,,,,,,
,,"359. jacksonville, fl",12,FL,1993,0.03241124,,,,,,,
,,"359. jacksonville, fl",12,FL,1994,0.03314565,,,,,,,
,,"359. jacksonville, fl",12,FL,1995,0.02987543,,,,,,,
,,"359. jacksonville, fl",12,FL,1996,0.03445282,,,,,,,
,,"359. jacksonville, fl",12,FL,1997,0.03217105,,,,,,,
,,"359. jacksonville, fl",12,FL,1998,0.03530732,,,,,,,
,,"359. jacksonville, fl",12,FL,1999,0.03719186,,,,,,,
,,"359. jacksonville, fl",12,FL,2000,0.03629116,,,,,0.28926548,,
,,"359. jacksonville, fl",12,FL,2001,0.0443882,,,,,,,
,,"359. jacksonville, fl",12,FL,2002,0.05010184,,,,,,,
,,"359. jacksonville, fl",12,FL,2003,0.05904877,,,,,,,
,,"359. jacksonville, fl",12,FL,2004,0.06782018,,,,,,,
,,"359. jacksonville, fl",12,FL,2005,0.08595882,,,,,0.22524571,,
,,"359. jacksonville, fl",12,FL,2006,0.05311803,,,,,0.22567712,,
,,"359. jacksonville, fl",12,FL,2007,0.03394011,,,,,0.23608363,,
,,"359. jacksonville, fl",12,FL,2008,0.02378302,,,,,0.24512985,,
,,"359. jacksonville, fl",12,FL,2009,0.0153488,,,,,0.24695729,,
,,"359. jacksonville, fl",12,FL,2010,0.01564441,,,,,0.2710361,,
,,"359. jacksonville, fl",12,FL,2011,0.01498852,,,,,0.28839862,,
,,35980,,,2012,,,,,,0.21972387,,
,,35980,,,2013,,,,,,0.24378882,,
,,35980,,,2014,,,,,,0.21189591,,
,,35980,,,2015,,,,,,0.22736257,,
,,35980,,,2016,,,,,,0.20543434,,
,,35980,,,2017,,,,,,0.22325581,,
,,"360. jacksonville, nc",,NC,1980,,,,,,0.43629783,,
,,"360. jacksonville, nc",,NC,1990,,,,,,0.45950636,,
,,"360. jacksonville, nc",,NC,2000,,,,,,0.42640844,,
,,"360. jacksonville, nc",,NC,2005,,,,,,0.3705584,,
,,"360. jacksonville, nc",,NC,2006,,,,,,0.35939848,,
,,"360. jacksonville, nc",,NC,2007,,,,,,0.3409091,,
,,"360. jacksonville, nc",,NC,2008,,,,,,0.33677685,,
,,"360. jacksonville, nc",,NC,2009,,,,,,0.3568879,,
,,"360. jacksonville, nc",,NC,2010,,,,,,0.40804997,,
,,"360. jacksonville, nc",,NC,2011,,,,,,0.41904047,,
,,"361. jamestown-dunkirk, ny",,NY,1990,,,,,,0.23047183,,
,,"361. jamestown-dunkirk, ny",,NY,2000,,,,,,0.2371036,,
,,"361. jamestown-dunkirk, ny",,NY,2003,,,,,,0.2193676,,
,,"361. jamestown-dunkirk, ny",,NY,2005,,,,,,0.2151966,,
,,"361. jamestown-dunkirk, ny",,NY,2006,,,,,,0.18615153,,
,,"361. jamestown-dunkirk, ny",,NY,2007,,,,,,0.19181585,,
,,"361. jamestown-dunkirk, ny",,NY,2008,,,,,,0.18887262,,
,,"361. jamestown-dunkirk, ny",,NY,2009,,,,,,0.19610853,,
,,"361. jamestown-dunkirk, ny",,NY,2010,,,,,,0.20442288,,
,,"361. jamestown-dunkirk, ny",,NY,2011,,,,,,0.20204082,,
,,36100,,,2012,,,,,,0.23835967,,
,,36100,,,2013,,,,,,0.2409688,,
,,36100,,,2014,,,,,,0.20448662,,
,,36100,,,2015,,,,,,0.21710233,,
,,36100,,,2016,,,,,,0.23861262,,
,,36100,,,2017,,,,,,0.22231172,,
,,36140,,,2012,,,,,,0.18949772,,
,,36140,,,2013,,,,,,0.18102767,,
,,36140,,,2014,,,,,,0.1878882,,
,,36140,,,2015,,,,,,0.15319477,,
,,36140,,,2016,,,,,,0.17929482,,
,,36140,,,2017,,,,,,0.16752388,,
,,"362. janesville-beloit, wi",,WI,1980,,,,,,0.23916312,,
,,"362. janesville-beloit, wi",,WI,1990,,,,,,0.24969801,,
,,"362. janesville-beloit, wi",,WI,2000,,,,,,0.22347005,,
,,"362. janesville-beloit, wi",,WI,2005,,,,,,0.14346713,,
,,"362. janesville-beloit, wi",,WI,2006,,,,,,0.17763159,,
,,"362. janesville-beloit, wi",,WI,2007,,,,,,0.16422765,,
,,"362. janesville-beloit, wi",,WI,2008,,,,,,0.17651822,,
,,"362. janesville-beloit, wi",,WI,2009,,,,,,0.20368886,,
,,"362. janesville-beloit, wi",,WI,2010,,,,,,0.19172297,,
,,"362. janesville-beloit, wi",,WI,2011,,,,,,0.22481266,,
,,36220,,,2012,,,,,,0.23406374,,
,,36220,,,2013,,,,,,0.25047985,,
,,36220,,,2014,,,,,,0.25636193,,
,,36220,,,2015,,,,,,0.22405876,,
,,36220,,,2016,,,,,,0.2226762,,
,,36220,,,2017,,,,,,0.23223221,,
,,36260,,,2012,,,,,,0.18042181,,
,,36260,,,2013,,,,,,0.19073084,,
,,36260,,,2014,,,,,,0.18747175,,
,,36260,,,2015,,,,,,0.18770003,,
,,36260,,,2016,,,,,,0.17253295,,
,,36260,,,2017,,,,,,0.19512194,,
,,36420,,,2012,,,,,,0.27562487,,
,,36420,,,2013,,,,,,0.27824715,,
,,36420,,,2014,,,,,,0.27794185,,
,,36420,,,2015,,,,,,0.2818611,,
,,36420,,,2016,,,,,,0.27576664,,
,,36420,,,2017,,,,,,0.28256902,,
,,36500,,,2012,,,,,,0.26673695,,
,,36500,,,2013,,,,,,0.29122272,,
,,36500,,,2014,,,,,,0.30494118,,
,,36500,,,2015,,,,,,0.2674028,,
,,36500,,,2016,,,,,,0.27695167,,
,,36500,,,2017,,,,,,0.29007635,,
,,36540,,,2012,,,,,,0.2289844,,
,,36540,,,2013,,,,,,0.22540724,,
,,36540,,,2014,,,,,,0.23016775,,
,,36540,,,2015,,,,,,0.23409034,,
,,36540,,,2016,,,,,,0.23584075,,
,,36540,,,2017,,,,,,0.23847263,,
,,"366. johnson city-kingsport--bristol, tn/va",,,1980,,,,,,0.21557152,,
,,"366. johnson city-kingsport--bristol, tn/va",,,1990,,,,,,0.22853574,,
,,"366. johnson city-kingsport--bristol, tn/va",,,2000,,,,,,0.22974963,,
,,"366. johnson city-kingsport--bristol, tn/va",,,2005,,,,,,0.21045917,,
,,"366. johnson city-kingsport--bristol, tn/va",,,2006,,,,,,0.1857233,,
,,"366. johnson city-kingsport--bristol, tn/va",,,2007,,,,,,0.19280621,,
,,"366. johnson city-kingsport--bristol, tn/va",,,2008,,,,,,0.20544258,,
,,"366. johnson city-kingsport--bristol, tn/va",,,2009,,,,,,0.22235835,,
,,"366. johnson city-kingsport--bristol, tn/va",,,2010,,,,,,0.22584732,,
,,"366. johnson city-kingsport--bristol, tn/va",,,2011,,,,,,0.20973153,,
,,36740,,,2012,,,,,,0.31455603,,
,,36740,,,2013,,,,,,0.31079993,,
,,36740,,,2014,,,,,,0.3139956,,
,,36740,,,2015,,,,,,0.3166537,,
,,36740,,,2016,,,,,,0.31637183,,
,,36740,,,2017,,,,,,0.31482956,,
,,36780,,,2012,,,,,,0.21877769,,
,,36780,,,2013,,,,,,0.2260796,,
,,36780,,,2014,,,,,,0.23221587,,
,,36780,,,2015,,,,,,0.21101695,,
,,36780,,,2016,,,,,,0.23554789,,
,,36780,,,2017,,,,,,0.2199832,,
,,"368. johnstown, pa",,PA,1960,,,,,,0.31012172,,
,,"368. johnstown, pa",,PA,1970,,,,,,0.2682024,,
,,"368. johnstown, pa",,PA,1980,,,,,,0.2248014,,
,,"368. johnstown, pa",,PA,1990,,,,,,0.19592306,,
,,"368. johnstown, pa",,PA,2000,,,,,,0.18594854,,
,,"368. johnstown, pa",,PA,2005,,,,,,0.16965643,,
,,"368. johnstown, pa",,PA,2006,,,,,,0.15931213,,
,,"368. johnstown, pa",,PA,2007,,,,,,0.16314295,,
,,"368. johnstown, pa",,PA,2008,,,,,,0.17194854,,
,,"368. johnstown, pa",,PA,2009,,,,,,0.16281193,,
,,"368. johnstown, pa",,PA,2010,,,,,,0.18767773,,
,,"368. johnstown, pa",,PA,2011,,,,,,0.16206896,,
,,36980,,,2012,,,,,,0.21640316,,
,,36980,,,2013,,,,,,0.22243902,,
,,36980,,,2014,,,,,,0.26487523,,
,,36980,,,2015,,,,,,0.2306143,,
,,36980,,,2016,,,,,,0.19379845,,
,,36980,,,2017,,,,,,0.22369668,,
,,"371. joplin, mo",,MO,1980,,,,,,0.23688821,,
,,"371. joplin, mo",,MO,1990,,,,,,0.2296336,,
,,"371. joplin, mo",,MO,2000,,,,,,0.2465488,,
,,"371. joplin, mo",,MO,2003,,,,,,0.25255972,,
,,"371. joplin, mo",,MO,2005,,,,,,0.22114839,,
,,"371. joplin, mo",,MO,2006,,,,,,0.23195876,,
,,"371. joplin, mo",,MO,2007,,,,,,0.21321487,,
,,"371. joplin, mo",,MO,2008,,,,,,0.24854483,,
,,"371. joplin, mo",,MO,2009,,,,,,0.23090278,,
,,"371. joplin, mo",,MO,2010,,,,,,0.22863364,,
,,"371. joplin, mo",,MO,2011,,,,,,0.24021675,,
,,37100,,,2012,,,,,,0.29664537,,
,,37100,,,2013,,,,,,0.3108792,,
,,37100,,,2014,,,,,,0.29016313,,
,,37100,,,2015,,,,,,0.2892037,,
,,37100,,,2016,,,,,,0.3005148,,
,,37100,,,2017,,,,,,0.30740854,,
,,"372. kalamazoo-portage, mi",,MI,1960,,,,,,0.20355114,,
,,"372. kalamazoo-portage, mi",,MI,1980,,,,,,0.26857984,,
,,"372. kalamazoo-portage, mi",,MI,1990,,,,,,0.25934663,,
,,"372. kalamazoo-portage, mi",,MI,2000,,,,,,0.22879316,,
,,"372. kalamazoo-portage, mi",,MI,2005,,,,,,0.18667915,,
,,"372. kalamazoo-portage, mi",,MI,2006,,,,,,0.1784166,,
,,"372. kalamazoo-portage, mi",,MI,2007,,,,,,0.19008651,,
,,"372. kalamazoo-portage, mi",,MI,2008,,,,,,0.19239739,,
,,"372. kalamazoo-portage, mi",,MI,2009,,,,,,0.2072575,,
,,"372. kalamazoo-portage, mi",,MI,2010,,,,,,0.22812355,,
,,"372. kalamazoo-portage, mi",,MI,2011,,,,,,0.2225759,,
,,37340,,,2012,,,,,,0.23650794,,
,,37340,,,2013,,,,,,0.23280773,,
,,37340,,,2014,,,,,,0.24946144,,
,,37340,,,2015,,,,,,0.24695122,,
,,37340,,,2016,,,,,,0.2369035,,
,,37340,,,2017,,,,,,0.23448277,,
,,"374. kankakee, il",,IL,1980,,,,,,0.28146884,,
,,"374. kankakee, il",,IL,2000,,,,,,0.26033422,,
,,"374. kankakee, il",,IL,2005,,,,,,0.20710059,,
,,"374. kankakee, il",,IL,2006,,,,,,0.20757969,,
,,"374. kankakee, il",,IL,2007,,,,,,0.1994885,,
,,"374. kankakee, il",,IL,2008,,,,,,0.24429417,,
,,"374. kankakee, il",,IL,2009,,,,,,0.21727271,,
,,"374. kankakee, il",,IL,2010,,,,,,0.2621035,,
,,"374. kankakee, il",,IL,2011,,,,,,0.24194951,,
,,"376. kansas city, mo/ks",,,1960,,,,,,0.28978,,
,,"376. kansas city, mo/ks",,,1970,,,,,,0.2741779,,
,,"376. kansas city, mo/ks",36,,1980,0.00997931,,,,,0.26545027,,
,,"376. kansas city, mo/ks",36,,1981,0.00728522,,,,,,,
,,"376. kansas city, mo/ks",36,,1982,0.00705048,,,,,,,
,,"376. kansas city, mo/ks",36,,1983,0.01475333,,,,,,,
