fips,cbsa,metarea,metareano,state_fips,year,unemployment_rate,real_income_pc,college_share,marriage_rate
,,"260. fitchburg-leominster, ma",,MA,2011,0.05950541,,,
,,26140,,,2012,0.04565408,,,
,,26140,,,2013,0.04369748,,,
,,26140,,,2014,0.02682314,,,
,,26140,,,2015,0.02837489,,,
,,26140,,,2016,0.03043111,,,
,,26140,,,2017,0.0199005,,,
,,"262. flagstaff, az/ut",,,2000,0.03822874,,,
,,"262. flagstaff, az/ut",,,2005,0.02548853,,,
,,"262. flagstaff, az/ut",,,2006,0.02212389,,,
,,"262. flagstaff, az/ut",,,2007,0.03646238,,,
,,"262. flagstaff, az/ut",,,2008,0.03514133,,,
,,"262. flagstaff, az/ut",,,2009,0.03981968,,,
,,"262. flagstaff, az/ut",,,2010,0.06743185,,,
,,"262. flagstaff, az/ut",,,2011,0.06047966,,,
,,26380,,,2012,0.0319423,,,
,,26380,,,2013,0.02054443,,,
,,26380,,,2014,0.02825746,,,
,,26380,,,2015,0.02255226,,,
,,26380,,,2016,0.02229134,,,
,,26380,,,2017,0.02808112,,,
,,"264. flint, mi",,MI,1960,0.02426644,,,
,,"264. flint, mi",,MI,1970,0.01892538,,,
,,"264. flint, mi",,MI,1980,0.06050626,,,
,,"264. flint, mi",,MI,1990,0.04723502,,,
,,"264. flint, mi",,MI,2000,0.04547976,,,
,,"264. flint, mi",,MI,2005,0.05860349,,,
,,"264. flint, mi",,MI,2006,0.06111444,,,
,,"264. flint, mi",,MI,2007,0.05860806,,,
,,"264. flint, mi",,MI,2008,0.07286922,,,
,,"264. flint, mi",,MI,2009,0.0803289,,,
,,"264. flint, mi",,MI,2010,0.09863946,,,
,,"264. flint, mi",,MI,2011,0.09325153,,,
,,26420,4,,2012,0.0401336,,,
,,26420,4,,2013,0.03384639,,,
,,26420,4,,2014,0.02671153,,,
,,26420,4,,2015,0.02701036,,,
,,26420,4,,2016,0.03009416,,,
,,26420,4,,2017,0.02805556,,,
,,"265. florence, al",,AL,1980,0.03062787,,,
,,"265. florence, al",,AL,1990,0.03005063,,,
,,"265. florence, al",,AL,2000,0.02406268,,,
,,"265. florence, al",,AL,2003,0.02970297,,,
,,"265. florence, al",,AL,2005,0.03545586,,,
,,"265. florence, al",,AL,2006,0.01644032,,,
,,"265. florence, al",,AL,2007,0.02379286,,,
,,"265. florence, al",,AL,2008,0.03283582,,,
,,"265. florence, al",,AL,2009,0.04599303,,,
,,"265. florence, al",,AL,2010,0.03205575,,,
,,"265. florence, al",,AL,2011,0.04104183,,,
,,"266. florence, sc",,SC,1980,0.033139,,,
,,"266. florence, sc",,SC,1990,0.02442997,,,
,,26620,,,2012,0.04486968,,,
,,26620,,,2013,0.04284384,,,
,,26620,,,2014,0.03361608,,,
,,26620,,,2015,0.03512658,,,
,,26620,,,2016,0.0236539,,,
,,26620,,,2017,0.02359347,,,
,,"267. fort collins-loveland, co",,CO,1980,0.02733249,,,
,,"267. fort collins-loveland, co",,CO,1990,0.0290927,,,
,,"267. fort collins-loveland, co",,CO,2000,0.02470886,,,
,,"267. fort collins-loveland, co",,CO,2005,0.03083333,,,
,,"267. fort collins-loveland, co",,CO,2006,0.02602082,,,
,,"267. fort collins-loveland, co",,CO,2007,0.03902034,,,
,,"267. fort collins-loveland, co",,CO,2008,0.0232375,,,
,,"267. fort collins-loveland, co",,CO,2009,0.04500818,,,
,,"267. fort collins-loveland, co",,CO,2010,0.04935275,,,
,,"267. fort collins-loveland, co",,CO,2011,0.04828724,,,
,,"268. fort lauderdale-hollywood-pompano beach, fl",,FL,1960,0.02079699,,,
,,"268. fort lauderdale-hollywood-pompano beach, fl",,FL,1970,0.0111175,,,
,,"268. fort lauderdale-hollywood-pompano beach, fl",,FL,1980,0.01904514,,,
,,"268. fort lauderdale-hollywood-pompano beach, fl",,FL,1990,0.02349527,,,
,,"268. fort lauderdale-hollywood-pompano beach, fl",,FL,2000,0.02285912,,,
,,"268. fort lauderdale-hollywood-pompano beach, fl",,FL,2005,0.02705619,,,
,,"268. fort lauderdale-hollywood-pompano beach, fl",,FL,2006,0.02516523,,,
,,"268. fort lauderdale-hollywood-pompano beach, fl",,FL,2007,0.0263986,,,
,,"268. fort lauderdale-hollywood-pompano beach, fl",,FL,2008,0.03269317,,,
,,"268. fort lauderdale-hollywood-pompano beach, fl",,FL,2009,0.05350588,,,
,,"268. fort lauderdale-hollywood-pompano beach, fl",,FL,2010,0.06223404,,,
,,"268. fort lauderdale-hollywood-pompano beach, fl",,FL,2011,0.05470348,,,
,,26900,16,,2012,0.044672,,,
,,26900,16,,2013,0.03879586,,,
,,26900,16,,2014,0.0332228,,,
,,26900,16,,2015,0.02916856,,,
,,26900,16,,2016,0.01927601,,,
,,26900,16,,2017,0.02160612,,,
,,26980,,,2012,0.01413428,,,
,,26980,,,2013,0.01622248,,,
,,26980,,,2014,0.01450893,,,
,,26980,,,2015,0.02424242,,,
,,26980,,,2016,0.01733478,,,
,,26980,,,2017,0.02154195,,,
,,"270. fort myers-cape coral, fl",,FL,1980,0.01729776,,,
,,"270. fort myers-cape coral, fl",,FL,1990,0.01712475,,,
,,"270. fort myers-cape coral, fl",,FL,2000,0.01700928,,,
,,"270. fort myers-cape coral, fl",,FL,2005,0.01991798,,,
,,"270. fort myers-cape coral, fl",,FL,2006,0.01731276,,,
,,"270. fort myers-cape coral, fl",,FL,2007,0.02544576,,,
,,"270. fort myers-cape coral, fl",,FL,2008,0.03499044,,,
,,"270. fort myers-cape coral, fl",,FL,2009,0.05658627,,,
,,"270. fort myers-cape coral, fl",,FL,2010,0.06165854,,,
,,"270. fort myers-cape coral, fl",,FL,2011,0.05003849,,,
,,27060,,,2012,0.02705411,,,
,,27060,,,2013,0.02357985,,,
,,27060,,,2014,0.0509413,,,
,,27060,,,2015,0.02556237,,,
,,27060,,,2016,0.03137652,,,
,,27060,,,2017,0.01135191,,,
,,"271. fort pierce, fl",,FL,1990,0.02589712,,,
,,"271. fort pierce, fl",,FL,2000,0.0194452,,,
,,"271. fort pierce, fl",,FL,2003,0.02518278,,,
,,"271. fort pierce, fl",,FL,2005,0.02503682,,,
,,"271. fort pierce, fl",,FL,2006,0.0205518,,,
,,"271. fort pierce, fl",,FL,2007,0.03350084,,,
,,"271. fort pierce, fl",,FL,2008,0.03875756,,,
,,"271. fort pierce, fl",,FL,2009,0.0612301,,,
,,"271. fort pierce, fl",,FL,2010,0.05979156,,,
,,"271. fort pierce, fl",,FL,2011,0.05471872,,,
,,27100,,,2012,0.04718945,,,
,,27100,,,2013,0.05053908,,,
,,27100,,,2014,0.04230007,,,
,,27100,,,2015,0.02746479,,,
,,27100,,,2016,0.02549966,,,
,,27100,,,2017,0.02216066,,,
,,27140,,,2012,0.04681079,,,
,,27140,,,2013,0.03664564,,,
,,27140,,,2014,0.03516874,,,
,,27140,,,2015,0.03185596,,,
,,27140,,,2016,0.03461275,,,
,,27140,,,2017,0.02757322,,,
,,27180,,,2012,0.0462725,,,
,,27180,,,2013,0.04137324,,,
,,27180,,,2014,0.0345912,,,
,,27180,,,2015,0.03020408,,,
,,27180,,,2016,0.0261324,,,
,,27180,,,2017,0.01808318,,,
,,"272. fort smith, ar/ok",,,1980,0.02701351,,,
,,"272. fort smith, ar/ok",,,2000,0.02382748,,,
,,"272. fort smith, ar/ok",,,2005,0.03282123,,,
,,"272. fort smith, ar/ok",,,2006,0.02108844,,,
,,"272. fort smith, ar/ok",,,2007,0.02680798,,,
,,"272. fort smith, ar/ok",,,2008,0.02017654,,,
,,"272. fort smith, ar/ok",,,2009,0.03525836,,,
,,"272. fort smith, ar/ok",,,2010,0.04064471,,,
,,"272. fort smith, ar/ok",,,2011,0.03282994,,,
,,27260,12,,2012,0.05257374,,,
,,27260,12,,2013,0.04424698,,,
,,27260,12,,2014,0.03746527,,,
,,27260,12,,2015,0.029983,,,
,,27260,12,,2016,0.02324969,,,
,,27260,12,,2017,0.02457548,,,
,,"275. fort walton beach, fl",,FL,1980,0.03055994,,,
,,"275. fort walton beach, fl",,FL,2000,0.01910351,,,
,,"275. fort walton beach, fl",,FL,2005,0.02698145,,,
,,"275. fort walton beach, fl",,FL,2006,0.01699279,,,
,,"275. fort walton beach, fl",,FL,2007,0.02228412,,,
,,"275. fort walton beach, fl",,FL,2008,0.02252252,,,
,,"275. fort walton beach, fl",,FL,2009,0.04274466,,,
,,"275. fort walton beach, fl",,FL,2010,0.05565218,,,
,,"275. fort walton beach, fl",,FL,2011,0.03297872,,,
,,27500,,,2012,0.04647436,,,
,,27500,,,2013,0.0334728,,,
,,27500,,,2014,0.0326907,,,
,,27500,,,2015,0.02824859,,,
,,27500,,,2016,0.02427184,,,
,,27500,,,2017,0.01785714,,,
,,"276. fort wayne, in",,IN,1960,0.01240876,,,
,,"276. fort wayne, in",,IN,1970,0.01187285,,,
,,"276. fort wayne, in",,IN,1980,0.0392233,,,
,,"276. fort wayne, in",,IN,1990,0.02525141,,,
,,"276. fort wayne, in",,IN,2000,0.0204759,,,
,,"276. fort wayne, in",,IN,2005,0.03223794,,,
,,"276. fort wayne, in",,IN,2006,0.03502988,,,
,,"276. fort wayne, in",,IN,2007,0.02804854,,,
,,"276. fort wayne, in",,IN,2008,0.03228426,,,
,,"276. fort wayne, in",,IN,2009,0.05569206,,,
,,"276. fort wayne, in",,IN,2010,0.05428104,,,
,,"276. fort wayne, in",,IN,2011,0.0527043,,,
,,27620,,,2012,0.02004717,,,
,,27620,,,2013,0.02327006,,,
,,27620,,,2014,0.02202381,,,
,,27620,,,2015,0.01646341,,,
,,27620,,,2016,0.01532567,,,
,,27620,,,2017,0.0103218,,,
,,27780,,,2012,0.04090074,,,
,,27780,,,2013,0.03515799,,,
,,27780,,,2014,0.03373819,,,
,,27780,,,2015,0.03372302,,,
,,27780,,,2016,0.03168686,,,
,,27780,,,2017,0.02354509,,,
,,27900,,,2012,0.02918502,,,
,,27900,,,2013,0.03116457,,,
,,27900,,,2014,0.02415181,,,
,,27900,,,2015,0.016,,,
,,27900,,,2016,0.02433234,,,
,,27900,,,2017,0.02229654,,,
,,"28. altoona, pa",,PA,1960,0.01880548,,,
,,"28. altoona, pa",,PA,1980,0.037,,,
,,"28. altoona, pa",,PA,1990,0.02951209,,,
,,"28. altoona, pa",,PA,2000,0.03058715,,,
,,"28. altoona, pa",,PA,2005,0.02771363,,,
,,"28. altoona, pa",,PA,2006,0.03023432,,,
,,"28. altoona, pa",,PA,2007,0.03913738,,,
,,"28. altoona, pa",,PA,2008,0.03035275,,,
,,"28. altoona, pa",,PA,2009,0.03514377,,,
,,"28. altoona, pa",,PA,2010,0.03088803,,,
,,"28. altoona, pa",,PA,2011,0.03738318,,,
,,28020,,,2012,0.04193254,,,
,,28020,,,2013,0.0384282,,,
,,28020,,,2014,0.03431812,,,
,,28020,,,2015,0.03337202,,,
,,28020,,,2016,0.01801536,,,
,,28020,,,2017,0.0233564,,,
,,28100,,,2012,0.04317656,,,
,,28100,,,2013,0.04908947,,,
,,28100,,,2014,0.04501608,,,
,,28100,,,2015,0.02961083,,,
,,28100,,,2016,0.01778496,,,
,,28100,,,2017,0.03078078,,,
,,28140,36,,2012,0.03707012,,,
,,28140,36,,2013,0.03171247,,,
,,28140,36,,2014,0.02616917,,,
,,28140,36,,2015,0.02035398,,,
,,28140,36,,2016,0.02134764,,,
,,28140,36,,2017,0.01966918,,,
,,"284. fresno, ca",,CA,1960,0.02974591,,,
,,"284. fresno, ca",,CA,1970,0.02691568,,,
,,"284. fresno, ca",33,CA,1980,0.0376855,,,
,,"284. fresno, ca",33,CA,1990,0.03351766,,,
,,"284. fresno, ca",33,CA,2000,0.03752235,,,
,,"284. fresno, ca",33,CA,2005,0.03292181,,,
,,"284. fresno, ca",33,CA,2006,0.03261978,,,
,,"284. fresno, ca",33,CA,2007,0.03350745,,,
,,"284. fresno, ca",33,CA,2008,0.0356504,,,
,,"284. fresno, ca",33,CA,2009,0.05004931,,,
,,"284. fresno, ca",33,CA,2010,0.06116443,,,
,,"284. fresno, ca",33,CA,2011,0.05891354,,,
,,"288. gadsden, al",,AL,1960,0.03376407,,,
,,"288. gadsden, al",,AL,1980,0.03400586,,,
,,"288. gadsden, al",,AL,2000,0.02563034,,,
,,"288. gadsden, al",,AL,2005,0.03277236,,,
,,"288. gadsden, al",,AL,2006,0.02279202,,,
,,"288. gadsden, al",,AL,2007,0.02512998,,,
,,"288. gadsden, al",,AL,2008,0.02427638,,,
,,"288. gadsden, al",,AL,2009,0.05009276,,,
,,"288. gadsden, al",,AL,2010,0.05248092,,,
,,"288. gadsden, al",,AL,2011,0.0331384,,,
,,28940,,,2012,0.03545865,,,
,,28940,,,2013,0.03434903,,,
,,28940,,,2014,0.03016241,,,
,,28940,,,2015,0.02661351,,,
,,28940,,,2016,0.02267002,,,
,,28940,,,2017,0.02035278,,,
,,"290. gainesville, fl",,FL,1980,0.02472592,,,
,,"290. gainesville, fl",,FL,1990,0.02734554,,,
,,"290. gainesville, fl",,FL,2000,0.03636194,,,
,,"290. gainesville, fl",,FL,2005,0.03328213,,,
,,"290. gainesville, fl",,FL,2006,0.03574788,,,
,,"290. gainesville, fl",,FL,2007,0.02291476,,,
,,"290. gainesville, fl",,FL,2008,0.02421525,,,
,,"290. gainesville, fl",,FL,2009,0.04194471,,,
,,"290. gainesville, fl",,FL,2010,0.04278562,,,
,,"290. gainesville, fl",,FL,2011,0.04154669,,,
,,29100,,,2012,0.02016607,,,
,,29100,,,2013,0.02386364,,,
,,29100,,,2014,0.01001112,,,
,,29100,,,2015,0.01737242,,,
,,29100,,,2016,0.01643192,,,
,,29100,,,2017,0.010551,,,
,,29180,,,2012,0.03773148,,,
,,29180,,,2013,0.02997956,,,
,,29180,,,2014,0.03148646,,,
,,29180,,,2015,0.02717521,,,
,,29180,,,2016,0.02924661,,,
,,29180,,,2017,0.02725518,,,
,,"292. galveston-texas city, tx",,TX,1960,0.01895808,,,
,,"292. galveston-texas city, tx",,TX,1980,0.02271517,,,
,,"292. galveston-texas city, tx",,TX,1990,0.03407378,,,
,,"292. galveston-texas city, tx",,TX,2000,0.034133,,,
,,"292. galveston-texas city, tx",,TX,2005,0.03379806,,,
,,"292. galveston-texas city, tx",,TX,2006,0.03094462,,,
,,"292. galveston-texas city, tx",,TX,2007,0.02580141,,,
,,"292. galveston-texas city, tx",,TX,2008,0.02337229,,,
,,"292. galveston-texas city, tx",,TX,2009,0.04439064,,,
,,"292. galveston-texas city, tx",,TX,2010,0.048653,,,
,,"292. galveston-texas city, tx",,TX,2011,0.05367339,,,
,,29200,,,2012,0.03666427,,,
,,29200,,,2013,0.03236914,,,
,,29200,,,2014,0.02947086,,,
,,29200,,,2015,0.0202977,,,
,,29200,,,2016,0.01563518,,,
,,29200,,,2017,0.01794554,,,
,,29420,,,2012,0.0652834,,,
,,29420,,,2013,0.04978355,,,
,,29420,,,2014,0.03307494,,,
,,29420,,,2015,0.02651708,,,
,,29420,,,2016,0.02970796,,,
,,29420,,,2017,0.03100368,,,
,,29460,,,2012,0.05094786,,,
,,29460,,,2013,0.04121587,,,
,,29460,,,2014,0.0344422,,,
,,29460,,,2015,0.02811575,,,
,,29460,,,2016,0.0242888,,,
,,29460,,,2017,0.02208707,,,
,,29540,,,2012,0.0306622,,,
,,29540,,,2013,0.02989943,,,
,,29540,,,2014,0.0198123,,,
,,29540,,,2015,0.01904514,,,
,,29540,,,2016,0.01952616,,,
,,29540,,,2017,0.0174551,,,
,,29620,,,2012,0.04238506,,,
,,29620,,,2013,0.03595298,,,
,,29620,,,2014,0.03008563,,,
,,29620,,,2015,0.02395073,,,
,,29620,,,2016,0.0260631,,,
,,29620,,,2017,0.02374972,,,
,,"297. glens falls, ny",,NY,1980,0.04276058,,,
,,"297. glens falls, ny",,NY,2000,0.02777778,,,
,,"297. glens falls, ny",,NY,2005,0.02631579,,,
,,"297. glens falls, ny",,NY,2006,0.03197158,,,
,,"297. glens falls, ny",,NY,2007,0.03244166,,,
,,"297. glens falls, ny",,NY,2008,0.02202899,,,
,,"297. glens falls, ny",,NY,2009,0.04618938,,,
,,"297. glens falls, ny",,NY,2010,0.03894548,,,
,,"297. glens falls, ny",,NY,2011,0.04311872,,,
,,29700,,,2012,0.02641879,,,
,,29700,,,2013,0.02609108,,,
,,29700,,,2014,0.02804206,,,
,,29700,,,2015,0.02788006,,,
,,29700,,,2016,0.01934444,,,
,,29700,,,2017,0.02440408,,,
,,29740,,,2012,0.05560236,,,
,,29740,,,2013,0.0455312,,,
,,29740,,,2014,0.04513274,,,
,,29740,,,2015,0.03384095,,,
,,29740,,,2016,0.04083406,,,
,,29740,,,2017,0.02725724,,,
,,"298. goldsboro, nc",,NC,2000,0.02649698,,,
,,"298. goldsboro, nc",,NC,2005,0.03319058,,,
,,"298. goldsboro, nc",,NC,2006,0.02481012,,,
,,"298. goldsboro, nc",,NC,2007,0.03795721,,,
,,"298. goldsboro, nc",,NC,2008,0.03208956,,,
,,"298. goldsboro, nc",,NC,2009,0.04135737,,,
,,"298. goldsboro, nc",,NC,2010,0.05564222,,,
,,"298. goldsboro, nc",,NC,2011,0.06052856,,,
,,29820,27,,2012,0.05647796,,,
,,29820,27,,2013,0.0521898,,,
,,29820,27,,2014,0.04406456,,,
,,29820,27,,2015,0.03825319,,,
,,29820,27,,2016,0.0319665,,,
,,29820,27,,2017,0.02831813,,,
,,29940,,,2012,0.04131054,,,
,,29940,,,2013,0.04992658,,,
,,29940,,,2014,0.03498542,,,
,,29940,,,2015,0.02805049,,,
,,29940,,,2016,0.028,,,
,,29940,,,2017,0.02933333,,,
,,"300. grand rapids, mi",,MI,1960,0.01951104,,,
,,"300. grand rapids, mi",,MI,1970,0.02539299,,,
,,"300. grand rapids, mi",,MI,1980,0.03056478,,,
,,"300. grand rapids, mi",,MI,1990,0.02671621,,,
,,"300. grand rapids, mi",,MI,2000,0.02287689,,,
,,"300. grand rapids, mi",,MI,2005,0.03537186,,,
,,"300. grand rapids, mi",,MI,2006,0.03919121,,,
,,"300. grand rapids, mi",,MI,2007,0.03469233,,,
,,"300. grand rapids, mi",,MI,2008,0.03674413,,,
,,"300. grand rapids, mi",,MI,2009,0.05903421,,,
,,"300. grand rapids, mi",,MI,2010,0.05673671,,,
,,"300. grand rapids, mi",,MI,2011,0.04733807,,,
,,"301. grand junction, co",,CO,2000,0.03117609,,,
,,"301. grand junction, co",,CO,2005,0.02736318,,,
,,"301. grand junction, co",,CO,2006,0.01896125,,,
,,"301. grand junction, co",,CO,2007,0.01862348,,,
,,"301. grand junction, co",,CO,2008,0.02279635,,,
,,"301. grand junction, co",,CO,2009,0.02122642,,,
,,"301. grand junction, co",,CO,2010,0.04166667,,,
,,"301. grand junction, co",,CO,2011,0.04552846,,,
,,30140,,,2012,0.03878116,,,
,,30140,,,2013,0.03155127,,,
,,30140,,,2014,0.02529359,,,
,,30140,,,2015,0.01385281,,,
,,30140,,,2016,0.01163832,,,
,,30140,,,2017,0.01305483,,,
,,30340,,,2012,0.03551913,,,
,,30340,,,2013,0.03401361,,,
,,30340,,,2014,0.03523035,,,
,,30340,,,2015,0.01651842,,,
,,30340,,,2016,0.02820513,,,
,,30340,,,2017,0.02798982,,,
,,"304. great falls, mt",,MT,1960,0.01848049,,,
,,"304. great falls, mt",,MT,2003,0.025,,,
,,"306. greeley, co",,CO,1980,0.03035461,,,
,,"306. greeley, co",,CO,1990,0.0260463,,,
,,"306. greeley, co",,CO,2000,0.02331838,,,
,,"306. greeley, co",,CO,2005,0.02895843,,,
,,"306. greeley, co",,CO,2006,0.0247124,,,
,,"306. greeley, co",,CO,2007,0.02224123,,,
,,"306. greeley, co",,CO,2008,0.02177778,,,
,,"306. greeley, co",,CO,2009,0.03925323,,,
,,"306. greeley, co",,CO,2010,0.05449591,,,
,,"306. greeley, co",,CO,2011,0.04185351,,,
,,30620,,,2012,0.0454156,,,
,,30620,,,2013,0.04265792,,,
,,30620,,,2014,0.03959562,,,
,,30620,,,2015,0.02620456,,,
,,30620,,,2016,0.02475685,,,
,,30620,,,2017,0.01801802,,,
,,30700,,,2012,0.02806122,,,
,,30700,,,2013,0.02200957,,,
,,30700,,,2014,0.01728276,,,
,,30700,,,2015,0.0131068,,,
,,30700,,,2016,0.01377018,,,
,,30700,,,2017,0.01570211,,,
,,30780,,,2012,0.03478098,,,
,,30780,,,2013,0.02868776,,,
,,30780,,,2014,0.02698176,,,
,,30780,,,2015,0.02185893,,,
,,30780,,,2016,0.01864347,,,
,,30780,,,2017,0.02054552,,,
,,"308. green bay, wi",,WI,1960,0.01298701,,,
,,"308. green bay, wi",,WI,1980,0.02957557,,,
,,"308. green bay, wi",,WI,1990,0.01938727,,,
,,"308. green bay, wi",,WI,2000,0.01850343,,,
,,"308. green bay, wi",,WI,2005,0.02036199,,,
,,"308. green bay, wi",,WI,2006,0.02792023,,,
,,"308. green bay, wi",,WI,2007,0.0206243,,,
,,"308. green bay, wi",,WI,2008,0.02507122,,,
,,"308. green bay, wi",,WI,2009,0.04095963,,,
,,"308. green bay, wi",,WI,2010,0.03697479,,,
,,"308. green bay, wi",,WI,2011,0.0373599,,,
,,31080,2,,2012,0.05486768,,,
,,31080,2,,2013,0.04819628,,,
,,31080,2,,2014,0.04201495,,,
,,31080,2,,2015,0.03614178,,,
,,31080,2,,2016,0.03222448,,,
,,31080,2,,2017,0.02935687,,,
,,31140,28,,2012,0.04009944,,,
,,31140,28,,2013,0.03235202,,,
,,31140,28,,2014,0.02726986,,,
,,31140,28,,2015,0.02269158,,,
,,31140,28,,2016,0.02002784,,,
,,31140,28,,2017,0.02107399,,,
,,31180,,,2012,0.03649635,,,
,,31180,,,2013,0.03125,,,
,,31180,,,2014,0.02497246,,,
,,31180,,,2015,0.01580301,,,
,,31180,,,2016,0.01613495,,,
,,31180,,,2017,0.02136752,,,
,,"312. greensboro-winston salem-high point, nc",,NC,1960,0.01339265,,,
,,"312. greensboro-winston salem-high point, nc",,NC,1970,0.01206083,,,
,,"312. greensboro-winston salem-high point, nc",,NC,1980,0.02510481,,,
,,"312. greensboro-winston salem-high point, nc",,NC,1990,0.0234964,,,
,,"312. greensboro-winston salem-high point, nc",,NC,2000,0.02371306,,,
,,"312. greensboro-winston salem-high point, nc",,NC,2005,0.03094746,,,
,,"312. greensboro-winston salem-high point, nc",,NC,2006,0.02878223,,,
,,"312. greensboro-winston salem-high point, nc",,NC,2007,0.03256899,,,
,,"312. greensboro-winston salem-high point, nc",,NC,2008,0.03042116,,,
,,"312. greensboro-winston salem-high point, nc",,NC,2009,0.04885508,,,
,,"312. greensboro-winston salem-high point, nc",,NC,2010,0.05494248,,,
,,"312. greensboro-winston salem-high point, nc",,NC,2011,0.05448242,,,
,,31340,,,2012,0.02875924,,,
,,31340,,,2013,0.0287799,,,
,,31340,,,2014,0.02352456,,,
,,31340,,,2015,0.02378121,,,
,,31340,,,2016,0.01838392,,,
,,31340,,,2017,0.02095557,,,
,,31460,,,2012,0.03272377,,,
,,31460,,,2013,0.04101562,,,
,,31460,,,2014,0.03024194,,,
,,31460,,,2015,0.02005469,,,
,,31460,,,2016,0.03532875,,,
,,31460,,,2017,0.03118712,,,
,,"315. greenville, nc",,NC,2000,0.0327381,,,
,,"315. greenville, nc",,NC,2005,0.0488782,,,
,,"315. greenville, nc",,NC,2006,0.03283582,,,
,,"315. greenville, nc",,NC,2007,0.03574034,,,
,,"315. greenville, nc",,NC,2008,0.04272915,,,
,,"315. greenville, nc",,NC,2009,0.06207827,,,
,,"315. greenville, nc",,NC,2010,0.05672269,,,
,,"315. greenville, nc",,NC,2011,0.05471848,,,
,,"316. greenville-spartenburg-anderson, sc",,SC,1960,0.01050977,,,
,,"316. greenville-spartenburg-anderson, sc",,SC,1970,0.01087338,,,
,,"316. greenville-spartenburg-anderson, sc",,SC,1980,0.02478987,,,
,,"316. greenville-spartenburg-anderson, sc",,SC,1990,0.02491841,,,
,,"316. greenville-spartenburg-anderson, sc",,SC,2000,0.02487202,,,
,,"316. greenville-spartenburg-anderson, sc",,SC,2005,0.03396226,,,
,,"316. greenville-spartenburg-anderson, sc",,SC,2006,0.03206535,,,
,,"316. greenville-spartenburg-anderson, sc",,SC,2007,0.0303356,,,
,,"316. greenville-spartenburg-anderson, sc",,SC,2008,0.02860145,,,
,,"316. greenville-spartenburg-anderson, sc",,SC,2009,0.05080214,,,
,,"316. greenville-spartenburg-anderson, sc",,SC,2010,0.04972119,,,
,,"316. greenville-spartenburg-anderson, sc",,SC,2011,0.0502433,,,
,,31700,,,2012,0.03156434,,,
,,31700,,,2013,0.03346386,,,
,,31700,,,2014,0.02949438,,,
,,31700,,,2015,0.02450284,,,
,,31700,,,2016,0.01925722,,,
,,31700,,,2017,0.02282794,,,
,,"318. hagerstown, md",,MD,1980,0.02677497,,,
,,"318. hagerstown, md",,MD,1990,0.01717323,,,
,,"318. hagerstown, md",,MD,2000,0.0148658,,,
,,"318. hagerstown, md",,MD,2005,0.03122878,,,
,,"318. hagerstown, md",,MD,2006,0.01754386,,,
,,"318. hagerstown, md",,MD,2007,0.02262728,,,
,,"318. hagerstown, md",,MD,2008,0.02653722,,,
,,"318. hagerstown, md",,MD,2009,0.03835979,,,
,,"318. hagerstown, md",,MD,2010,0.03591682,,,
,,"318. hagerstown, md",,MD,2011,0.04009434,,,
,,31900,,,2012,0.04230423,,,
,,31900,,,2013,0.03583916,,,
,,31900,,,2014,0.03909644,,,
,,31900,,,2015,0.03197926,,,
,,31900,,,2016,0.02872063,,,
,,31900,,,2017,0.0213858,,,
,,"32. amarillo, tx",,TX,1960,0.01217488,,,
,,"32. amarillo, tx",,TX,1980,0.01615477,,,
,,"32. amarillo, tx",,TX,1990,0.03387097,,,
,,"32. amarillo, tx",,TX,2000,0.02825794,,,
,,"32. amarillo, tx",,TX,2005,0.02420775,,,
,,"32. amarillo, tx",,TX,2006,0.02865961,,,
,,"32. amarillo, tx",,TX,2007,0.02004454,,,
,,"32. amarillo, tx",,TX,2008,0.01768003,,,
,,"32. amarillo, tx",,TX,2009,0.02560706,,,
,,"32. amarillo, tx",,TX,2010,0.03094532,,,
,,"32. amarillo, tx",,TX,2011,0.02836134,,,
,,"320. hamilton-middleton, oh",,OH,1960,0.02210972,,,
,,"320. hamilton-middleton, oh",,OH,1980,0.03415211,,,
,,"320. hamilton-middleton, oh",,OH,1990,0.02567705,,,
,,"320. hamilton-middleton, oh",,OH,2000,0.02077026,,,
,,"320. hamilton-middleton, oh",,OH,2005,0.02930024,,,
,,"320. hamilton-middleton, oh",,OH,2006,0.02633334,,,
,,"320. hamilton-middleton, oh",,OH,2007,0.02916396,,,
,,"320. hamilton-middleton, oh",,OH,2008,0.02696629,,,
,,"320. hamilton-middleton, oh",,OH,2009,0.04309786,,,
,,"320. hamilton-middleton, oh",,OH,2010,0.05124125,,,
,,"320. hamilton-middleton, oh",,OH,2011,0.04991394,,,
,,"324. harrisburg-lebanon--carlisle, pa",,PA,1960,0.01271126,,,
,,"324. harrisburg-lebanon--carlisle, pa",,PA,1970,0.00874636,,,
,,"324. harrisburg-lebanon--carlisle, pa",,PA,1980,0.02333359,,,
,,"324. harrisburg-lebanon--carlisle, pa",,PA,1990,0.01877418,,,
,,"324. harrisburg-lebanon--carlisle, pa",,PA,2000,0.02108526,,,
,,"324. harrisburg-lebanon--carlisle, pa",,PA,2005,0.02024088,,,
,,"324. harrisburg-lebanon--carlisle, pa",,PA,2006,0.02131069,,,
,,"324. harrisburg-lebanon--carlisle, pa",,PA,2007,0.02451058,,,
,,"324. harrisburg-lebanon--carlisle, pa",,PA,2008,0.02282662,,,
,,"324. harrisburg-lebanon--carlisle, pa",,PA,2009,0.03191148,,,
