fips,cbsa,metarea,metareano,state_fips,year,unemployment_rate,real_income_pc,college_share,marriage_rate
,,"404. lansing-e. lansing, mi",,MI,2007,0.03667306,,,
,,"404. lansing-e. lansing, mi",,MI,2008,0.03125724,,,
,,"404. lansing-e. lansing, mi",,MI,2009,0.05184851,,,
,,"404. lansing-e. lansing, mi",,MI,2010,0.05119454,,,
,,"404. lansing-e. lansing, mi",,MI,2011,0.04575646,,,
,,40420,,,2012,0.05508474,,,
,,40420,,,2013,0.04825175,,,
,,40420,,,2014,0.04784173,,,
,,40420,,,2015,0.0371179,,,
,,40420,,,2016,0.04326241,,,
,,40420,,,2017,0.03639576,,,
,,40580,,,2012,0.06054131,,,
,,40580,,,2013,0.05393258,,,
,,40580,,,2014,0.03067933,,,
,,40580,,,2015,0.02730924,,,
,,40580,,,2016,0.03007519,,,
,,40580,,,2017,0.0306845,,,
,,"408. laredo, tx",,TX,1960,0.02657676,,,
,,"408. laredo, tx",,TX,2000,0.02950984,,,
,,"408. laredo, tx",,TX,2003,0.02777778,,,
,,"408. laredo, tx",,TX,2005,0.03579418,,,
,,"408. laredo, tx",,TX,2006,0.02961432,,,
,,"408. laredo, tx",,TX,2007,0.0264624,,,
,,"408. laredo, tx",,TX,2008,0.01955671,,,
,,"408. laredo, tx",,TX,2009,0.03160726,,,
,,"408. laredo, tx",,TX,2010,0.04230236,,,
,,"408. laredo, tx",,TX,2011,0.03090508,,,
,,40900,34,,2012,0.05331479,,,
,,40900,34,,2013,0.04829908,,,
,,40900,34,,2014,0.04022144,,,
,,40900,34,,2015,0.03403703,,,
,,40900,34,,2016,0.02866788,,,
,,40900,34,,2017,0.0275782,,,
,,40980,,,2012,0.05535805,,,
,,40980,,,2013,0.03858351,,,
,,40980,,,2014,0.03237598,,,
,,40980,,,2015,0.03679654,,,
,,40980,,,2016,0.01994609,,,
,,40980,,,2017,0.02830189,,,
,,"410. las cruces, nm",,NM,1990,0.03928938,,,
,,"410. las cruces, nm",,NM,2000,0.03389542,,,
,,"410. las cruces, nm",,NM,2003,0.04103672,,,
,,"410. las cruces, nm",,NM,2005,0.03840246,,,
,,"410. las cruces, nm",,NM,2006,0.03640777,,,
,,"410. las cruces, nm",,NM,2007,0.02735318,,,
,,"410. las cruces, nm",,NM,2008,0.02675059,,,
,,"410. las cruces, nm",,NM,2009,0.03938731,,,
,,"410. las cruces, nm",,NM,2010,0.04218182,,,
,,"410. las cruces, nm",,NM,2011,0.05107084,,,
,,41100,,,2012,0.03289474,,,
,,41100,,,2013,0.02777778,,,
,,41100,,,2014,0.01168452,,,
,,41100,,,2015,0.01624549,,,
,,41100,,,2016,0.01857585,,,
,,41100,,,2017,0.01951673,,,
,,41140,,,2012,0.0328859,,,
,,41140,,,2013,0.04035216,,,
,,41140,,,2014,0.02158274,,,
,,41140,,,2015,0.02104499,,,
,,41140,,,2016,0.02101449,,,
,,41140,,,2017,0.01935038,,,
,,41180,,,2012,0.04462122,,,
,,41180,,,2013,0.03917209,,,
,,41180,,,2014,0.03353621,,,
,,41180,,,2015,0.02919024,,,
,,41180,,,2016,0.02400064,,,
,,41180,,,2017,0.02228036,,,
,,"412. las vegas, nv",,NV,1960,0.02718878,,,
,,"412. las vegas, nv",,NV,1970,0.01709027,,,
,,"412. las vegas, nv",27,NV,1980,0.03306601,,,
,,"412. las vegas, nv",27,NV,1990,0.03428553,,,
,,"412. las vegas, nv",27,NV,2000,0.03081133,,,
,,"412. las vegas, nv",27,NV,2005,0.0317689,,,
,,"412. las vegas, nv",27,NV,2006,0.02686114,,,
,,"412. las vegas, nv",27,NV,2007,0.02806335,,,
,,"412. las vegas, nv",27,NV,2008,0.03531122,,,
,,"412. las vegas, nv",27,NV,2009,0.06025676,,,
,,"412. las vegas, nv",27,NV,2010,0.06853434,,,
,,"412. las vegas, nv",27,NV,2011,0.06205954,,,
,,41500,,,2012,0.04274682,,,
,,41500,,,2013,0.0351529,,,
,,41500,,,2014,0.03060046,,,
,,41500,,,2015,0.02652233,,,
,,41500,,,2016,0.02294348,,,
,,41500,,,2017,0.02287308,,,
,,41540,,,2012,0.0353714,,,
,,41540,,,2013,0.03443878,,,
,,41540,,,2014,0.03307202,,,
,,41540,,,2015,0.02431238,,,
,,41540,,,2016,0.01968206,,,
,,41540,,,2017,0.02870814,,,
,,41620,,,2012,0.0322056,,,
,,41620,,,2013,0.0263492,,,
,,41620,,,2014,0.01979121,,,
,,41620,,,2015,0.01999786,,,
,,41620,,,2016,0.01907497,,,
,,41620,,,2017,0.01670103,,,
,,41660,,,2012,0.02373887,,,
,,41660,,,2013,0.02270484,,,
,,41660,,,2014,0.01201201,,,
,,41660,,,2015,0.01568628,,,
,,41660,,,2016,0.01593252,,,
,,41660,,,2017,0.02568807,,,
,,41700,7,,2012,0.03579993,,,
,,41700,7,,2013,0.03213188,,,
,,41700,7,,2014,0.02833464,,,
,,41700,7,,2015,0.02289103,,,
,,41700,7,,2016,0.02288028,,,
,,41700,7,,2017,0.0235982,,,
,,41740,8,,2012,0.04400944,,,
,,41740,8,,2013,0.04295393,,,
,,41740,8,,2014,0.03442978,,,
,,41740,8,,2015,0.0317923,,,
,,41740,8,,2016,0.02676158,,,
,,41740,8,,2017,0.02551289,,,
,,41860,14,,2012,0.04385514,,,
,,41860,14,,2013,0.04009194,,,
,,41860,14,,2014,0.03202812,,,
,,41860,14,,2015,0.02697836,,,
,,41860,14,,2016,0.0245694,,,
,,41860,14,,2017,0.02387573,,,
,,41940,10,,2012,0.03733357,,,
,,41940,10,,2013,0.03772785,,,
,,41940,10,,2014,0.03090583,,,
,,41940,10,,2015,0.02458044,,,
,,41940,10,,2016,0.02366664,,,
,,41940,10,,2017,0.02278137,,,
,,"420. lawton, ok",,OK,1980,0.02750648,,,
,,42020,,,2012,0.03745487,,,
,,42020,,,2013,0.03031654,,,
,,42020,,,2014,0.01966041,,,
,,42020,,,2015,0.026044,,,
,,42020,,,2016,0.01792918,,,
,,42020,,,2017,0.01995565,,,
,,42100,,,2012,0.03430205,,,
,,42100,,,2013,0.03458354,,,
,,42100,,,2014,0.03059274,,,
,,42100,,,2015,0.02514232,,,
,,42100,,,2016,0.02849136,,,
,,42100,,,2017,0.02702703,,,
,,42140,,,2012,0.033867,,,
,,42140,,,2013,0.03359909,,,
,,42140,,,2014,0.02478386,,,
,,42140,,,2015,0.02105862,,,
,,42140,,,2016,0.01801802,,,
,,42140,,,2017,0.01854067,,,
,,42200,,,2012,0.03732264,,,
,,42200,,,2013,0.04043887,,,
,,42200,,,2014,0.03395432,,,
,,42200,,,2015,0.02655924,,,
,,42200,,,2016,0.02882552,,,
,,42200,,,2017,0.02760646,,,
,,42220,,,2012,0.04520616,,,
,,42220,,,2013,0.03938186,,,
,,42220,,,2014,0.03188839,,,
,,42220,,,2015,0.02748466,,,
,,42220,,,2016,0.01894123,,,
,,42220,,,2017,0.02379164,,,
,,42540,,,2012,0.0382203,,,
,,42540,,,2013,0.03123158,,,
,,42540,,,2014,0.02870521,,,
,,42540,,,2015,0.02431052,,,
,,42540,,,2016,0.0258655,,,
,,42540,,,2017,0.02332477,,,
,,42660,17,,2012,0.03798393,,,
,,42660,17,,2013,0.03489852,,,
,,42660,17,,2014,0.02896958,,,
,,42660,17,,2015,0.02554336,,,
,,42660,17,,2016,0.02264164,,,
,,42660,17,,2017,0.02192334,,,
,,42680,,,2012,0.04884547,,,
,,42680,,,2013,0.03565506,,,
,,42680,,,2014,0.02741021,,,
,,42680,,,2015,0.02839397,,,
,,42680,,,2016,0.02009569,,,
,,42680,,,2017,0.01848429,,,
,,"428. lexington-fayette, ky",,KY,1960,0.01781491,,,
,,"428. lexington-fayette, ky",,KY,1980,0.02543941,,,
,,"428. lexington-fayette, ky",,KY,1990,0.02321251,,,
,,"428. lexington-fayette, ky",,KY,2000,0.03299384,,,
,,"428. lexington-fayette, ky",,KY,2005,0.0349048,,,
,,"428. lexington-fayette, ky",,KY,2006,0.02470741,,,
,,"428. lexington-fayette, ky",,KY,2007,0.01642178,,,
,,"428. lexington-fayette, ky",,KY,2008,0.03000846,,,
,,"428. lexington-fayette, ky",,KY,2009,0.03628023,,,
,,"428. lexington-fayette, ky",,KY,2010,0.05639914,,,
,,"428. lexington-fayette, ky",,KY,2011,0.03863846,,,
,,43100,,,2012,0.04202483,,,
,,43100,,,2013,0.02258356,,,
,,43100,,,2014,0.01774043,,,
,,43100,,,2015,0.0112782,,,
,,43100,,,2016,0.00721371,,,
,,43100,,,2017,0.01461187,,,
,,"432. lima, oh",,OH,1960,0.01969453,,,
,,"432. lima, oh",,OH,1980,0.03801487,,,
,,"432. lima, oh",,OH,1990,0.0333752,,,
,,"432. lima, oh",,OH,2000,0.02248692,,,
,,"432. lima, oh",,OH,2005,0.02865168,,,
,,"432. lima, oh",,OH,2006,0.02698145,,,
,,"432. lima, oh",,OH,2007,0.03386128,,,
,,"432. lima, oh",,OH,2008,0.02711677,,,
,,"432. lima, oh",,OH,2009,0.04461796,,,
,,"432. lima, oh",,OH,2010,0.04979734,,,
,,"432. lima, oh",,OH,2011,0.03832211,,,
,,43340,,,2012,0.038,,,
,,43340,,,2013,0.03123242,,,
,,43340,,,2014,0.03174603,,,
,,43340,,,2015,0.02725968,,,
,,43340,,,2016,0.03024963,,,
,,43340,,,2017,0.02552944,,,
,,"436. lincoln, ne",,NE,1960,0.01224157,,,
,,"436. lincoln, ne",,NE,1980,0.02039903,,,
,,"436. lincoln, ne",,NE,1990,0.01785465,,,
,,"436. lincoln, ne",,NE,2000,0.02345895,,,
,,"436. lincoln, ne",,NE,2005,0.02460984,,,
,,"436. lincoln, ne",,NE,2006,0.01718404,,,
,,"436. lincoln, ne",,NE,2007,0.02154493,,,
,,"436. lincoln, ne",,NE,2008,0.02277542,,,
,,"436. lincoln, ne",,NE,2009,0.03343949,,,
,,"436. lincoln, ne",,NE,2010,0.03499742,,,
,,"436. lincoln, ne",,NE,2011,0.03528115,,,
,,43900,,,2012,0.04446038,,,
,,43900,,,2013,0.03822124,,,
,,43900,,,2014,0.0339664,,,
,,43900,,,2015,0.02723038,,,
,,43900,,,2016,0.02123894,,,
,,43900,,,2017,0.02131783,,,
,,"44. ann arbor, mi",,MI,1960,0.02006773,,,
,,"44. ann arbor, mi",,MI,1980,0.03644102,,,
,,"44. ann arbor, mi",,MI,1990,0.02595832,,,
,,"44. ann arbor, mi",,MI,2000,0.02011841,,,
,,"44. ann arbor, mi",,MI,2005,0.0317977,,,
,,"44. ann arbor, mi",,MI,2006,0.02866779,,,
,,"44. ann arbor, mi",,MI,2007,0.03583294,,,
,,"44. ann arbor, mi",,MI,2008,0.03751144,,,
,,"44. ann arbor, mi",,MI,2009,0.05130664,,,
,,"44. ann arbor, mi",,MI,2010,0.05283108,,,
,,"44. ann arbor, mi",,MI,2011,0.04441805,,,
,,"440. little rock-n. little rock, ar",,AR,1960,0.0146947,,,
,,"440. little rock-n. little rock, ar",,AR,1970,0.00985389,,,
,,"440. little rock-n. little rock, ar",,AR,1980,0.02358283,,,
,,"440. little rock-n. little rock, ar",,AR,1990,0.02658708,,,
,,"440. little rock-n. little rock, ar",,AR,2000,0.03092546,,,
,,"440. little rock-n. little rock, ar",,AR,2005,0.02767772,,,
,,"440. little rock-n. little rock, ar",,AR,2006,0.026534,,,
,,"440. little rock-n. little rock, ar",,AR,2007,0.03039568,,,
,,"440. little rock-n. little rock, ar",,AR,2008,0.0254833,,,
,,"440. little rock-n. little rock, ar",,AR,2009,0.03514552,,,
,,"440. little rock-n. little rock, ar",,AR,2010,0.03776568,,,
,,"440. little rock-n. little rock, ar",,AR,2011,0.03570747,,,
,,44060,,,2012,0.0442218,,,
,,44060,,,2013,0.0350636,,,
,,44060,,,2014,0.03441876,,,
,,44060,,,2015,0.03070326,,,
,,44060,,,2016,0.02704508,,,
,,44060,,,2017,0.02476681,,,
,,"441. long branch-asbury park, nj",,NJ,1980,0.02962433,,,
,,44100,,,2012,0.03743842,,,
,,44100,,,2013,0.03390664,,,
,,44100,,,2014,0.0265748,,,
,,44100,,,2015,0.02562908,,,
,,44100,,,2016,0.02722063,,,
,,44100,,,2017,0.02743614,,,
,,44140,,,2012,0.04250734,,,
,,44140,,,2013,0.04368932,,,
,,44140,,,2014,0.03867404,,,
,,44140,,,2015,0.02873217,,,
,,44140,,,2016,0.02713946,,,
,,44140,,,2017,0.02145386,,,
,,44180,,,2012,0.035533,,,
,,44180,,,2013,0.03114086,,,
,,44180,,,2014,0.02453638,,,
,,44180,,,2015,0.02648064,,,
,,44180,,,2016,0.02477292,,,
,,44180,,,2017,0.01644923,,,
,,"442. longview-marshall, tx",,TX,1980,0.02174648,,,
,,"442. longview-marshall, tx",,TX,1990,0.03437151,,,
,,"442. longview-marshall, tx",,TX,2000,0.03420093,,,
,,"442. longview-marshall, tx",,TX,2005,0.04648391,,,
,,"442. longview-marshall, tx",,TX,2006,0.0314502,,,
,,"442. longview-marshall, tx",,TX,2007,0.01939925,,,
,,"442. longview-marshall, tx",,TX,2008,0.02197802,,,
,,"442. longview-marshall, tx",,TX,2009,0.03934625,,,
,,"442. longview-marshall, tx",,TX,2010,0.03569268,,,
,,"442. longview-marshall, tx",,TX,2011,0.0211913,,,
,,44220,,,2012,0.04266322,,,
,,44220,,,2013,0.03539823,,,
,,44220,,,2014,0.03668564,,,
,,44220,,,2015,0.03298071,,,
,,44220,,,2016,0.02590674,,,
,,44220,,,2017,0.02583979,,,
,,44300,,,2012,0.03474635,,,
,,44300,,,2013,0.01670951,,,
,,44300,,,2014,0.02154882,,,
,,44300,,,2015,0.01931745,,,
,,44300,,,2016,0.01825293,,,
,,44300,,,2017,0.022293,,,
,,"444. lorain-elyria, oh",,OH,1960,0.02208713,,,
,,"444. lorain-elyria, oh",,OH,1970,0.01043025,,,
,,"444. lorain-elyria, oh",,OH,1980,0.0410704,,,
,,"444. lorain-elyria, oh",,OH,1990,0.03233891,,,
,,44700,,,2012,0.06261146,,,
,,44700,,,2013,0.05167055,,,
,,44700,,,2014,0.04422931,,,
,,44700,,,2015,0.04446583,,,
,,44700,,,2016,0.03453425,,,
,,44700,,,2017,0.02534562,,,
,,"448. los angeles-long beach, ca",,CA,1960,0.02265325,,,
,,"448. los angeles-long beach, ca",,CA,1970,0.02530692,,,
,,"448. los angeles-long beach, ca",2,CA,1980,0.02607782,,,
,,"448. los angeles-long beach, ca",2,CA,1990,0.02643978,,,
,,"448. los angeles-long beach, ca",2,CA,2000,0.03004674,,,
,,"448. los angeles-long beach, ca",2,CA,2005,0.03136993,,,
,,"448. los angeles-long beach, ca",2,CA,2006,0.02923104,,,
,,"448. los angeles-long beach, ca",2,CA,2007,0.02864243,,,
,,"448. los angeles-long beach, ca",2,CA,2008,0.03243792,,,
,,"448. los angeles-long beach, ca",2,CA,2009,0.05130166,,,
,,"448. los angeles-long beach, ca",2,CA,2010,0.05831248,,,
,,"448. los angeles-long beach, ca",2,CA,2011,0.05483694,,,
,,"45. anniston, al",,AL,1980,0.03168765,,,
,,"45. anniston, al",,AL,1990,0.03971272,,,
,,"45. anniston, al",,AL,2000,0.03091372,,,
,,"45. anniston, al",,AL,2003,0.02583979,,,
,,"45. anniston, al",,AL,2005,0.03323263,,,
,,"45. anniston, al",,AL,2006,0.04519774,,,
,,"45. anniston, al",,AL,2007,0.04204753,,,
,,"45. anniston, al",,AL,2008,0.0359116,,,
,,"45. anniston, al",,AL,2009,0.04438406,,,
,,"45. anniston, al",,AL,2010,0.05581836,,,
,,"45. anniston, al",,AL,2011,0.04684512,,,
,,45060,,,2012,0.04048531,,,
,,45060,,,2013,0.03887468,,,
,,45060,,,2014,0.03339707,,,
,,45060,,,2015,0.02874531,,,
,,45060,,,2016,0.02718021,,,
,,45060,,,2017,0.02589038,,,
,,"452. louisville, ky/in",,,1960,0.02055007,,,
,,"452. louisville, ky/in",,,1970,0.01572287,,,
,,"452. louisville, ky/in",28,,1980,0.03648331,,,
,,"452. louisville, ky/in",28,,1990,0.02799331,,,
,,"452. louisville, ky/in",28,,2000,0.02281803,,,
,,"452. louisville, ky/in",28,,2005,0.03358985,,,
,,"452. louisville, ky/in",28,,2006,0.028851,,,
,,"452. louisville, ky/in",28,,2007,0.029804,,,
,,"452. louisville, ky/in",28,,2008,0.03001007,,,
,,"452. louisville, ky/in",28,,2009,0.04649776,,,
,,"452. louisville, ky/in",28,,2010,0.0477055,,,
,,"452. louisville, ky/in",28,,2011,0.04685534,,,
,,45300,44,,2012,0.04817436,,,
,,45300,44,,2013,0.04127078,,,
,,45300,44,,2014,0.03365946,,,
,,45300,44,,2015,0.02897027,,,
,,45300,44,,2016,0.0267759,,,
,,45300,44,,2017,0.02243295,,,
,,45780,,,2012,0.04894567,,,
,,45780,,,2013,0.0444342,,,
,,45780,,,2014,0.03202238,,,
,,45780,,,2015,0.03116803,,,
,,45780,,,2016,0.0284636,,,
,,45780,,,2017,0.03094411,,,
,,45820,,,2012,0.02701506,,,
,,45820,,,2013,0.03424947,,,
,,45820,,,2014,0.02188477,,,
,,45820,,,2015,0.02493322,,,
,,45820,,,2016,0.0192926,,,
,,45820,,,2017,0.01765448,,,
,,45940,,,2012,0.04522613,,,
,,45940,,,2013,0.04527712,,,
,,45940,,,2014,0.03702276,,,
,,45940,,,2015,0.03819863,,,
,,45940,,,2016,0.02812882,,,
,,45940,,,2017,0.02673797,,,
,,"46. appleton-oshkosh-neenah, wi",,WI,1970,0.0102118,,,
,,"46. appleton-oshkosh-neenah, wi",,WI,1980,0.02888889,,,
,,"46. appleton-oshkosh-neenah, wi",,WI,1990,0.02367358,,,
,,"46. appleton-oshkosh-neenah, wi",,WI,2000,0.0172526,,,
,,"46. appleton-oshkosh-neenah, wi",,WI,2005,0.03078388,,,
,,"46. appleton-oshkosh-neenah, wi",,WI,2006,0.02380952,,,
,,"46. appleton-oshkosh-neenah, wi",,WI,2007,0.02290985,,,
,,"46. appleton-oshkosh-neenah, wi",,WI,2008,0.02033384,,,
,,"46. appleton-oshkosh-neenah, wi",,WI,2009,0.04257908,,,
,,"46. appleton-oshkosh-neenah, wi",,WI,2010,0.03317972,,,
,,"46. appleton-oshkosh-neenah, wi",,WI,2011,0.02776025,,,
,,"460. lubbock, tx",,TX,1960,0.01542887,,,
,,"460. lubbock, tx",,TX,1980,0.01455794,,,
,,"460. lubbock, tx",,TX,1990,0.03047996,,,
,,"460. lubbock, tx",,TX,2000,0.02389197,,,
,,"460. lubbock, tx",,TX,2005,0.03775986,,,
,,"460. lubbock, tx",,TX,2006,0.02420331,,,
,,"460. lubbock, tx",,TX,2007,0.02577102,,,
,,"460. lubbock, tx",,TX,2008,0.02059689,,,
,,"460. lubbock, tx",,TX,2009,0.03350515,,,
,,"460. lubbock, tx",,TX,2010,0.03366873,,,
,,"460. lubbock, tx",,TX,2011,0.03055768,,,
,,46060,32,,2012,0.04162791,,,
,,46060,32,,2013,0.04262332,,,
,,46060,32,,2014,0.03348662,,,
,,46060,32,,2015,0.03091475,,,
,,46060,32,,2016,0.03453318,,,
,,46060,32,,2017,0.02935638,,,
,,46220,,,2012,0.03410853,,,
,,46220,,,2013,0.03080191,,,
,,46220,,,2014,0.02310924,,,
,,46220,,,2015,0.02363823,,,
,,46220,,,2016,0.0403267,,,
,,46220,,,2017,0.02896175,,,
,,46340,,,2012,0.0299667,,,
,,46340,,,2013,0.03503893,,,
,,46340,,,2014,0.03677278,,,
,,46340,,,2015,0.02085506,,,
,,46340,,,2016,0.02891156,,,
,,46340,,,2017,0.02144352,,,
,,"464. lynchburg, va",,VA,1960,0.00902935,,,
,,"464. lynchburg, va",,VA,1980,0.0213286,,,
,,"464. lynchburg, va",,VA,2000,0.02367378,,,
,,"464. lynchburg, va",,VA,2005,0.02177068,,,
,,"464. lynchburg, va",,VA,2006,0.01651842,,,
,,"464. lynchburg, va",,VA,2007,0.02326602,,,
,,"464. lynchburg, va",,VA,2008,0.02463054,,,
,,"464. lynchburg, va",,VA,2009,0.03962179,,,
,,"464. lynchburg, va",,VA,2010,0.04626486,,,
,,"464. lynchburg, va",,VA,2011,0.04505869,,,
,,46540,,,2012,0.03777452,,,
,,46540,,,2013,0.03271605,,,
,,46540,,,2014,0.02842862,,,
,,46540,,,2015,0.02443668,,,
,,46540,,,2016,0.0223622,,,
,,46540,,,2017,0.02071383,,,
,,46700,,,2012,0.05806654,,,
,,46700,,,2013,0.04719854,,,
,,46700,,,2014,0.04296875,,,
,,46700,,,2015,0.03940588,,,
,,46700,,,2016,0.0285454,,,
,,46700,,,2017,0.02917535,,,
,,"468. macon-warner robins, ga",,GA,1960,0.01826024,,,
,,"468. macon-warner robins, ga",,GA,1980,0.03112012,,,
,,"468. macon-warner robins, ga",,GA,1990,0.0301479,,,
,,"468. macon-warner robins, ga",,GA,2000,0.03006544,,,
,,"468. macon-warner robins, ga",,GA,2005,0.03670023,,,
,,"468. macon-warner robins, ga",,GA,2006,0.0408805,,,
,,"468. macon-warner robins, ga",,GA,2007,0.03213844,,,
,,"468. macon-warner robins, ga",,GA,2008,0.03050948,,,
,,"468. macon-warner robins, ga",,GA,2009,0.04605904,,,
,,"468. macon-warner robins, ga",,GA,2010,0.04664179,,,
,,"468. macon-warner robins, ga",,GA,2011,0.05089058,,,
,,"472. madison, wi",,WI,1960,0.00890378,,,
,,"472. madison, wi",,WI,1970,0.01382661,,,
,,"472. madison, wi",,WI,1980,0.02623969,,,
,,"472. madison, wi",,WI,1990,0.01743034,,,
,,"472. madison, wi",,WI,2000,0.01935878,,,
,,"472. madison, wi",,WI,2005,0.025,,,
,,"472. madison, wi",,WI,2006,0.01623659,,,
,,"472. madison, wi",,WI,2007,0.01718113,,,
,,"472. madison, wi",,WI,2008,0.02263834,,,
,,"472. madison, wi",,WI,2009,0.03217956,,,
,,"472. madison, wi",,WI,2010,0.03010508,,,
,,"472. madison, wi",,WI,2011,0.03078358,,,
,,47260,41,,2012,0.04064347,,,
,,47260,41,,2013,0.03552434,,,
,,47260,41,,2014,0.03498736,,,
,,47260,41,,2015,0.03183634,,,
,,47260,41,,2016,0.02645502,,,
,,47260,41,,2017,0.02368152,,,
,,47300,,,2012,0.04749128,,,
,,47300,,,2013,0.04278694,,,
,,47300,,,2014,0.02849003,,,
,,47300,,,2015,0.03027706,,,
,,47300,,,2016,0.02918632,,,
,,47300,,,2017,0.04364382,,,
,,47380,,,2012,0.03354632,,,
,,47380,,,2013,0.02771944,,,
,,47380,,,2014,0.01548492,,,
,,47380,,,2015,0.0251962,,,
,,47380,,,2016,0.01952362,,,
,,47380,,,2017,0.02224694,,,
,,"476. manchester, nh",,NH,1960,0.020659,,,
,,"476. manchester, nh",,NH,1980,0.02571622,,,
,,"476. manchester, nh",,NH,1990,0.03766525,,,
,,"476. manchester, nh",,NH,2000,0.01739378,,,
,,"476. manchester, nh",,NH,2005,0.02684564,,,
,,"476. manchester, nh",,NH,2006,0.02673797,,,
,,"476. manchester, nh",,NH,2007,0.0282258,,,
,,"476. manchester, nh",,NH,2008,0.02724796,,,
,,"476. manchester, nh",,NH,2009,0.0408971,,,
,,"476. manchester, nh",,NH,2010,0.04521964,,,
,,"476. manchester, nh",,NH,2011,0.03187721,,,
,,47900,19,,2012,0.031896,,,
,,47900,19,,2013,0.03189844,,,
,,47900,19,,2014,0.0294497,,,
,,47900,19,,2015,0.0251571,,,
,,47900,19,,2016,0.02243549,,,
,,47900,19,,2017,0.02284935,,,
,,"48. asheville, nc",,NC,1980,0.02790433,,,
,,"48. asheville, nc",,NC,1990,0.02235408,,,
,,"48. asheville, nc",,NC,2000,0.02398967,,,
,,"48. asheville, nc",,NC,2005,0.02829355,,,
,,"48. asheville, nc",,NC,2006,0.01999112,,,
,,"48. asheville, nc",,NC,2007,0.02364574,,,
,,"48. asheville, nc",,NC,2008,0.0252167,,,
,,"48. asheville, nc",,NC,2009,0.03784014,,,
,,"48. asheville, nc",,NC,2010,0.05125939,,,
,,"48. asheville, nc",,NC,2011,0.04523912,,,
,,"480. mansfield, oh",,OH,1980,0.03815393,,,
,,"480. mansfield, oh",,OH,1990,0.03223056,,,
,,"480. mansfield, oh",,OH,2000,0.02217905,,,
,,"480. mansfield, oh",,OH,2005,0.03514644,,,
,,"480. mansfield, oh",,OH,2006,0.03545528,,,
,,"480. mansfield, oh",,OH,2007,0.02631579,,,
,,"480. mansfield, oh",,OH,2008,0.04078165,,,
,,"480. mansfield, oh",,OH,2009,0.04401994,,,
,,"480. mansfield, oh",,OH,2010,0.05810147,,,
,,"480. mansfield, oh",,OH,2011,0.0442035,,,
,,48140,,,2012,0.03397436,,,
,,48140,,,2013,0.02695764,,,
,,48140,,,2014,0.02370821,,,
,,48140,,,2015,0.01057502,,,
,,48140,,,2016,0.01613904,,,
,,48140,,,2017,0.01879699,,,
,,48300,,,2012,0.03636364,,,
,,48300,,,2013,0.02049622,,,
,,48300,,,2014,0.02176279,,,
,,48300,,,2015,0.0126716,,,
,,48300,,,2016,0.02185792,,,
,,48300,,,2017,0.01553398,,,
,,48620,46,,2012,0.0335512,,,
,,48620,46,,2013,0.02802102,,,
,,48620,46,,2014,0.02665222,,,
,,48620,46,,2015,0.02094818,,,
,,48620,46,,2016,0.02230802,,,
,,48620,46,,2017,0.02469644,,,
,,48660,,,2012,0.03030303,,,
,,48660,,,2013,0.02957359,,,
,,48660,,,2014,0.02230483,,,
,,48660,,,2015,0.02115656,,,
,,48660,,,2016,0.01834862,,,
,,48660,,,2017,0.01714678,,,
,,"488. mcallen-edinburg-pharr-mission, tx",,TX,1980,0.0268837,,,
,,"488. mcallen-edinburg-pharr-mission, tx",,TX,1990,0.04103002,,,
,,"488. mcallen-edinburg-pharr-mission, tx",,TX,2000,0.03460045,,,
,,"488. mcallen-edinburg-pharr-mission, tx",,TX,2003,0.02325582,,,
,,"488. mcallen-edinburg-pharr-mission, tx",,TX,2005,0.03727541,,,
,,"488. mcallen-edinburg-pharr-mission, tx",,TX,2006,0.03224254,,,
,,"488. mcallen-edinburg-pharr-mission, tx",,TX,2007,0.02786528,,,
,,"488. mcallen-edinburg-pharr-mission, tx",,TX,2008,0.02562189,,,
,,"488. mcallen-edinburg-pharr-mission, tx",,TX,2009,0.03867129,,,
,,"488. mcallen-edinburg-pharr-mission, tx",,TX,2010,0.03317008,,,
,,"488. mcallen-edinburg-pharr-mission, tx",,TX,2011,0.04123975,,,
,,"489. medford, or",,OR,1980,0.05155984,,,
,,"489. medford, or",,OR,1990,0.03573512,,,
,,"489. medford, or",,OR,2000,0.03361664,,,
,,"489. medford, or",,OR,2005,0.03032105,,,
,,"489. medford, or",,OR,2006,0.0285205,,,
,,"489. medford, or",,OR,2007,0.03222159,,,
,,"489. medford, or",,OR,2008,0.03786058,,,
,,"489. medford, or",,OR,2009,0.05864929,,,
,,"489. medford, or",,OR,2010,0.06714628,,,
,,"489. medford, or",,OR,2011,0.0693302,,,
,,48900,,,2012,0.04627949,,,
,,48900,,,2013,0.0518617,,,
,,48900,,,2014,0.03572985,,,
,,48900,,,2015,0.03518679,,,
,,48900,,,2016,0.02345786,,,
,,48900,,,2017,0.02454728,,,
,,"490. melbourne-titusville-cocoa-palm bay, fl",,FL,1980,0.02459816,,,
,,"490. melbourne-titusville-cocoa-palm bay, fl",,FL,1990,0.02546386,,,
,,"490. melbourne-titusville-cocoa-palm bay, fl",,FL,2000,0.02337829,,,
,,"490. melbourne-titusville-cocoa-palm bay, fl",,FL,2005,0.02086743,,,
,,"490. melbourne-titusville-cocoa-palm bay, fl",,FL,2006,0.02345252,,,
,,"490. melbourne-titusville-cocoa-palm bay, fl",,FL,2007,0.02983933,,,
,,"490. melbourne-titusville-cocoa-palm bay, fl",,FL,2008,0.03705815,,,
