fips,cbsa,metarea,metareano,state_fips,year,reform_date,event_time,treated,exposure_intensity
,,"22. alexandria, la",,LA,1989,,,0,
,,"22. alexandria, la",,LA,1990,,,0,
,,"22. alexandria, la",,LA,1991,,,0,
,,"22. alexandria, la",,LA,1992,,,0,
,,"22. alexandria, la",,LA,1993,,,0,
,,"22. alexandria, la",,LA,1994,,,0,
,,"22. alexandria, la",,LA,1995,,,0,
,,"22. alexandria, la",,LA,1996,,,0,
,,"22. alexandria, la",,LA,1997,,,0,
,,"22. alexandria, la",,LA,1998,,,0,
,,"22. alexandria, la",,LA,1999,,,0,
,,"22. alexandria, la",,LA,2000,,,0,
,,"22. alexandria, la",,LA,2001,,,0,
,,"22. alexandria, la",,LA,2002,,,0,
,,"22. alexandria, la",,LA,2003,,,0,
,,"22. alexandria, la",,LA,2004,,,0,
,,"22. alexandria, la",,LA,2005,,,0,
,,"22. alexandria, la",,LA,2006,,,0,
,,"22. alexandria, la",,LA,2007,,,0,
,,"22. alexandria, la",,LA,2008,,,0,
,,"22. alexandria, la",,LA,2009,,,0,
,,"22. alexandria, la",,LA,2010,,,0,
,,"22. alexandria, la",,LA,2011,,,0,
,,"22. alexandria, la",,LA,2012,,,0,
,,"22. alexandria, la",,LA,2013,,,0,
,,"22. alexandria, la",,LA,2014,,,0,
,,22180,,,1940,,,0,
,,22180,,,1944,,,0,
,,22180,,,1945,,,0,
,,22180,,,1946,,,0,
,,22180,,,1947,,,0,
,,22180,,,1948,,,0,
,,22180,,,1949,,,0,
,,22180,,,1950,,,0,
,,22180,,,1951,,,0,
,,22180,,,1952,,,0,
,,22180,,,1953,,,0,
,,22180,,,1954,,,0,
,,22180,,,1955,,,0,
,,22180,,,1956,,,0,
,,22180,,,1957,,,0,
,,22180,,,1958,,,0,
,,22180,,,1959,,,0,
,,22180,,,1960,,,0,
,,22180,,,1961,,,0,
,,22180,,,1962,,,0,
,,22180,,,1963,,,0,
,,22180,,,1964,,,0,
,,22180,,,1965,,,0,
,,22180,,,1966,,,0,
,,22180,,,1967,,,0,
,,22180,,,1968,,,0,
,,22180,,,1969,,,0,
,,22180,,,1970,,,0,
,,22180,,,1971,,,0,
,,22180,,,1972,,,0,
,,22180,,,1973,,,0,
,,22180,,,1974,,,0,
,,22180,,,1975,,,0,
,,22180,,,1976,,,0,
,,22180,,,1977,,,0,
,,22180,,,1978,,,0,
,,22180,,,1979,,,0,
,,22180,,,1980,,,0,
,,22180,,,1981,,,0,
,,22180,,,1982,,,0,
,,22180,,,1983,,,0,
,,22180,,,1984,,,0,
,,22180,,,1985,,,0,
,,22180,,,1986,,,0,
,,22180,,,1987,,,0,
,,22180,,,1988,,,0,
,,22180,,,1989,,,0,
,,22180,,,1990,,,0,
,,22180,,,1991,,,0,
,,22180,,,1992,,,0,
,,22180,,,1993,,,0,
,,22180,,,1994,,,0,
,,22180,,,1995,,,0,
,,22180,,,1996,,,0,
,,22180,,,1997,,,0,
,,22180,,,1998,,,0,
,,22180,,,1999,,,0,
,,22180,,,2000,,,0,
,,22180,,,2001,,,0,
,,22180,,,2002,,,0,
,,22180,,,2003,,,0,
,,22180,,,2004,,,0,
,,22180,,,2005,,,0,
,,22180,,,2006,,,0,
,,22180,,,2007,,,0,
,,22180,,,2008,,,0,
,,22180,,,2009,,,0,
,,22180,,,2010,,,0,
,,22180,,,2011,,,0,
,,22180,,,2012,,,0,
,,22180,,,2013,,,0,
,,22180,,,2014,,,0,
,,22180,,,2015,,,0,
,,22180,,,2016,,,0,
,,22180,,,2017,,,0,
,,22220,,,1940,,,0,
,,22220,,,1944,,,0,
,,22220,,,1945,,,0,
,,22220,,,1946,,,0,
,,22220,,,1947,,,0,
,,22220,,,1948,,,0,
,,22220,,,1949,,,0,
,,22220,,,1950,,,0,
,,22220,,,1951,,,0,
,,22220,,,1952,,,0,
,,22220,,,1953,,,0,
,,22220,,,1954,,,0,
,,22220,,,1955,,,0,
,,22220,,,1956,,,0,
,,22220,,,1957,,,0,
,,22220,,,1958,,,0,
,,22220,,,1959,,,0,
,,22220,,,1960,,,0,
,,22220,,,1961,,,0,
,,22220,,,1962,,,0,
,,22220,,,1963,,,0,
,,22220,,,1964,,,0,
,,22220,,,1965,,,0,
,,22220,,,1966,,,0,
,,22220,,,1967,,,0,
,,22220,,,1968,,,0,
,,22220,,,1969,,,0,
,,22220,,,1970,,,0,
,,22220,,,1971,,,0,
,,22220,,,1972,,,0,
,,22220,,,1973,,,0,
,,22220,,,1974,,,0,
,,22220,,,1975,,,0,
,,22220,,,1976,,,0,
,,22220,,,1977,,,0,
,,22220,,,1978,,,0,
,,22220,,,1979,,,0,
,,22220,,,1980,,,0,
,,22220,,,1981,,,0,
,,22220,,,1982,,,0,
,,22220,,,1983,,,0,
,,22220,,,1984,,,0,
,,22220,,,1985,,,0,
,,22220,,,1986,,,0,
,,22220,,,1987,,,0,
,,22220,,,1988,,,0,
,,22220,,,1989,,,0,
,,22220,,,1990,,,0,
,,22220,,,1991,,,0,
,,22220,,,1992,,,0,
,,22220,,,1993,,,0,
,,22220,,,1994,,,0,
,,22220,,,1995,,,0,
,,22220,,,1996,,,0,
,,22220,,,1997,,,0,
,,22220,,,1998,,,0,
,,22220,,,1999,,,0,
,,22220,,,2000,,,0,
,,22220,,,2001,,,0,
,,22220,,,2002,,,0,
,,22220,,,2003,,,0,
,,22220,,,2004,,,0,
,,22220,,,2005,,,0,
,,22220,,,2006,,,0,
,,22220,,,2007,,,0,
,,22220,,,2008,,,0,
,,22220,,,2009,,,0,
,,22220,,,2010,,,0,
,,22220,,,2011,,,0,
,,22220,,,2012,,,0,
,,22220,,,2013,,,0,
,,22220,,,2014,,,0,
,,22220,,,2015,,,0,
,,22220,,,2016,,,0,
,,22220,,,2017,,,0,
,,22380,,,1940,,,0,
,,22380,,,1944,,,0,
,,22380,,,1945,,,0,
,,22380,,,1946,,,0,
,,22380,,,1947,,,0,
,,22380,,,1948,,,0,
,,22380,,,1949,,,0,
,,22380,,,1950,,,0,
,,22380,,,1951,,,0,
,,22380,,,1952,,,0,
,,22380,,,1953,,,0,
,,22380,,,1954,,,0,
,,22380,,,1955,,,0,
,,22380,,,1956,,,0,
,,22380,,,1957,,,0,
,,22380,,,1958,,,0,
,,22380,,,1959,,,0,
,,22380,,,1960,,,0,
,,22380,,,1961,,,0,
,,22380,,,1962,,,0,
,,22380,,,1963,,,0,
,,22380,,,1964,,,0,
,,22380,,,1965,,,0,
,,22380,,,1966,,,0,
,,22380,,,1967,,,0,
,,22380,,,1968,,,0,
,,22380,,,1969,,,0,
,,22380,,,1970,,,0,
,,22380,,,1971,,,0,
,,22380,,,1972,,,0,
,,22380,,,1973,,,0,
,,22380,,,1974,,,0,
,,22380,,,1975,,,0,
,,22380,,,1976,,,0,
,,22380,,,1977,,,0,
,,22380,,,1978,,,0,
,,22380,,,1979,,,0,
,,22380,,,1980,,,0,
,,22380,,,1981,,,0,
,,22380,,,1982,,,0,
,,22380,,,1983,,,0,
,,22380,,,1984,,,0,
,,22380,,,1985,,,0,
,,22380,,,1986,,,0,
,,22380,,,1987,,,0,
,,22380,,,1988,,,0,
,,22380,,,1989,,,0,
,,22380,,,1990,,,0,
,,22380,,,1991,,,0,
,,22380,,,1992,,,0,
,,22380,,,1993,,,0,
,,22380,,,1994,,,0,
,,22380,,,1995,,,0,
,,22380,,,1996,,,0,
,,22380,,,1997,,,0,
,,22380,,,1998,,,0,
,,22380,,,1999,,,0,
,,22380,,,2000,,,0,
,,22380,,,2001,,,0,
,,22380,,,2002,,,0,
,,22380,,,2003,,,0,
,,22380,,,2004,,,0,
,,22380,,,2005,,,0,
,,22380,,,2006,,,0,
,,22380,,,2007,,,0,
,,22380,,,2008,,,0,
,,22380,,,2009,,,0,
,,22380,,,2010,,,0,
,,22380,,,2011,,,0,
,,22380,,,2012,,,0,
,,22380,,,2013,,,0,
,,22380,,,2014,,,0,
,,22380,,,2015,,,0,
,,22380,,,2016,,,0,
,,22380,,,2017,,,0,
,,"224. duluth-superior, mn/wi",,,1940,,,0,
,,"224. duluth-superior, mn/wi",,,1944,,,0,
,,"224. duluth-superior, mn/wi",,,1945,,,0,
,,"224. duluth-superior, mn/wi",,,1946,,,0,
,,"224. duluth-superior, mn/wi",,,1947,,,0,
,,"224. duluth-superior, mn/wi",,,1948,,,0,
,,"224. duluth-superior, mn/wi",,,1949,,,0,
,,"224. duluth-superior, mn/wi",,,1950,,,0,
,,"224. duluth-superior, mn/wi",,,1951,,,0,
,,"224. duluth-superior, mn/wi",,,1952,,,0,
,,"224. duluth-superior, mn/wi",,,1953,,,0,
,,"224. duluth-superior, mn/wi",,,1954,,,0,
,,"224. duluth-superior, mn/wi",,,1955,,,0,
,,"224. duluth-superior, mn/wi",,,1956,,,0,
,,"224. duluth-superior, mn/wi",,,1957,,,0,
,,"224. duluth-superior, mn/wi",,,1958,,,0,
,,"224. duluth-superior, mn/wi",,,1959,,,0,
,,"224. duluth-superior, mn/wi",,,1960,,,0,
,,"224. duluth-superior, mn/wi",,,1961,,,0,
,,"224. duluth-superior, mn/wi",,,1962,,,0,
,,"224. duluth-superior, mn/wi",,,1963,,,0,
,,"224. duluth-superior, mn/wi",,,1964,,,0,
,,"224. duluth-superior, mn/wi",,,1965,,,0,
,,"224. duluth-superior, mn/wi",,,1966,,,0,
,,"224. duluth-superior, mn/wi",,,1967,,,0,
,,"224. duluth-superior, mn/wi",,,1968,,,0,
,,"224. duluth-superior, mn/wi",,,1969,,,0,
,,"224. duluth-superior, mn/wi",,,1970,,,0,
,,"224. duluth-superior, mn/wi",,,1971,,,0,
,,"224. duluth-superior, mn/wi",,,1972,,,0,
,,"224. duluth-superior, mn/wi",,,1973,,,0,
,,"224. duluth-superior, mn/wi",,,1974,,,0,
,,"224. duluth-superior, mn/wi",,,1975,,,0,
,,"224. duluth-superior, mn/wi",,,1976,,,0,
,,"224. duluth-superior, mn/wi",,,1977,,,0,
,,"224. duluth-superior, mn/wi",,,1978,,,0,
,,"224. duluth-superior, mn/wi",,,1979,,,0,
,,"224. duluth-superior, mn/wi",,,1980,,,0,
,,"224. duluth-superior, mn/wi",,,1981,,,0,
,,"224. duluth-superior, mn/wi",,,1982,,,0,
,,"224. duluth-superior, mn/wi",,,1983,,,0,
,,"224. duluth-superior, mn/wi",,,1984,,,0,
,,"224. duluth-superior, mn/wi",,,1985,,,0,
,,"224. duluth-superior, mn/wi",,,1986,,,0,
,,"224. duluth-superior, mn/wi",,,1987,,,0,
,,"224. duluth-superior, mn/wi",,,1988,,,0,
,,"224. duluth-superior, mn/wi",,,1989,,,0,
,,"224. duluth-superior, mn/wi",,,1990,,,0,
,,"224. duluth-superior, mn/wi",,,1991,,,0,
,,"224. duluth-superior, mn/wi",,,1992,,,0,
,,"224. duluth-superior, mn/wi",,,1993,,,0,
,,"224. duluth-superior, mn/wi",,,1994,,,0,
,,"224. duluth-superior, mn/wi",,,1995,,,0,
,,"224. duluth-superior, mn/wi",,,1996,,,0,
,,"224. duluth-superior, mn/wi",,,1997,,,0,
,,"224. duluth-superior, mn/wi",,,1998,,,0,
,,"224. duluth-superior, mn/wi",,,1999,,,0,
,,"224. duluth-superior, mn/wi",,,2000,,,0,
,,"224. duluth-superior, mn/wi",,,2001,,,0,
,,"224. duluth-superior, mn/wi",,,2002,,,0,
,,"224. duluth-superior, mn/wi",,,2003,,,0,
,,"224. duluth-superior, mn/wi",,,2004,,,0,
,,"224. duluth-superior, mn/wi",,,2005,,,0,
,,"224. duluth-superior, mn/wi",,,2006,,,0,
,,"224. duluth-superior, mn/wi",,,2007,,,0,
,,"224. duluth-superior, mn/wi",,,2008,,,0,
,,"224. duluth-superior, mn/wi",,,2009,,,0,
,,"224. duluth-superior, mn/wi",,,2010,,,0,
,,"224. duluth-superior, mn/wi",,,2011,,,0,
,,"224. duluth-superior, mn/wi",,,2012,,,0,
,,"224. duluth-superior, mn/wi",,,2013,,,0,
,,"224. duluth-superior, mn/wi",,,2014,,,0,
,,22500,,,1940,,,0,
,,22500,,,1944,,,0,
,,22500,,,1945,,,0,
,,22500,,,1946,,,0,
,,22500,,,1947,,,0,
,,22500,,,1948,,,0,
,,22500,,,1949,,,0,
,,22500,,,1950,,,0,
,,22500,,,1951,,,0,
,,22500,,,1952,,,0,
,,22500,,,1953,,,0,
,,22500,,,1954,,,0,
,,22500,,,1955,,,0,
,,22500,,,1956,,,0,
,,22500,,,1957,,,0,
,,22500,,,1958,,,0,
,,22500,,,1959,,,0,
,,22500,,,1960,,,0,
,,22500,,,1961,,,0,
,,22500,,,1962,,,0,
,,22500,,,1963,,,0,
,,22500,,,1964,,,0,
,,22500,,,1965,,,0,
,,22500,,,1966,,,0,
,,22500,,,1967,,,0,
,,22500,,,1968,,,0,
,,22500,,,1969,,,0,
,,22500,,,1970,,,0,
,,22500,,,1971,,,0,
,,22500,,,1972,,,0,
,,22500,,,1973,,,0,
,,22500,,,1974,,,0,
,,22500,,,1975,,,0,
,,22500,,,1976,,,0,
,,22500,,,1977,,,0,
,,22500,,,1978,,,0,
,,22500,,,1979,,,0,
,,22500,,,1980,,,0,
,,22500,,,1981,,,0,
,,22500,,,1982,,,0,
,,22500,,,1983,,,0,
,,22500,,,1984,,,0,
,,22500,,,1985,,,0,
,,22500,,,1986,,,0,
,,22500,,,1987,,,0,
,,22500,,,1988,,,0,
,,22500,,,1989,,,0,
,,22500,,,1990,,,0,
,,22500,,,1991,,,0,
,,22500,,,1992,,,0,
,,22500,,,1993,,,0,
,,22500,,,1994,,,0,
,,22500,,,1995,,,0,
,,22500,,,1996,,,0,
,,22500,,,1997,,,0,
,,22500,,,1998,,,0,
,,22500,,,1999,,,0,
,,22500,,,2000,,,0,
,,22500,,,2001,,,0,
,,22500,,,2002,,,0,
,,22500,,,2003,,,0,
,,22500,,,2004,,,0,
,,22500,,,2005,,,0,
,,22500,,,2006,,,0,
,,22500,,,2007,,,0,
,,22500,,,2008,,,0,
,,22500,,,2009,,,0,
,,22500,,,2010,,,0,
,,22500,,,2011,,,0,
,,22500,,,2012,,,0,
,,22500,,,2013,,,0,
,,22500,,,2014,,,0,
,,22500,,,2015,,,0,
,,22500,,,2016,,,0,
,,22500,,,2017,,,0,
,,22660,,,1940,,,0,
,,22660,,,1944,,,0,
,,22660,,,1945,,,0,
,,22660,,,1946,,,0,
,,22660,,,1947,,,0,
,,22660,,,1948,,,0,
,,22660,,,1949,,,0,
,,22660,,,1950,,,0,
,,22660,,,1951,,,0,
,,22660,,,1952,,,0,
,,22660,,,1953,,,0,
,,22660,,,1954,,,0,
,,22660,,,1955,,,0,
,,22660,,,1956,,,0,
,,22660,,,1957,,,0,
,,22660,,,1958,,,0,
,,22660,,,1959,,,0,
,,22660,,,1960,,,0,
,,22660,,,1961,,,0,
,,22660,,,1962,,,0,
,,22660,,,1963,,,0,
,,22660,,,1964,,,0,
,,22660,,,1965,,,0,
,,22660,,,1966,,,0,
,,22660,,,1967,,,0,
,,22660,,,1968,,,0,
,,22660,,,1969,,,0,
,,22660,,,1970,,,0,
,,22660,,,1971,,,0,
,,22660,,,1972,,,0,
,,22660,,,1973,,,0,
,,22660,,,1974,,,0,
,,22660,,,1975,,,0,
,,22660,,,1976,,,0,
,,22660,,,1977,,,0,
,,22660,,,1978,,,0,
,,22660,,,1979,,,0,
,,22660,,,1980,,,0,
,,22660,,,1981,,,0,
,,22660,,,1982,,,0,
,,22660,,,1983,,,0,
,,22660,,,1984,,,0,
,,22660,,,1985,,,0,
,,22660,,,1986,,,0,
,,22660,,,1987,,,0,
,,22660,,,1988,,,0,
,,22660,,,1989,,,0,
,,22660,,,1990,,,0,
,,22660,,,1991,,,0,
,,22660,,,1992,,,0,
,,22660,,,1993,,,0,
,,22660,,,1994,,,0,
,,22660,,,1995,,,0,
,,22660,,,1996,,,0,
,,22660,,,1997,,,0,
,,22660,,,1998,,,0,
,,22660,,,1999,,,0,
,,22660,,,2000,,,0,
,,22660,,,2001,,,0,
,,22660,,,2002,,,0,
,,22660,,,2003,,,0,
,,22660,,,2004,,,0,
,,22660,,,2005,,,0,
,,22660,,,2006,,,0,
,,22660,,,2007,,,0,
,,22660,,,2008,,,0,
,,22660,,,2009,,,0,
,,22660,,,2010,,,0,
,,22660,,,2011,,,0,
,,22660,,,2012,,,0,
,,22660,,,2013,,,0,
,,22660,,,2014,,,0,
,,22660,,,2015,,,0,
,,22660,,,2016,,,0,
,,22660,,,2017,,,0,
,,"228. dutchess co., ny",,NY,1940,,,0,
,,"228. dutchess co., ny",,NY,1944,,,0,
,,"228. dutchess co., ny",,NY,1945,,,0,
,,"228. dutchess co., ny",,NY,1946,,,0,
,,"228. dutchess co., ny",,NY,1947,,,0,
,,"228. dutchess co., ny",,NY,1948,,,0,
,,"228. dutchess co., ny",,NY,1949,,,0,
,,"228. dutchess co., ny",,NY,1950,,,0,
,,"228. dutchess co., ny",,NY,1951,,,0,
,,"228. dutchess co., ny",,NY,1952,,,0,
,,"228. dutchess co., ny",,NY,1953,,,0,
,,"228. dutchess co., ny",,NY,1954,,,0,
,,"228. dutchess co., ny",,NY,1955,,,0,
,,"228. dutchess co., ny",,NY,1956,,,0,
,,"228. dutchess co., ny",,NY,1957,,,0,
,,"228. dutchess co., ny",,NY,1958,,,0,
,,"228. dutchess co., ny",,NY,1959,,,0,
,,"228. dutchess co., ny",,NY,1960,,,0,
,,"228. dutchess co., ny",,NY,1961,,,0,
,,"228. dutchess co., ny",,NY,1962,,,0,
,,"228. dutchess co., ny",,NY,1963,,,0,
,,"228. dutchess co., ny",,NY,1964,,,0,
,,"228. dutchess co., ny",,NY,1965,,,0,
,,"228. dutchess co., ny",,NY,1966,,,0,
,,"228. dutchess co., ny",,NY,1967,,,0,
,,"228. dutchess co., ny",,NY,1968,,,0,
,,"228. dutchess co., ny",,NY,1969,,,0,
,,"228. dutchess co., ny",,NY,1970,,,0,
,,"228. dutchess co., ny",,NY,1971,,,0,
,,"228. dutchess co., ny",,NY,1972,,,0,
,,"228. dutchess co., ny",,NY,1973,,,0,
,,"228. dutchess co., ny",,NY,1974,,,0,
,,"228. dutchess co., ny",,NY,1975,,,0,
,,"228. dutchess co., ny",,NY,1976,,,0,
,,"228. dutchess co., ny",,NY,1977,,,0,
,,"228. dutchess co., ny",,NY,1978,,,0,
,,"228. dutchess co., ny",,NY,1979,,,0,
,,"228. dutchess co., ny",,NY,1980,,,0,
,,"228. dutchess co., ny",,NY,1981,,,0,
,,"228. dutchess co., ny",,NY,1982,,,0,
,,"228. dutchess co., ny",,NY,1983,,,0,
,,"228. dutchess co., ny",,NY,1984,,,0,
,,"228. dutchess co., ny",,NY,1985,,,0,
,,"228. dutchess co., ny",,NY,1986,,,0,
,,"228. dutchess co., ny",,NY,1987,,,0,
,,"228. dutchess co., ny",,NY,1988,,,0,
,,"228. dutchess co., ny",,NY,1989,,,0,
,,"228. dutchess co., ny",,NY,1990,,,0,
,,"228. dutchess co., ny",,NY,1991,,,0,
,,"228. dutchess co., ny",,NY,1992,,,0,
,,"228. dutchess co., ny",,NY,1993,,,0,
,,"228. dutchess co., ny",,NY,1994,,,0,
,,"228. dutchess co., ny",,NY,1995,,,0,
,,"228. dutchess co., ny",,NY,1996,,,0,
,,"228. dutchess co., ny",,NY,1997,,,0,
,,"228. dutchess co., ny",,NY,1998,,,0,
,,"228. dutchess co., ny",,NY,1999,,,0,
,,"228. dutchess co., ny",,NY,2000,,,0,
,,"228. dutchess co., ny",,NY,2001,,,0,
,,"228. dutchess co., ny",,NY,2002,,,0,
,,"228. dutchess co., ny",,NY,2003,,,0,
,,"228. dutchess co., ny",,NY,2004,,,0,
,,"228. dutchess co., ny",,NY,2005,,,0,
,,"228. dutchess co., ny",,NY,2006,,,0,
,,"228. dutchess co., ny",,NY,2007,,,0,
,,"228. dutchess co., ny",,NY,2008,,,0,
,,"228. dutchess co., ny",,NY,2009,,,0,
,,"228. dutchess co., ny",,NY,2010,,,0,
,,"228. dutchess co., ny",,NY,2011,,,0,
,,"228. dutchess co., ny",,NY,2012,,,0,
,,"228. dutchess co., ny",,NY,2013,,,0,
,,"228. dutchess co., ny",,NY,2014,,,0,
,,"229. eau claire, wi",,WI,1940,,,0,
,,"229. eau claire, wi",,WI,1944,,,0,
,,"229. eau claire, wi",,WI,1945,,,0,
,,"229. eau claire, wi",,WI,1946,,,0,
,,"229. eau claire, wi",,WI,1947,,,0,
,,"229. eau claire, wi",,WI,1948,,,0,
,,"229. eau claire, wi",,WI,1949,,,0,
,,"229. eau claire, wi",,WI,1950,,,0,
,,"229. eau claire, wi",,WI,1951,,,0,
,,"229. eau claire, wi",,WI,1952,,,0,
,,"229. eau claire, wi",,WI,1953,,,0,
,,"229. eau claire, wi",,WI,1954,,,0,
,,"229. eau claire, wi",,WI,1955,,,0,
,,"229. eau claire, wi",,WI,1956,,,0,
,,"229. eau claire, wi",,WI,1957,,,0,
,,"229. eau claire, wi",,WI,1958,,,0,
,,"229. eau claire, wi",,WI,1959,,,0,
,,"229. eau claire, wi",,WI,1960,,,0,
,,"229. eau claire, wi",,WI,1961,,,0,
,,"229. eau claire, wi",,WI,1962,,,0,
,,"229. eau claire, wi",,WI,1963,,,0,
,,"229. eau claire, wi",,WI,1964,,,0,
,,"229. eau claire, wi",,WI,1965,,,0,
,,"229. eau claire, wi",,WI,1966,,,0,
,,"229. eau claire, wi",,WI,1967,,,0,
,,"229. eau claire, wi",,WI,1968,,,0,
,,"229. eau claire, wi",,WI,1969,,,0,
,,"229. eau claire, wi",,WI,1970,,,0,
,,"229. eau claire, wi",,WI,1971,,,0,
,,"229. eau claire, wi",,WI,1972,,,0,
,,"229. eau claire, wi",,WI,1973,,,0,
,,"229. eau claire, wi",,WI,1974,,,0,
,,"229. eau claire, wi",,WI,1975,,,0,
,,"229. eau claire, wi",,WI,1976,,,0,
,,"229. eau claire, wi",,WI,1977,,,0,
,,"229. eau claire, wi",,WI,1978,,,0,
,,"229. eau claire, wi",,WI,1979,,,0,
,,"229. eau claire, wi",,WI,1980,,,0,
,,"229. eau claire, wi",,WI,1981,,,0,
,,"229. eau claire, wi",,WI,1982,,,0,
,,"229. eau claire, wi",,WI,1983,,,0,
,,"229. eau claire, wi",,WI,1984,,,0,
,,"229. eau claire, wi",,WI,1985,,,0,
,,"229. eau claire, wi",,WI,1986,,,0,
,,"229. eau claire, wi",,WI,1987,,,0,
,,"229. eau claire, wi",,WI,1988,,,0,
,,"229. eau claire, wi",,WI,1989,,,0,
,,"229. eau claire, wi",,WI,1990,,,0,
,,"229. eau claire, wi",,WI,1991,,,0,
,,"229. eau claire, wi",,WI,1992,,,0,
,,"229. eau claire, wi",,WI,1993,,,0,
,,"229. eau claire, wi",,WI,1994,,,0,
,,"229. eau claire, wi",,WI,1995,,,0,
,,"229. eau claire, wi",,WI,1996,,,0,
,,"229. eau claire, wi",,WI,1997,,,0,
,,"229. eau claire, wi",,WI,1998,,,0,
,,"229. eau claire, wi",,WI,1999,,,0,
,,"229. eau claire, wi",,WI,2000,,,0,
,,"229. eau claire, wi",,WI,2001,,,0,
,,"229. eau claire, wi",,WI,2002,,,0,
,,"229. eau claire, wi",,WI,2003,,,0,
,,"229. eau claire, wi",,WI,2004,,,0,
,,"229. eau claire, wi",,WI,2005,,,0,
,,"229. eau claire, wi",,WI,2006,,,0,
,,"229. eau claire, wi",,WI,2007,,,0,
,,"229. eau claire, wi",,WI,2008,,,0,
,,"229. eau claire, wi",,WI,2009,,,0,
,,"229. eau claire, wi",,WI,2010,,,0,
,,"229. eau claire, wi",,WI,2011,,,0,
,,"229. eau claire, wi",,WI,2012,,,0,
,,"229. eau claire, wi",,WI,2013,,,0,
,,"229. eau claire, wi",,WI,2014,,,0,
,,23060,,,1940,,,0,
,,23060,,,1944,,,0,
,,23060,,,1945,,,0,
,,23060,,,1946,,,0,
,,23060,,,1947,,,0,
,,23060,,,1948,,,0,
,,23060,,,1949,,,0,
,,23060,,,1950,,,0,
,,23060,,,1951,,,0,
,,23060,,,1952,,,0,
,,23060,,,1953,,,0,
,,23060,,,1954,,,0,
,,23060,,,1955,,,0,
,,23060,,,1956,,,0,
,,23060,,,1957,,,0,
,,23060,,,1958,,,0,
,,23060,,,1959,,,0,
,,23060,,,1960,,,0,
,,23060,,,1961,,,0,
,,23060,,,1962,,,0,
,,23060,,,1963,,,0,
,,23060,,,1964,,,0,
,,23060,,,1965,,,0,
,,23060,,,1966,,,0,
,,23060,,,1967,,,0,
,,23060,,,1968,,,0,
,,23060,,,1969,,,0,
,,23060,,,1970,,,0,
,,23060,,,1971,,,0,
,,23060,,,1972,,,0,
,,23060,,,1973,,,0,
,,23060,,,1974,,,0,
,,23060,,,1975,,,0,
,,23060,,,1976,,,0,
,,23060,,,1977,,,0,
,,23060,,,1978,,,0,
,,23060,,,1979,,,0,
,,23060,,,1980,,,0,
,,23060,,,1981,,,0,
,,23060,,,1982,,,0,
,,23060,,,1983,,,0,
,,23060,,,1984,,,0,
,,23060,,,1985,,,0,
,,23060,,,1986,,,0,
,,23060,,,1987,,,0,
,,23060,,,1988,,,0,
,,23060,,,1989,,,0,
,,23060,,,1990,,,0,
,,23060,,,1991,,,0,
,,23060,,,1992,,,0,
,,23060,,,1993,,,0,
,,23060,,,1994,,,0,
,,23060,,,1995,,,0,
,,23060,,,1996,,,0,
,,23060,,,1997,,,0,
,,23060,,,1998,,,0,
,,23060,,,1999,,,0,
,,23060,,,2000,,,0,
,,23060,,,2001,,,0,
,,23060,,,2002,,,0,
,,23060,,,2003,,,0,
,,23060,,,2004,,,0,
,,23060,,,2005,,,0,
,,23060,,,2006,,,0,
,,23060,,,2007,,,0,
,,23060,,,2008,,,0,
,,23060,,,2009,,,0,
,,23060,,,2010,,,0,
,,23060,,,2011,,,0,
,,23060,,,2012,,,0,
,,23060,,,2013,,,0,
,,23060,,,2014,,,0,
,,23060,,,2015,,,0,
,,23060,,,2016,,,0,
,,23060,,,2017,,,0,
,,"231. el paso, tx",,TX,1940,1980-01-01,-40,1,0.01777377
,,"231. el paso, tx",,TX,1944,1980-01-01,-36,1,0.01777377
,,"231. el paso, tx",,TX,1945,1980-01-01,-35,1,0.01777377
,,"231. el paso, tx",,TX,1946,1980-01-01,-34,1,0.01777377
,,"231. el paso, tx",,TX,1947,1980-01-01,-33,1,0.01777377
,,"231. el paso, tx",,TX,1948,1980-01-01,-32,1,0.01777377
,,"231. el paso, tx",,TX,1949,1980-01-01,-31,1,0.01777377
,,"231. el paso, tx",,TX,1950,1980-01-01,-30,1,0.01777377
,,"231. el paso, tx",,TX,1951,1980-01-01,-29,1,0.01777377
,,"231. el paso, tx",,TX,1952,1980-01-01,-28,1,0.01777377
,,"231. el paso, tx",,TX,1953,1980-01-01,-27,1,0.01777377
,,"231. el paso, tx",,TX,1954,1980-01-01,-26,1,0.01777377
,,"231. el paso, tx",,TX,1955,1980-01-01,-25,1,0.01777377
,,"231. el paso, tx",,TX,1956,1980-01-01,-24,1,0.01777377
,,"231. el paso, tx",,TX,1957,1980-01-01,-23,1,0.01777377
,,"231. el paso, tx",,TX,1958,1980-01-01,-22,1,0.01777377
,,"231. el paso, tx",,TX,1959,1980-01-01,-21,1,0.01777377
,,"231. el paso, tx",,TX,1960,1980-01-01,-20,1,0.01777377
,,"231. el paso, tx",,TX,1961,1980-01-01,-19,1,0.01777377
,,"231. el paso, tx",,TX,1962,1980-01-01,-18,1,0.01777377
,,"231. el paso, tx",,TX,1963,1980-01-01,-17,1,0.01777377
,,"231. el paso, tx",,TX,1964,1980-01-01,-16,1,0.01777377
,,"231. el paso, tx",,TX,1965,1980-01-01,-15,1,0.01777377
,,"231. el paso, tx",,TX,1966,1980-01-01,-14,1,0.01777377
