fips,cbsa,metarea,metareano,state_fips,year,reform_date,event_time,treated,exposure_intensity
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1966,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1967,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1968,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1969,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1970,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1971,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1972,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1973,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1974,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1975,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1976,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1977,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1978,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1979,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1980,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1981,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1982,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1983,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1984,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1985,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1986,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1987,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1988,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1989,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1990,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1991,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1992,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1993,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1994,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1995,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1996,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1997,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1998,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,1999,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,2000,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,2001,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,2002,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,2003,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,2004,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,2005,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,2006,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,2007,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,2008,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,2009,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,2010,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,2011,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,2012,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,2013,,,0,
,,"328. hartford-bristol-middleton- new britain, ct",,CT,2014,,,0,
,,32820,,,1940,2012-01-01,-72,1,0.03840839
,,32820,,,1944,2012-01-01,-68,1,0.03840839
,,32820,,,1945,2012-01-01,-67,1,0.03840839
,,32820,,,1946,2012-01-01,-66,1,0.03840839
,,32820,,,1947,2012-01-01,-65,1,0.03840839
,,32820,,,1948,2012-01-01,-64,1,0.03840839
,,32820,,,1949,2012-01-01,-63,1,0.03840839
,,32820,,,1950,2012-01-01,-62,1,0.03840839
,,32820,,,1951,2012-01-01,-61,1,0.03840839
,,32820,,,1952,2012-01-01,-60,1,0.03840839
,,32820,,,1953,2012-01-01,-59,1,0.03840839
,,32820,,,1954,2012-01-01,-58,1,0.03840839
,,32820,,,1955,2012-01-01,-57,1,0.03840839
,,32820,,,1956,2012-01-01,-56,1,0.03840839
,,32820,,,1957,2012-01-01,-55,1,0.03840839
,,32820,,,1958,2012-01-01,-54,1,0.03840839
,,32820,,,1959,2012-01-01,-53,1,0.03840839
,,32820,,,1960,2012-01-01,-52,1,0.03840839
,,32820,,,1961,2012-01-01,-51,1,0.03840839
,,32820,,,1962,2012-01-01,-50,1,0.03840839
,,32820,,,1963,2012-01-01,-49,1,0.03840839
,,32820,,,1964,2012-01-01,-48,1,0.03840839
,,32820,,,1965,2012-01-01,-47,1,0.03840839
,,32820,,,1966,2012-01-01,-46,1,0.03840839
,,32820,,,1967,2012-01-01,-45,1,0.03840839
,,32820,,,1968,2012-01-01,-44,1,0.03840839
,,32820,,,1969,2012-01-01,-43,1,0.03840839
,,32820,,,1970,2012-01-01,-42,1,0.03840839
,,32820,,,1971,2012-01-01,-41,1,0.03840839
,,32820,,,1972,2012-01-01,-40,1,0.03840839
,,32820,,,1973,2012-01-01,-39,1,0.03840839
,,32820,,,1974,2012-01-01,-38,1,0.03840839
,,32820,,,1975,2012-01-01,-37,1,0.03840839
,,32820,,,1976,2012-01-01,-36,1,0.03840839
,,32820,,,1977,2012-01-01,-35,1,0.03840839
,,32820,,,1978,2012-01-01,-34,1,0.03840839
,,32820,,,1979,2012-01-01,-33,1,0.03840839
,,32820,,,1980,2012-01-01,-32,1,0.03840839
,,32820,,,1981,2012-01-01,-31,1,0.03840839
,,32820,,,1982,2012-01-01,-30,1,0.03840839
,,32820,,,1983,2012-01-01,-29,1,0.03840839
,,32820,,,1984,2012-01-01,-28,1,0.03840839
,,32820,,,1985,2012-01-01,-27,1,0.03840839
,,32820,,,1986,2012-01-01,-26,1,0.03840839
,,32820,,,1987,2012-01-01,-25,1,0.03840839
,,32820,,,1988,2012-01-01,-24,1,0.03840839
,,32820,,,1989,2012-01-01,-23,1,0.03840839
,,32820,,,1990,2012-01-01,-22,1,0.03840839
,,32820,,,1991,2012-01-01,-21,1,0.03840839
,,32820,,,1992,2012-01-01,-20,1,0.03840839
,,32820,,,1993,2012-01-01,-19,1,0.03840839
,,32820,,,1994,2012-01-01,-18,1,0.03840839
,,32820,,,1995,2012-01-01,-17,1,0.03840839
,,32820,,,1996,2012-01-01,-16,1,0.03840839
,,32820,,,1997,2012-01-01,-15,1,0.03840839
,,32820,,,1998,2012-01-01,-14,1,0.03840839
,,32820,,,1999,2012-01-01,-13,1,0.03840839
,,32820,,,2000,2012-01-01,-12,1,0.03840839
,,32820,,,2001,2012-01-01,-11,1,0.03840839
,,32820,,,2002,2012-01-01,-10,1,0.03840839
,,32820,,,2003,2012-01-01,-9,1,0.03840839
,,32820,,,2004,2012-01-01,-8,1,0.03840839
,,32820,,,2005,2012-01-01,-7,1,0.03840839
,,32820,,,2006,2012-01-01,-6,1,0.03840839
,,32820,,,2007,2012-01-01,-5,1,0.03840839
,,32820,,,2008,2012-01-01,-4,1,0.03840839
,,32820,,,2009,2012-01-01,-3,1,0.03840839
,,32820,,,2010,2012-01-01,-2,1,0.03840839
,,32820,,,2011,2012-01-01,-1,1,0.03840839
,,32820,25,,2012,2012-01-01,0,1,0.03840839
,,32820,25,,2013,2012-01-01,1,1,0.03840839
,,32820,25,,2014,2012-01-01,2,1,0.03840839
,,32820,25,,2015,2012-01-01,3,1,0.03840839
,,32820,25,,2016,2012-01-01,4,1,0.03840839
,,32820,25,,2017,2012-01-01,5,1,0.03840839
,,32820,25,,2018,2012-01-01,6,1,0.03840839
,,"329. hickory-morganton, nc",,NC,1940,,,0,
,,"329. hickory-morganton, nc",,NC,1944,,,0,
,,"329. hickory-morganton, nc",,NC,1945,,,0,
,,"329. hickory-morganton, nc",,NC,1946,,,0,
,,"329. hickory-morganton, nc",,NC,1947,,,0,
,,"329. hickory-morganton, nc",,NC,1948,,,0,
,,"329. hickory-morganton, nc",,NC,1949,,,0,
,,"329. hickory-morganton, nc",,NC,1950,,,0,
,,"329. hickory-morganton, nc",,NC,1951,,,0,
,,"329. hickory-morganton, nc",,NC,1952,,,0,
,,"329. hickory-morganton, nc",,NC,1953,,,0,
,,"329. hickory-morganton, nc",,NC,1954,,,0,
,,"329. hickory-morganton, nc",,NC,1955,,,0,
,,"329. hickory-morganton, nc",,NC,1956,,,0,
,,"329. hickory-morganton, nc",,NC,1957,,,0,
,,"329. hickory-morganton, nc",,NC,1958,,,0,
,,"329. hickory-morganton, nc",,NC,1959,,,0,
,,"329. hickory-morganton, nc",,NC,1960,,,0,
,,"329. hickory-morganton, nc",,NC,1961,,,0,
,,"329. hickory-morganton, nc",,NC,1962,,,0,
,,"329. hickory-morganton, nc",,NC,1963,,,0,
,,"329. hickory-morganton, nc",,NC,1964,,,0,
,,"329. hickory-morganton, nc",,NC,1965,,,0,
,,"329. hickory-morganton, nc",,NC,1966,,,0,
,,"329. hickory-morganton, nc",,NC,1967,,,0,
,,"329. hickory-morganton, nc",,NC,1968,,,0,
,,"329. hickory-morganton, nc",,NC,1969,,,0,
,,"329. hickory-morganton, nc",,NC,1970,,,0,
,,"329. hickory-morganton, nc",,NC,1971,,,0,
,,"329. hickory-morganton, nc",,NC,1972,,,0,
,,"329. hickory-morganton, nc",,NC,1973,,,0,
,,"329. hickory-morganton, nc",,NC,1974,,,0,
,,"329. hickory-morganton, nc",,NC,1975,,,0,
,,"329. hickory-morganton, nc",,NC,1976,,,0,
,,"329. hickory-morganton, nc",,NC,1977,,,0,
,,"329. hickory-morganton, nc",,NC,1978,,,0,
,,"329. hickory-morganton, nc",,NC,1979,,,0,
,,"329. hickory-morganton, nc",,NC,1980,,,0,
,,"329. hickory-morganton, nc",,NC,1981,,,0,
,,"329. hickory-morganton, nc",,NC,1982,,,0,
,,"329. hickory-morganton, nc",,NC,1983,,,0,
,,"329. hickory-morganton, nc",,NC,1984,,,0,
,,"329. hickory-morganton, nc",,NC,1985,,,0,
,,"329. hickory-morganton, nc",,NC,1986,,,0,
,,"329. hickory-morganton, nc",,NC,1987,,,0,
,,"329. hickory-morganton, nc",,NC,1988,,,0,
,,"329. hickory-morganton, nc",,NC,1989,,,0,
,,"329. hickory-morganton, nc",,NC,1990,,,0,
,,"329. hickory-morganton, nc",,NC,1991,,,0,
,,"329. hickory-morganton, nc",,NC,1992,,,0,
,,"329. hickory-morganton, nc",,NC,1993,,,0,
,,"329. hickory-morganton, nc",,NC,1994,,,0,
,,"329. hickory-morganton, nc",,NC,1995,,,0,
,,"329. hickory-morganton, nc",,NC,1996,,,0,
,,"329. hickory-morganton, nc",,NC,1997,,,0,
,,"329. hickory-morganton, nc",,NC,1998,,,0,
,,"329. hickory-morganton, nc",,NC,1999,,,0,
,,"329. hickory-morganton, nc",,NC,2000,,,0,
,,"329. hickory-morganton, nc",,NC,2001,,,0,
,,"329. hickory-morganton, nc",,NC,2002,,,0,
,,"329. hickory-morganton, nc",,NC,2003,,,0,
,,"329. hickory-morganton, nc",,NC,2004,,,0,
,,"329. hickory-morganton, nc",,NC,2005,,,0,
,,"329. hickory-morganton, nc",,NC,2006,,,0,
,,"329. hickory-morganton, nc",,NC,2007,,,0,
,,"329. hickory-morganton, nc",,NC,2008,,,0,
,,"329. hickory-morganton, nc",,NC,2009,,,0,
,,"329. hickory-morganton, nc",,NC,2010,,,0,
,,"329. hickory-morganton, nc",,NC,2011,,,0,
,,"329. hickory-morganton, nc",,NC,2012,,,0,
,,"329. hickory-morganton, nc",,NC,2013,,,0,
,,"329. hickory-morganton, nc",,NC,2014,,,0,
,,32900,,,1940,,,0,
,,32900,,,1944,,,0,
,,32900,,,1945,,,0,
,,32900,,,1946,,,0,
,,32900,,,1947,,,0,
,,32900,,,1948,,,0,
,,32900,,,1949,,,0,
,,32900,,,1950,,,0,
,,32900,,,1951,,,0,
,,32900,,,1952,,,0,
,,32900,,,1953,,,0,
,,32900,,,1954,,,0,
,,32900,,,1955,,,0,
,,32900,,,1956,,,0,
,,32900,,,1957,,,0,
,,32900,,,1958,,,0,
,,32900,,,1959,,,0,
,,32900,,,1960,,,0,
,,32900,,,1961,,,0,
,,32900,,,1962,,,0,
,,32900,,,1963,,,0,
,,32900,,,1964,,,0,
,,32900,,,1965,,,0,
,,32900,,,1966,,,0,
,,32900,,,1967,,,0,
,,32900,,,1968,,,0,
,,32900,,,1969,,,0,
,,32900,,,1970,,,0,
,,32900,,,1971,,,0,
,,32900,,,1972,,,0,
,,32900,,,1973,,,0,
,,32900,,,1974,,,0,
,,32900,,,1975,,,0,
,,32900,,,1976,,,0,
,,32900,,,1977,,,0,
,,32900,,,1978,,,0,
,,32900,,,1979,,,0,
,,32900,,,1980,,,0,
,,32900,,,1981,,,0,
,,32900,,,1982,,,0,
,,32900,,,1983,,,0,
,,32900,,,1984,,,0,
,,32900,,,1985,,,0,
,,32900,,,1986,,,0,
,,32900,,,1987,,,0,
,,32900,,,1988,,,0,
,,32900,,,1989,,,0,
,,32900,,,1990,,,0,
,,32900,,,1991,,,0,
,,32900,,,1992,,,0,
,,32900,,,1993,,,0,
,,32900,,,1994,,,0,
,,32900,,,1995,,,0,
,,32900,,,1996,,,0,
,,32900,,,1997,,,0,
,,32900,,,1998,,,0,
,,32900,,,1999,,,0,
,,32900,,,2000,,,0,
,,32900,,,2001,,,0,
,,32900,,,2002,,,0,
,,32900,,,2003,,,0,
,,32900,,,2004,,,0,
,,32900,,,2005,,,0,
,,32900,,,2006,,,0,
,,32900,,,2007,,,0,
,,32900,,,2008,,,0,
,,32900,,,2009,,,0,
,,32900,,,2010,,,0,
,,32900,,,2011,,,0,
,,32900,,,2012,,,0,
,,32900,,,2013,,,0,
,,32900,,,2014,,,0,
,,32900,,,2015,,,0,
,,32900,,,2016,,,0,
,,32900,,,2017,,,0,
,,"330. hattiesburg, ms",,MS,1940,,,0,
,,"330. hattiesburg, ms",,MS,1944,,,0,
,,"330. hattiesburg, ms",,MS,1945,,,0,
,,"330. hattiesburg, ms",,MS,1946,,,0,
,,"330. hattiesburg, ms",,MS,1947,,,0,
,,"330. hattiesburg, ms",,MS,1948,,,0,
,,"330. hattiesburg, ms",,MS,1949,,,0,
,,"330. hattiesburg, ms",,MS,1950,,,0,
,,"330. hattiesburg, ms",,MS,1951,,,0,
,,"330. hattiesburg, ms",,MS,1952,,,0,
,,"330. hattiesburg, ms",,MS,1953,,,0,
,,"330. hattiesburg, ms",,MS,1954,,,0,
,,"330. hattiesburg, ms",,MS,1955,,,0,
,,"330. hattiesburg, ms",,MS,1956,,,0,
,,"330. hattiesburg, ms",,MS,1957,,,0,
,,"330. hattiesburg, ms",,MS,1958,,,0,
,,"330. hattiesburg, ms",,MS,1959,,,0,
,,"330. hattiesburg, ms",,MS,1960,,,0,
,,"330. hattiesburg, ms",,MS,1961,,,0,
,,"330. hattiesburg, ms",,MS,1962,,,0,
,,"330. hattiesburg, ms",,MS,1963,,,0,
,,"330. hattiesburg, ms",,MS,1964,,,0,
,,"330. hattiesburg, ms",,MS,1965,,,0,
,,"330. hattiesburg, ms",,MS,1966,,,0,
,,"330. hattiesburg, ms",,MS,1967,,,0,
,,"330. hattiesburg, ms",,MS,1968,,,0,
,,"330. hattiesburg, ms",,MS,1969,,,0,
,,"330. hattiesburg, ms",,MS,1970,,,0,
,,"330. hattiesburg, ms",,MS,1971,,,0,
,,"330. hattiesburg, ms",,MS,1972,,,0,
,,"330. hattiesburg, ms",,MS,1973,,,0,
,,"330. hattiesburg, ms",,MS,1974,,,0,
,,"330. hattiesburg, ms",,MS,1975,,,0,
,,"330. hattiesburg, ms",,MS,1976,,,0,
,,"330. hattiesburg, ms",,MS,1977,,,0,
,,"330. hattiesburg, ms",,MS,1978,,,0,
,,"330. hattiesburg, ms",,MS,1979,,,0,
,,"330. hattiesburg, ms",,MS,1980,,,0,
,,"330. hattiesburg, ms",,MS,1981,,,0,
,,"330. hattiesburg, ms",,MS,1982,,,0,
,,"330. hattiesburg, ms",,MS,1983,,,0,
,,"330. hattiesburg, ms",,MS,1984,,,0,
,,"330. hattiesburg, ms",,MS,1985,,,0,
,,"330. hattiesburg, ms",,MS,1986,,,0,
,,"330. hattiesburg, ms",,MS,1987,,,0,
,,"330. hattiesburg, ms",,MS,1988,,,0,
,,"330. hattiesburg, ms",,MS,1989,,,0,
,,"330. hattiesburg, ms",,MS,1990,,,0,
,,"330. hattiesburg, ms",,MS,1991,,,0,
,,"330. hattiesburg, ms",,MS,1992,,,0,
,,"330. hattiesburg, ms",,MS,1993,,,0,
,,"330. hattiesburg, ms",,MS,1994,,,0,
,,"330. hattiesburg, ms",,MS,1995,,,0,
,,"330. hattiesburg, ms",,MS,1996,,,0,
,,"330. hattiesburg, ms",,MS,1997,,,0,
,,"330. hattiesburg, ms",,MS,1998,,,0,
,,"330. hattiesburg, ms",,MS,1999,,,0,
,,"330. hattiesburg, ms",,MS,2000,,,0,
,,"330. hattiesburg, ms",,MS,2001,,,0,
,,"330. hattiesburg, ms",,MS,2002,,,0,
,,"330. hattiesburg, ms",,MS,2003,,,0,
,,"330. hattiesburg, ms",,MS,2004,,,0,
,,"330. hattiesburg, ms",,MS,2005,,,0,
,,"330. hattiesburg, ms",,MS,2006,,,0,
,,"330. hattiesburg, ms",,MS,2007,,,0,
,,"330. hattiesburg, ms",,MS,2008,,,0,
,,"330. hattiesburg, ms",,MS,2009,,,0,
,,"330. hattiesburg, ms",,MS,2010,,,0,
,,"330. hattiesburg, ms",,MS,2011,,,0,
,,"330. hattiesburg, ms",,MS,2012,,,0,
,,"330. hattiesburg, ms",,MS,2013,,,0,
,,"330. hattiesburg, ms",,MS,2014,,,0,
,,33100,,,1940,2012-01-01,-72,1,0.02899757
,,33100,,,1944,2012-01-01,-68,1,0.02899757
,,33100,,,1945,2012-01-01,-67,1,0.02899757
,,33100,,,1946,2012-01-01,-66,1,0.02899757
,,33100,,,1947,2012-01-01,-65,1,0.02899757
,,33100,,,1948,2012-01-01,-64,1,0.02899757
,,33100,,,1949,2012-01-01,-63,1,0.02899757
,,33100,,,1950,2012-01-01,-62,1,0.02899757
,,33100,,,1951,2012-01-01,-61,1,0.02899757
,,33100,,,1952,2012-01-01,-60,1,0.02899757
,,33100,,,1953,2012-01-01,-59,1,0.02899757
,,33100,,,1954,2012-01-01,-58,1,0.02899757
,,33100,,,1955,2012-01-01,-57,1,0.02899757
,,33100,,,1956,2012-01-01,-56,1,0.02899757
,,33100,,,1957,2012-01-01,-55,1,0.02899757
,,33100,,,1958,2012-01-01,-54,1,0.02899757
,,33100,,,1959,2012-01-01,-53,1,0.02899757
,,33100,,,1960,2012-01-01,-52,1,0.02899757
,,33100,,,1961,2012-01-01,-51,1,0.02899757
,,33100,,,1962,2012-01-01,-50,1,0.02899757
,,33100,,,1963,2012-01-01,-49,1,0.02899757
,,33100,,,1964,2012-01-01,-48,1,0.02899757
,,33100,,,1965,2012-01-01,-47,1,0.02899757
,,33100,,,1966,2012-01-01,-46,1,0.02899757
,,33100,,,1967,2012-01-01,-45,1,0.02899757
,,33100,,,1968,2012-01-01,-44,1,0.02899757
,,33100,,,1969,2012-01-01,-43,1,0.02899757
,,33100,,,1970,2012-01-01,-42,1,0.02899757
,,33100,,,1971,2012-01-01,-41,1,0.02899757
,,33100,,,1972,2012-01-01,-40,1,0.02899757
,,33100,,,1973,2012-01-01,-39,1,0.02899757
,,33100,,,1974,2012-01-01,-38,1,0.02899757
,,33100,,,1975,2012-01-01,-37,1,0.02899757
,,33100,,,1976,2012-01-01,-36,1,0.02899757
,,33100,,,1977,2012-01-01,-35,1,0.02899757
,,33100,,,1978,2012-01-01,-34,1,0.02899757
,,33100,,,1979,2012-01-01,-33,1,0.02899757
,,33100,,,1980,2012-01-01,-32,1,0.02899757
,,33100,,,1981,2012-01-01,-31,1,0.02899757
,,33100,,,1982,2012-01-01,-30,1,0.02899757
,,33100,,,1983,2012-01-01,-29,1,0.02899757
,,33100,,,1984,2012-01-01,-28,1,0.02899757
,,33100,,,1985,2012-01-01,-27,1,0.02899757
,,33100,,,1986,2012-01-01,-26,1,0.02899757
,,33100,,,1987,2012-01-01,-25,1,0.02899757
,,33100,,,1988,2012-01-01,-24,1,0.02899757
,,33100,,,1989,2012-01-01,-23,1,0.02899757
,,33100,,,1990,2012-01-01,-22,1,0.02899757
,,33100,,,1991,2012-01-01,-21,1,0.02899757
,,33100,,,1992,2012-01-01,-20,1,0.02899757
,,33100,,,1993,2012-01-01,-19,1,0.02899757
,,33100,,,1994,2012-01-01,-18,1,0.02899757
,,33100,,,1995,2012-01-01,-17,1,0.02899757
,,33100,,,1996,2012-01-01,-16,1,0.02899757
,,33100,,,1997,2012-01-01,-15,1,0.02899757
,,33100,,,1998,2012-01-01,-14,1,0.02899757
,,33100,,,1999,2012-01-01,-13,1,0.02899757
,,33100,,,2000,2012-01-01,-12,1,0.02899757
,,33100,,,2001,2012-01-01,-11,1,0.02899757
,,33100,,,2002,2012-01-01,-10,1,0.02899757
,,33100,,,2003,2012-01-01,-9,1,0.02899757
,,33100,,,2004,2012-01-01,-8,1,0.02899757
,,33100,,,2005,2012-01-01,-7,1,0.02899757
,,33100,,,2006,2012-01-01,-6,1,0.02899757
,,33100,,,2007,2012-01-01,-5,1,0.02899757
,,33100,,,2008,2012-01-01,-4,1,0.02899757
,,33100,,,2009,2012-01-01,-3,1,0.02899757
,,33100,,,2010,2012-01-01,-2,1,0.02899757
,,33100,,,2011,2012-01-01,-1,1,0.02899757
,,33100,38,,2012,2012-01-01,0,1,0.02899757
,,33100,38,,2013,2012-01-01,1,1,0.02899757
,,33100,38,,2014,2012-01-01,2,1,0.02899757
,,33100,38,,2015,2012-01-01,3,1,0.02899757
,,33100,38,,2016,2012-01-01,4,1,0.02899757
,,33100,38,,2017,2012-01-01,5,1,0.02899757
,,33100,38,,2018,2012-01-01,6,1,0.02899757
,,33140,,,1940,,,0,
,,33140,,,1944,,,0,
,,33140,,,1945,,,0,
,,33140,,,1946,,,0,
,,33140,,,1947,,,0,
,,33140,,,1948,,,0,
,,33140,,,1949,,,0,
,,33140,,,1950,,,0,
,,33140,,,1951,,,0,
,,33140,,,1952,,,0,
,,33140,,,1953,,,0,
,,33140,,,1954,,,0,
,,33140,,,1955,,,0,
,,33140,,,1956,,,0,
,,33140,,,1957,,,0,
,,33140,,,1958,,,0,
,,33140,,,1959,,,0,
,,33140,,,1960,,,0,
,,33140,,,1961,,,0,
,,33140,,,1962,,,0,
,,33140,,,1963,,,0,
,,33140,,,1964,,,0,
,,33140,,,1965,,,0,
,,33140,,,1966,,,0,
,,33140,,,1967,,,0,
,,33140,,,1968,,,0,
,,33140,,,1969,,,0,
,,33140,,,1970,,,0,
,,33140,,,1971,,,0,
,,33140,,,1972,,,0,
,,33140,,,1973,,,0,
,,33140,,,1974,,,0,
,,33140,,,1975,,,0,
,,33140,,,1976,,,0,
,,33140,,,1977,,,0,
,,33140,,,1978,,,0,
,,33140,,,1979,,,0,
,,33140,,,1980,,,0,
,,33140,,,1981,,,0,
,,33140,,,1982,,,0,
,,33140,,,1983,,,0,
,,33140,,,1984,,,0,
,,33140,,,1985,,,0,
,,33140,,,1986,,,0,
,,33140,,,1987,,,0,
,,33140,,,1988,,,0,
,,33140,,,1989,,,0,
,,33140,,,1990,,,0,
,,33140,,,1991,,,0,
,,33140,,,1992,,,0,
,,33140,,,1993,,,0,
,,33140,,,1994,,,0,
,,33140,,,1995,,,0,
,,33140,,,1996,,,0,
,,33140,,,1997,,,0,
,,33140,,,1998,,,0,
,,33140,,,1999,,,0,
,,33140,,,2000,,,0,
,,33140,,,2001,,,0,
,,33140,,,2002,,,0,
,,33140,,,2003,,,0,
,,33140,,,2004,,,0,
,,33140,,,2005,,,0,
,,33140,,,2006,,,0,
,,33140,,,2007,,,0,
,,33140,,,2008,,,0,
,,33140,,,2009,,,0,
,,33140,,,2010,,,0,
,,33140,,,2011,,,0,
,,33140,,,2012,,,0,
,,33140,,,2013,,,0,
,,33140,,,2014,,,0,
,,33140,,,2015,,,0,
,,33140,,,2016,,,0,
,,33140,,,2017,,,0,
,,33260,,,1940,,,0,
,,33260,,,1944,,,0,
,,33260,,,1945,,,0,
,,33260,,,1946,,,0,
,,33260,,,1947,,,0,
,,33260,,,1948,,,0,
,,33260,,,1949,,,0,
,,33260,,,1950,,,0,
,,33260,,,1951,,,0,
,,33260,,,1952,,,0,
,,33260,,,1953,,,0,
,,33260,,,1954,,,0,
,,33260,,,1955,,,0,
,,33260,,,1956,,,0,
,,33260,,,1957,,,0,
,,33260,,,1958,,,0,
,,33260,,,1959,,,0,
,,33260,,,1960,,,0,
,,33260,,,1961,,,0,
,,33260,,,1962,,,0,
,,33260,,,1963,,,0,
,,33260,,,1964,,,0,
,,33260,,,1965,,,0,
,,33260,,,1966,,,0,
,,33260,,,1967,,,0,
,,33260,,,1968,,,0,
,,33260,,,1969,,,0,
,,33260,,,1970,,,0,
,,33260,,,1971,,,0,
,,33260,,,1972,,,0,
,,33260,,,1973,,,0,
,,33260,,,1974,,,0,
,,33260,,,1975,,,0,
,,33260,,,1976,,,0,
,,33260,,,1977,,,0,
,,33260,,,1978,,,0,
,,33260,,,1979,,,0,
,,33260,,,1980,,,0,
,,33260,,,1981,,,0,
,,33260,,,1982,,,0,
,,33260,,,1983,,,0,
,,33260,,,1984,,,0,
,,33260,,,1985,,,0,
,,33260,,,1986,,,0,
,,33260,,,1987,,,0,
,,33260,,,1988,,,0,
,,33260,,,1989,,,0,
,,33260,,,1990,,,0,
,,33260,,,1991,,,0,
,,33260,,,1992,,,0,
,,33260,,,1993,,,0,
,,33260,,,1994,,,0,
,,33260,,,1995,,,0,
,,33260,,,1996,,,0,
,,33260,,,1997,,,0,
,,33260,,,1998,,,0,
,,33260,,,1999,,,0,
,,33260,,,2000,,,0,
,,33260,,,2001,,,0,
,,33260,,,2002,,,0,
,,33260,,,2003,,,0,
,,33260,,,2004,,,0,
,,33260,,,2005,,,0,
,,33260,,,2006,,,0,
,,33260,,,2007,,,0,
,,33260,,,2008,,,0,
,,33260,,,2009,,,0,
,,33260,,,2010,,,0,
,,33260,,,2011,,,0,
,,33260,,,2012,,,0,
,,33260,,,2013,,,0,
,,33260,,,2014,,,0,
,,33260,,,2015,,,0,
,,33260,,,2016,,,0,
,,33260,,,2017,,,0,
,,33340,,,1940,2012-01-01,-72,1,0.02044994
,,33340,,,1944,2012-01-01,-68,1,0.02044994
,,33340,,,1945,2012-01-01,-67,1,0.02044994
,,33340,,,1946,2012-01-01,-66,1,0.02044994
,,33340,,,1947,2012-01-01,-65,1,0.02044994
,,33340,,,1948,2012-01-01,-64,1,0.02044994
,,33340,,,1949,2012-01-01,-63,1,0.02044994
,,33340,,,1950,2012-01-01,-62,1,0.02044994
,,33340,,,1951,2012-01-01,-61,1,0.02044994
,,33340,,,1952,2012-01-01,-60,1,0.02044994
,,33340,,,1953,2012-01-01,-59,1,0.02044994
,,33340,,,1954,2012-01-01,-58,1,0.02044994
,,33340,,,1955,2012-01-01,-57,1,0.02044994
,,33340,,,1956,2012-01-01,-56,1,0.02044994
,,33340,,,1957,2012-01-01,-55,1,0.02044994
,,33340,,,1958,2012-01-01,-54,1,0.02044994
,,33340,,,1959,2012-01-01,-53,1,0.02044994
,,33340,,,1960,2012-01-01,-52,1,0.02044994
,,33340,,,1961,2012-01-01,-51,1,0.02044994
,,33340,,,1962,2012-01-01,-50,1,0.02044994
,,33340,,,1963,2012-01-01,-49,1,0.02044994
