fips,cbsa,metarea,metareano,state_fips,year,asfr_15_19,asfr_20_24,asfr_25_29,asfr_30_34,asfr_35_39,asfr_40_44,gfr_15_44,first_birth_proxy,completed_fertility_proxy
,,"46. appleton-oshkosh-neenah, wi",46,,1945,,,,,,,2.848975,,
,,"46. appleton-oshkosh-neenah, wi",46,,1946,,,,,,,3.213884,,
,,"46. appleton-oshkosh-neenah, wi",46,,1947,,,,,,,3.518533,,
,,"46. appleton-oshkosh-neenah, wi",46,,1948,,,,,,,3.301149,,
,,"46. appleton-oshkosh-neenah, wi",46,,1949,,,,,,,3.287209,,
,,"46. appleton-oshkosh-neenah, wi",46,,1950,,,,,,,3.301341,,
,,"46. appleton-oshkosh-neenah, wi",46,,1951,,,,,,,3.434176,,
,,"46. appleton-oshkosh-neenah, wi",46,,1952,,,,,,,3.45243,,
,,"46. appleton-oshkosh-neenah, wi",46,,1953,,,,,,,3.438099,,
,,"46. appleton-oshkosh-neenah, wi",46,,1954,,,,,,,3.484109,,
,,"46. appleton-oshkosh-neenah, wi",46,,1955,,,,,,,3.437019,,
,,"46. appleton-oshkosh-neenah, wi",46,,1956,,,,,,,3.466332,,
,,"46. appleton-oshkosh-neenah, wi",46,,1957,,,,,,,3.480899,,
,,"46. appleton-oshkosh-neenah, wi",46,,1958,,,,,,,3.368335,,
,,"46. appleton-oshkosh-neenah, wi",46,,1959,,,,,,,3.348614,,
,,"46. appleton-oshkosh-neenah, wi",46,,1960,,,,,,,3.2977,,
,,"46. appleton-oshkosh-neenah, wi",46,,1961,,,,,,,3.226884,,
,,"46. appleton-oshkosh-neenah, wi",46,,1962,,,,,,,3.10799,,
,,"46. appleton-oshkosh-neenah, wi",46,,1963,,,,,,,2.995399,,
,,"46. appleton-oshkosh-neenah, wi",46,,1964,,,,,,,2.890782,,
,,"46. appleton-oshkosh-neenah, wi",46,,1965,,,,,,,2.663365,,
,,"46. appleton-oshkosh-neenah, wi",46,,1966,,,,,,,2.542439,,
,,"46. appleton-oshkosh-neenah, wi",46,,1967,,,,,,,2.449163,,
,,"46. appleton-oshkosh-neenah, wi",46,,1968,,,,,,,2.402038,,
,,"46. appleton-oshkosh-neenah, wi",46,,1969,,,,,,,2.42184,,
,,"46. appleton-oshkosh-neenah, wi",46,,1970,,,,,,,2.514623,,
,,"46. appleton-oshkosh-neenah, wi",46,,1971,,,,,,,2.35899,,
,,"46. appleton-oshkosh-neenah, wi",46,,1972,,,,,,,2.142213,,
,,"46. appleton-oshkosh-neenah, wi",46,,1973,,,,,,,2.047571,,
,,"46. appleton-oshkosh-neenah, wi",46,,1974,,,,,,,2.050879,,
,,"46. appleton-oshkosh-neenah, wi",46,,1975,,,,,,,2.020117,,
,,"46. appleton-oshkosh-neenah, wi",46,,1976,,,,,,,2.033625,,
,,"46. appleton-oshkosh-neenah, wi",46,,1977,,,,,,,2.100699,,
,,"46. appleton-oshkosh-neenah, wi",46,,1978,,,,,,,2.086686,,
,,"46. appleton-oshkosh-neenah, wi",46,,1979,,,,,,,2.172464,,
,,"46. appleton-oshkosh-neenah, wi",46,,1980,,,,,,,2.222436,,
,,"46. appleton-oshkosh-neenah, wi",46,,1981,,,,,,,2.193363,,
,,"46. appleton-oshkosh-neenah, wi",46,,1982,,,,,,,2.18289,,
,,"46. appleton-oshkosh-neenah, wi",46,,1983,,,,,,,2.122784,,
,,"46. appleton-oshkosh-neenah, wi",46,,1984,,,,,,,2.121783,,
,,"46. appleton-oshkosh-neenah, wi",46,,1985,,,,,,,2.13898,,
,,"46. appleton-oshkosh-neenah, wi",46,,1986,,,,,,,2.097901,,
,,"46. appleton-oshkosh-neenah, wi",46,,1987,,,,,,,2.102498,,
,,"46. appleton-oshkosh-neenah, wi",46,,1988,,,,,,,2.124455,,
,,"46. appleton-oshkosh-neenah, wi",46,,1989,,,,,,,2.171812,,
,,"46. appleton-oshkosh-neenah, wi",46,,1990,,,,,,,2.23616,,
,,"46. appleton-oshkosh-neenah, wi",46,,1991,,,,,,,2.160634,,
,,"46. appleton-oshkosh-neenah, wi",46,,1992,,,,,,,2.145123,,
,,"46. appleton-oshkosh-neenah, wi",46,,1993,,,,,,,2.094837,,
,,"46. appleton-oshkosh-neenah, wi",46,,1994,,,,,,,2.053797,,
,,"46. appleton-oshkosh-neenah, wi",46,,1995,,,,,,,2.00781,,
,,"460. lubbock, tx",460,,1940,,,,,,,4.587881,,
,,"460. lubbock, tx",460,,1944,,,,,,,5.013747,,
,,"460. lubbock, tx",460,,1945,,,,,,,4.799284,,
,,"460. lubbock, tx",460,,1946,,,,,,,5.267707,,
,,"460. lubbock, tx",460,,1947,,,,,,,5.67049,,
,,"460. lubbock, tx",460,,1948,,,,,,,5.415524,,
,,"460. lubbock, tx",460,,1949,,,,,,,5.351219,,
,,"460. lubbock, tx",460,,1950,,,,,,,5.387532,,
,,"460. lubbock, tx",460,,1951,,,,,,,5.513057,,
,,"460. lubbock, tx",460,,1952,,,,,,,5.502084,,
,,"460. lubbock, tx",460,,1953,,,,,,,5.537289,,
,,"460. lubbock, tx",460,,1954,,,,,,,5.584452,,
,,"460. lubbock, tx",460,,1955,,,,,,,5.47148,,
,,"460. lubbock, tx",460,,1956,,,,,,,5.511798,,
,,"460. lubbock, tx",460,,1957,,,,,,,5.521699,,
,,"460. lubbock, tx",460,,1958,,,,,,,5.386873,,
,,"460. lubbock, tx",460,,1959,,,,,,,5.392874,,
,,"460. lubbock, tx",460,,1960,,,,,,,5.151403,,
,,"460. lubbock, tx",460,,1961,,,,,,,5.040845,,
,,"460. lubbock, tx",460,,1962,,,,,,,4.837262,,
,,"460. lubbock, tx",460,,1963,,,,,,,4.654052,,
,,"460. lubbock, tx",460,,1964,,,,,,,4.495087,,
,,"460. lubbock, tx",460,,1965,,,,,,,4.083656,,
,,"460. lubbock, tx",460,,1966,,,,,,,3.850032,,
,,"460. lubbock, tx",460,,1967,,,,,,,3.739017,,
,,"460. lubbock, tx",460,,1968,,,,,,,3.68311,,
,,"460. lubbock, tx",460,,1969,,,,,,,3.749166,,
,,"460. lubbock, tx",460,,1970,,,,,,,3.911641,,
,,"460. lubbock, tx",460,,1971,,,,,,,3.743883,,
,,"460. lubbock, tx",460,,1972,,,,,,,3.424538,,
,,"460. lubbock, tx",460,,1973,,,,,,,3.292619,,
,,"460. lubbock, tx",460,,1974,,,,,,,3.319293,,
,,"460. lubbock, tx",460,,1975,,,,,,,3.235207,,
,,"460. lubbock, tx",460,,1976,,,,,,,3.306238,,
,,"460. lubbock, tx",460,,1977,,,,,,,3.365971,,
,,"460. lubbock, tx",460,,1978,,,,,,,3.336486,,
,,"460. lubbock, tx",460,,1979,,,,,,,3.470019,,
,,"460. lubbock, tx",460,,1980,,,,,,,3.549884,,
,,"460. lubbock, tx",460,,1981,,,,,,,3.523603,,
,,"460. lubbock, tx",460,,1982,,,,,,,3.547903,,
,,"460. lubbock, tx",460,,1983,,,,,,,3.44394,,
,,"460. lubbock, tx",460,,1984,,,,,,,3.393467,,
,,"460. lubbock, tx",460,,1985,,,,,,,3.398573,,
,,"460. lubbock, tx",460,,1986,,,,,,,3.318355,,
,,"460. lubbock, tx",460,,1987,,,,,,,3.282522,,
,,"460. lubbock, tx",460,,1988,,,,,,,3.306676,,
,,"460. lubbock, tx",460,,1989,,,,,,,3.353654,,
,,"460. lubbock, tx",460,,1990,,,,,,,3.442715,,
,,"460. lubbock, tx",460,,1991,,,,,,,3.326542,,
,,"460. lubbock, tx",460,,1992,,,,,,,3.330886,,
,,"460. lubbock, tx",460,,1993,,,,,,,3.239948,,
,,"460. lubbock, tx",460,,1994,,,,,,,3.167178,,
,,"460. lubbock, tx",460,,1995,,,,,,,3.101542,,
,,46060,,,1940,,,,,,,10.279779,,
,,46060,,,1944,,,,,,,12.07666,,
,,46060,,,1945,,,,,,,11.653295,,
,,46060,,,1946,,,,,,,13.041734,,
,,46060,,,1947,,,,,,,14.107554,,
,,46060,,,1948,,,,,,,13.277844,,
,,46060,,,1949,,,,,,,13.1918,,
,,46060,,,1950,,,,,,,13.215565,,
,,46060,,,1951,,,,,,,13.677392,,
,,46060,,,1952,,,,,,,13.817705,,
,,46060,,,1953,,,,,,,13.815296,,
,,46060,,,1954,,,,,,,13.923223,,
,,46060,,,1955,,,,,,,13.740124,,
,,46060,,,1956,,,,,,,13.875639,,
,,46060,,,1957,,,,,,,13.957072,,
,,46060,,,1958,,,,,,,13.547458,,
,,46060,,,1959,,,,,,,13.473552,,
,,46060,,,1960,,,,,,,13.150504,,
,,46060,,,1961,,,,,,,12.9101,,
,,46060,,,1962,,,,,,,12.371501,,
,,46060,,,1963,,,,,,,11.960448,,
,,46060,,,1964,,,,,,,11.52995,,
,,46060,,,1965,,,,,,,10.624742,,
,,46060,,,1966,,,,,,,10.096397,,
,,46060,,,1967,,,,,,,9.76516,,
,,46060,,,1968,,,,,,,9.625846,,
,,46060,,,1969,,,,,,,9.728804,,
,,46060,,,1970,,,,,,,10.071642,,
,,46060,,,1971,,,,,,,9.410641,,
,,46060,,,1972,,,,,,,8.546223,,
,,46060,,,1973,,,,,,,8.207155,,
,,46060,,,1974,,,,,,,8.244643,,
,,46060,,,1975,,,,,,,8.101895,,
,,46060,,,1976,,,,,,,8.230535,,
,,46060,,,1977,,,,,,,8.449942,,
,,46060,,,1978,,,,,,,8.393418,,
,,46060,,,1979,,,,,,,8.726379,,
,,46060,,,1980,,,,,,,8.934415,,
,,46060,,,1981,,,,,,,8.887851,,
,,46060,,,1982,,,,,,,8.887613,,
,,46060,,,1983,,,,,,,8.685617,,
,,46060,,,1984,,,,,,,8.662325,,
,,46060,,,1985,,,,,,,8.765827,,
,,46060,,,1986,,,,,,,8.643448,,
,,46060,,,1987,,,,,,,8.658921,,
,,46060,,,1988,,,,,,,8.781509,,
,,46060,,,1989,,,,,,,8.976133,,
,,46060,,,1990,,,,,,,9.239758,,
,,46060,,,1991,,,,,,,8.923802,,
,,46060,,,1992,,,,,,,8.898111,,
,,46060,,,1993,,,,,,,8.669717,,
,,46060,,,1994,,,,,,,8.462642,,
,,46060,,,1995,,,,,,,8.267622,,
,,46220,,,1940,,,,,,,5.674871,,
,,46220,,,1944,,,,,,,6.225862,,
,,46220,,,1945,,,,,,,5.975386,,
,,46220,,,1946,,,,,,,6.613023,,
,,46220,,,1947,,,,,,,7.028917,,
,,46220,,,1948,,,,,,,6.723287,,
,,46220,,,1949,,,,,,,6.694178,,
,,46220,,,1950,,,,,,,6.697355,,
,,46220,,,1951,,,,,,,6.874863,,
,,46220,,,1952,,,,,,,6.84633,,
,,46220,,,1953,,,,,,,6.882273,,
,,46220,,,1954,,,,,,,6.984123,,
,,46220,,,1955,,,,,,,6.856018,,
,,46220,,,1956,,,,,,,6.855459,,
,,46220,,,1957,,,,,,,6.796928,,
,,46220,,,1958,,,,,,,6.601152,,
,,46220,,,1959,,,,,,,6.555015,,
,,46220,,,1960,,,,,,,6.344043,,
,,46220,,,1961,,,,,,,6.238265,,
,,46220,,,1962,,,,,,,6.016418,,
,,46220,,,1963,,,,,,,5.817107,,
,,46220,,,1964,,,,,,,5.656027,,
,,46220,,,1965,,,,,,,5.190748,,
,,46220,,,1966,,,,,,,4.889255,,
,,46220,,,1967,,,,,,,4.723235,,
,,46220,,,1968,,,,,,,4.649629,,
,,46220,,,1969,,,,,,,4.730025,,
,,46220,,,1970,,,,,,,4.974461,,
,,46220,,,1971,,,,,,,4.761229,,
,,46220,,,1972,,,,,,,4.36088,,
,,46220,,,1973,,,,,,,4.173131,,
,,46220,,,1974,,,,,,,4.119394,,
,,46220,,,1975,,,,,,,3.973396,,
,,46220,,,1976,,,,,,,4.008397,,
,,46220,,,1977,,,,,,,4.090434,,
,,46220,,,1978,,,,,,,4.022842,,
,,46220,,,1979,,,,,,,4.153042,,
,,46220,,,1980,,,,,,,4.261246,,
,,46220,,,1981,,,,,,,4.177019,,
,,46220,,,1982,,,,,,,4.167574,,
,,46220,,,1983,,,,,,,4.050816,,
,,46220,,,1984,,,,,,,4.037828,,
,,46220,,,1985,,,,,,,4.070594,,
,,46220,,,1986,,,,,,,3.998796,,
,,46220,,,1987,,,,,,,4.000724,,
,,46220,,,1988,,,,,,,4.064135,,
,,46220,,,1989,,,,,,,4.148232,,
,,46220,,,1990,,,,,,,4.263114,,
,,46220,,,1991,,,,,,,4.127145,,
,,46220,,,1992,,,,,,,4.091612,,
,,46220,,,1993,,,,,,,3.998141,,
,,46220,,,1994,,,,,,,3.913276,,
,,46220,,,1995,,,,,,,3.838003,,
,,46340,,,1940,,,,,,,5.105792,,
,,46340,,,1944,,,,,,,5.707235,,
,,46340,,,1945,,,,,,,5.467066,,
,,46340,,,1946,,,,,,,6.034622,,
,,46340,,,1947,,,,,,,6.49281,,
,,46340,,,1948,,,,,,,6.17766,,
,,46340,,,1949,,,,,,,6.133188,,
,,46340,,,1950,,,,,,,6.186156,,
,,46340,,,1951,,,,,,,6.349138,,
,,46340,,,1952,,,,,,,6.354993,,
,,46340,,,1953,,,,,,,6.401008,,
,,46340,,,1954,,,,,,,6.471342,,
,,46340,,,1955,,,,,,,6.34783,,
,,46340,,,1956,,,,,,,6.394944,,
,,46340,,,1957,,,,,,,6.389225,,
,,46340,,,1958,,,,,,,6.228976,,
,,46340,,,1959,,,,,,,6.20039,,
,,46340,,,1960,,,,,,,5.969463,,
,,46340,,,1961,,,,,,,5.861792,,
,,46340,,,1962,,,,,,,5.659241,,
,,46340,,,1963,,,,,,,5.453785,,
,,46340,,,1964,,,,,,,5.278604,,
,,46340,,,1965,,,,,,,4.823076,,
,,46340,,,1966,,,,,,,4.564615,,
,,46340,,,1967,,,,,,,4.417375,,
,,46340,,,1968,,,,,,,4.34557,,
,,46340,,,1969,,,,,,,4.393246,,
,,46340,,,1970,,,,,,,4.579848,,
,,46340,,,1971,,,,,,,4.354902,,
,,46340,,,1972,,,,,,,3.978831,,
,,46340,,,1973,,,,,,,3.819455,,
,,46340,,,1974,,,,,,,3.830301,,
,,46340,,,1975,,,,,,,3.743455,,
,,46340,,,1976,,,,,,,3.817447,,
,,46340,,,1977,,,,,,,3.904167,,
,,46340,,,1978,,,,,,,3.853105,,
,,46340,,,1979,,,,,,,4.00276,,
,,46340,,,1980,,,,,,,4.098339,,
,,46340,,,1981,,,,,,,4.056336,,
,,46340,,,1982,,,,,,,4.064089,,
,,46340,,,1983,,,,,,,3.960948,,
,,46340,,,1984,,,,,,,3.927878,,
,,46340,,,1985,,,,,,,3.952787,,
,,46340,,,1986,,,,,,,3.871151,,
,,46340,,,1987,,,,,,,3.849029,,
,,46340,,,1988,,,,,,,3.902433,,
,,46340,,,1989,,,,,,,3.969163,,
,,46340,,,1990,,,,,,,4.086093,,
,,46340,,,1991,,,,,,,3.942892,,
,,46340,,,1992,,,,,,,3.938508,,
,,46340,,,1993,,,,,,,3.835775,,
,,46340,,,1994,,,,,,,3.747277,,
,,46340,,,1995,,,,,,,3.66496,,
,,"464. lynchburg, va",464,,1940,,,,,,,4.981085,,
,,"464. lynchburg, va",464,,1944,,,,,,,5.57421,,
,,"464. lynchburg, va",464,,1945,,,,,,,5.416756,,
,,"464. lynchburg, va",464,,1946,,,,,,,6.034499,,
,,"464. lynchburg, va",464,,1947,,,,,,,6.52126,,
,,"464. lynchburg, va",464,,1948,,,,,,,6.108434,,
,,"464. lynchburg, va",464,,1949,,,,,,,6.013546,,
,,"464. lynchburg, va",464,,1950,,,,,,,6.032746,,
,,"464. lynchburg, va",464,,1951,,,,,,,6.232888,,
,,"464. lynchburg, va",464,,1952,,,,,,,6.271016,,
,,"464. lynchburg, va",464,,1953,,,,,,,6.218962,,
,,"464. lynchburg, va",464,,1954,,,,,,,6.285209,,
,,"464. lynchburg, va",464,,1955,,,,,,,6.194977,,
,,"464. lynchburg, va",464,,1956,,,,,,,6.245737,,
,,"464. lynchburg, va",464,,1957,,,,,,,6.256273,,
,,"464. lynchburg, va",464,,1958,,,,,,,6.083753,,
,,"464. lynchburg, va",464,,1959,,,,,,,6.00468,,
,,"464. lynchburg, va",464,,1960,,,,,,,5.84983,,
,,"464. lynchburg, va",464,,1961,,,,,,,5.779985,,
,,"464. lynchburg, va",464,,1962,,,,,,,5.5638,,
,,"464. lynchburg, va",464,,1963,,,,,,,5.412891,,
,,"464. lynchburg, va",464,,1964,,,,,,,5.249062,,
,,"464. lynchburg, va",464,,1965,,,,,,,4.842763,,
,,"464. lynchburg, va",464,,1966,,,,,,,4.586698,,
,,"464. lynchburg, va",464,,1967,,,,,,,4.424619,,
,,"464. lynchburg, va",464,,1968,,,,,,,4.339889,,
,,"464. lynchburg, va",464,,1969,,,,,,,4.365037,,
,,"464. lynchburg, va",464,,1970,,,,,,,4.557672,,
,,"464. lynchburg, va",464,,1971,,,,,,,4.300121,,
,,"464. lynchburg, va",464,,1972,,,,,,,3.887491,,
,,"464. lynchburg, va",464,,1973,,,,,,,3.704637,,
,,"464. lynchburg, va",464,,1974,,,,,,,3.665288,,
,,"464. lynchburg, va",464,,1975,,,,,,,3.54979,,
,,"464. lynchburg, va",464,,1976,,,,,,,3.573987,,
,,"464. lynchburg, va",464,,1977,,,,,,,3.667995,,
,,"464. lynchburg, va",464,,1978,,,,,,,3.610038,,
,,"464. lynchburg, va",464,,1979,,,,,,,3.715126,,
,,"464. lynchburg, va",464,,1980,,,,,,,3.771123,,
,,"464. lynchburg, va",464,,1981,,,,,,,3.727145,,
,,"464. lynchburg, va",464,,1982,,,,,,,3.742229,,
,,"464. lynchburg, va",464,,1983,,,,,,,3.666135,,
,,"464. lynchburg, va",464,,1984,,,,,,,3.671522,,
,,"464. lynchburg, va",464,,1985,,,,,,,3.728704,,
,,"464. lynchburg, va",464,,1986,,,,,,,3.700634,,
,,"464. lynchburg, va",464,,1987,,,,,,,3.736522,,
,,"464. lynchburg, va",464,,1988,,,,,,,3.80174,,
,,"464. lynchburg, va",464,,1989,,,,,,,3.904205,,
,,"464. lynchburg, va",464,,1990,,,,,,,3.996678,,
,,"464. lynchburg, va",464,,1991,,,,,,,3.850684,,
,,"464. lynchburg, va",464,,1992,,,,,,,3.833878,,
,,"464. lynchburg, va",464,,1993,,,,,,,3.735157,,
,,"464. lynchburg, va",464,,1994,,,,,,,3.649177,,
,,"464. lynchburg, va",464,,1995,,,,,,,3.567337,,
,,46540,,,1940,,,,,,,2.211848,,
,,46540,,,1944,,,,,,,2.575455,,
,,46540,,,1945,,,,,,,2.500316,,
,,46540,,,1946,,,,,,,2.78986,,
,,46540,,,1947,,,,,,,3.023364,,
,,46540,,,1948,,,,,,,2.807893,,
,,46540,,,1949,,,,,,,2.768561,,
,,46540,,,1950,,,,,,,2.776491,,
,,46540,,,1951,,,,,,,2.879006,,
,,46540,,,1952,,,,,,,2.931201,,
,,46540,,,1953,,,,,,,2.922381,,
,,46540,,,1954,,,,,,,2.95588,,
,,46540,,,1955,,,,,,,2.928592,,
,,46540,,,1956,,,,,,,2.957826,,
,,46540,,,1957,,,,,,,2.985704,,
,,46540,,,1958,,,,,,,2.889995,,
,,46540,,,1959,,,,,,,2.855927,,
,,46540,,,1960,,,,,,,2.781843,,
,,46540,,,1961,,,,,,,2.737272,,
,,46540,,,1962,,,,,,,2.631113,,
,,46540,,,1963,,,,,,,2.557914,,
,,46540,,,1964,,,,,,,2.467391,,
,,46540,,,1965,,,,,,,2.285885,,
,,46540,,,1966,,,,,,,2.172433,,
,,46540,,,1967,,,,,,,2.093225,,
,,46540,,,1968,,,,,,,2.047241,,
,,46540,,,1969,,,,,,,2.064136,,
,,46540,,,1970,,,,,,,2.124617,,
,,46540,,,1971,,,,,,,1.993168,,
,,46540,,,1972,,,,,,,1.796967,,
,,46540,,,1973,,,,,,,1.725583,,
,,46540,,,1974,,,,,,,1.69382,,
,,46540,,,1975,,,,,,,1.641677,,
,,46540,,,1976,,,,,,,1.649374,,
,,46540,,,1977,,,,,,,1.694239,,
,,46540,,,1978,,,,,,,1.681874,,
,,46540,,,1979,,,,,,,1.742459,,
,,46540,,,1980,,,,,,,1.781128,,
,,46540,,,1981,,,,,,,1.771905,,
,,46540,,,1982,,,,,,,1.781718,,
,,46540,,,1983,,,,,,,1.752526,,
,,46540,,,1984,,,,,,,1.759032,,
,,46540,,,1985,,,,,,,1.797578,,
,,46540,,,1986,,,,,,,1.780657,,
,,46540,,,1987,,,,,,,1.798168,,
,,46540,,,1988,,,,,,,1.829094,,
,,46540,,,1989,,,,,,,1.870326,,
,,46540,,,1990,,,,,,,1.906889,,
,,46540,,,1991,,,,,,,1.828628,,
,,46540,,,1992,,,,,,,1.839855,,
,,46540,,,1993,,,,,,,1.789995,,
,,46540,,,1994,,,,,,,1.749436,,
,,46540,,,1995,,,,,,,1.702588,,
,,46700,,,1940,,,,,,,5.808243,,
,,46700,,,1944,,,,,,,6.539896,,
,,46700,,,1945,,,,,,,6.309995,,
,,46700,,,1946,,,,,,,6.999073,,
,,46700,,,1947,,,,,,,7.570738,,
,,46700,,,1948,,,,,,,7.159274,,
,,46700,,,1949,,,,,,,7.090627,,
,,46700,,,1950,,,,,,,7.159973,,
,,46700,,,1951,,,,,,,7.379533,,
,,46700,,,1952,,,,,,,7.431941,,
,,46700,,,1953,,,,,,,7.430852,,
,,46700,,,1954,,,,,,,7.50122,,
,,46700,,,1955,,,,,,,7.363948,,
,,46700,,,1956,,,,,,,7.398334,,
,,46700,,,1957,,,,,,,7.390673,,
,,46700,,,1958,,,,,,,7.190982,,
,,46700,,,1959,,,,,,,7.141136,,
,,46700,,,1960,,,,,,,6.958281,,
,,46700,,,1961,,,,,,,6.830761,,
,,46700,,,1962,,,,,,,6.562753,,
,,46700,,,1963,,,,,,,6.32155,,
,,46700,,,1964,,,,,,,6.109246,,
,,46700,,,1965,,,,,,,5.614705,,
,,46700,,,1966,,,,,,,5.336149,,
,,46700,,,1967,,,,,,,5.160621,,
,,46700,,,1968,,,,,,,5.08766,,
,,46700,,,1969,,,,,,,5.144893,,
,,46700,,,1970,,,,,,,5.352565,,
,,46700,,,1971,,,,,,,5.076738,,
,,46700,,,1972,,,,,,,4.618877,,
,,46700,,,1973,,,,,,,4.437723,,
,,46700,,,1974,,,,,,,4.429971,,
,,46700,,,1975,,,,,,,4.329141,,
,,46700,,,1976,,,,,,,4.391367,,
,,46700,,,1977,,,,,,,4.496238,,
,,46700,,,1978,,,,,,,4.454595,,
,,46700,,,1979,,,,,,,4.620933,,
,,46700,,,1980,,,,,,,4.72586,,
,,46700,,,1981,,,,,,,4.671796,,
,,46700,,,1982,,,,,,,4.671912,,
,,46700,,,1983,,,,,,,4.547557,,
,,46700,,,1984,,,,,,,4.522528,,
,,46700,,,1985,,,,,,,4.556681,,
,,46700,,,1986,,,,,,,4.474277,,
,,46700,,,1987,,,,,,,4.456869,,
,,46700,,,1988,,,,,,,4.50357,,
,,46700,,,1989,,,,,,,4.572024,,
,,46700,,,1990,,,,,,,4.679174,,
,,46700,,,1991,,,,,,,4.535632,,
,,46700,,,1992,,,,,,,4.658808,,
,,46700,,,1993,,,,,,,4.548524,,
,,46700,,,1994,,,,,,,4.458119,,
,,46700,,,1995,,,,,,,4.366945,,
,,"468. macon-warner robins, ga",468,,1940,,,,,,,5.140018,,
,,"468. macon-warner robins, ga",468,,1944,,,,,,,5.698174,,
,,"468. macon-warner robins, ga",468,,1945,,,,,,,5.462686,,
,,"468. macon-warner robins, ga",468,,1946,,,,,,,6.038227,,
,,"468. macon-warner robins, ga",468,,1947,,,,,,,6.398443,,
,,"468. macon-warner robins, ga",468,,1948,,,,,,,6.064296,,
,,"468. macon-warner robins, ga",468,,1949,,,,,,,6.01238,,
,,"468. macon-warner robins, ga",468,,1950,,,,,,,6.067892,,
,,"468. macon-warner robins, ga",468,,1951,,,,,,,6.235062,,
,,"468. macon-warner robins, ga",468,,1952,,,,,,,6.253057,,
,,"468. macon-warner robins, ga",468,,1953,,,,,,,6.268969,,
,,"468. macon-warner robins, ga",468,,1954,,,,,,,6.346084,,
,,"468. macon-warner robins, ga",468,,1955,,,,,,,6.202781,,
,,"468. macon-warner robins, ga",468,,1956,,,,,,,6.249142,,
,,"468. macon-warner robins, ga",468,,1957,,,,,,,6.21244,,
,,"468. macon-warner robins, ga",468,,1958,,,,,,,6.030153,,
,,"468. macon-warner robins, ga",468,,1959,,,,,,,5.966504,,
,,"468. macon-warner robins, ga",468,,1960,,,,,,,5.777097,,
,,"468. macon-warner robins, ga",468,,1961,,,,,,,5.675537,,
,,"468. macon-warner robins, ga",468,,1962,,,,,,,5.452598,,
,,"468. macon-warner robins, ga",468,,1963,,,,,,,5.27901,,
,,"468. macon-warner robins, ga",468,,1964,,,,,,,5.132828,,
,,"468. macon-warner robins, ga",468,,1965,,,,,,,4.712018,,
,,"468. macon-warner robins, ga",468,,1966,,,,,,,4.452185,,
,,"468. macon-warner robins, ga",468,,1967,,,,,,,4.307913,,
,,"468. macon-warner robins, ga",468,,1968,,,,,,,4.23119,,
,,"468. macon-warner robins, ga",468,,1969,,,,,,,4.274036,,
,,"468. macon-warner robins, ga",468,,1970,,,,,,,4.467905,,
,,"468. macon-warner robins, ga",468,,1971,,,,,,,4.27635,,
,,"468. macon-warner robins, ga",468,,1972,,,,,,,3.888441,,
,,"468. macon-warner robins, ga",468,,1973,,,,,,,3.715115,,
,,"468. macon-warner robins, ga",468,,1974,,,,,,,3.676052,,
,,"468. macon-warner robins, ga",468,,1975,,,,,,,3.541562,,
,,"468. macon-warner robins, ga",468,,1976,,,,,,,3.575773,,
,,"468. macon-warner robins, ga",468,,1977,,,,,,,3.658033,,
,,"468. macon-warner robins, ga",468,,1978,,,,,,,3.596792,,
,,"468. macon-warner robins, ga",468,,1979,,,,,,,3.71081,,
,,"468. macon-warner robins, ga",468,,1980,,,,,,,3.786773,,
,,"468. macon-warner robins, ga",468,,1981,,,,,,,3.736378,,
,,"468. macon-warner robins, ga",468,,1982,,,,,,,3.734189,,
,,"468. macon-warner robins, ga",468,,1983,,,,,,,3.650544,,
,,"468. macon-warner robins, ga",468,,1984,,,,,,,3.642386,,
,,"468. macon-warner robins, ga",468,,1985,,,,,,,3.68879,,
,,"468. macon-warner robins, ga",468,,1986,,,,,,,3.639602,,
,,"468. macon-warner robins, ga",468,,1987,,,,,,,3.653569,,
,,"468. macon-warner robins, ga",468,,1988,,,,,,,3.71346,,
,,"468. macon-warner robins, ga",468,,1989,,,,,,,3.799404,,
,,"468. macon-warner robins, ga",468,,1990,,,,,,,3.899364,,
,,"468. macon-warner robins, ga",468,,1991,,,,,,,3.746334,,
,,"468. macon-warner robins, ga",468,,1992,,,,,,,3.747273,,
,,"468. macon-warner robins, ga",468,,1993,,,,,,,3.656698,,
,,"468. macon-warner robins, ga",468,,1994,,,,,,,3.572014,,
,,"468. macon-warner robins, ga",468,,1995,,,,,,,3.494826,,
,,"472. madison, wi",472,,1940,,,,,,,4.650411,,
,,"472. madison, wi",472,,1944,,,,,,,5.367912,,
,,"472. madison, wi",472,,1945,,,,,,,5.219134,,
,,"472. madison, wi",472,,1946,,,,,,,5.879185,,
,,"472. madison, wi",472,,1947,,,,,,,6.452682,,
,,"472. madison, wi",472,,1948,,,,,,,6.036854,,
,,"472. madison, wi",472,,1949,,,,,,,6.003527,,
,,"472. madison, wi",472,,1950,,,,,,,6.018359,,
,,"472. madison, wi",472,,1951,,,,,,,6.262967,,
,,"472. madison, wi",472,,1952,,,,,,,6.285571,,
,,"472. madison, wi",472,,1953,,,,,,,6.249803,,
,,"472. madison, wi",472,,1954,,,,,,,6.333623,,
,,"472. madison, wi",472,,1955,,,,,,,6.271027,,
,,"472. madison, wi",472,,1956,,,,,,,6.319697,,
,,"472. madison, wi",472,,1957,,,,,,,6.353636,,
