fips,cbsa,metarea,metareano,state_fips,year,asfr_15_19,asfr_20_24,asfr_25_29,asfr_30_34,asfr_35_39,asfr_40_44,gfr_15_44,first_birth_proxy,completed_fertility_proxy
,,0. not identifiable or not in an msa,0,,1940,,,,,,,20.21395,,
,,0. not identifiable or not in an msa,0,,1944,,,,,,,22.707277,,
,,0. not identifiable or not in an msa,0,,1945,,,,,,,21.835386,,
,,0. not identifiable or not in an msa,0,,1946,,,,,,,24.274908,,
,,0. not identifiable or not in an msa,0,,1947,,,,,,,26.136332,,
,,0. not identifiable or not in an msa,0,,1948,,,,,,,24.55224,,
,,0. not identifiable or not in an msa,0,,1949,,,,,,,24.263101,,
,,0. not identifiable or not in an msa,0,,1950,,,,,,,24.480769,,
,,0. not identifiable or not in an msa,0,,1951,,,,,,,25.207235,,
,,0. not identifiable or not in an msa,0,,1952,,,,,,,25.407613,,
,,0. not identifiable or not in an msa,0,,1953,,,,,,,25.354442,,
,,0. not identifiable or not in an msa,0,,1954,,,,,,,25.675742,,
,,0. not identifiable or not in an msa,0,,1955,,,,,,,25.327054,,
,,0. not identifiable or not in an msa,0,,1956,,,,,,,25.499616,,
,,0. not identifiable or not in an msa,0,,1957,,,,,,,25.594666,,
,,0. not identifiable or not in an msa,0,,1958,,,,,,,24.862499,,
,,0. not identifiable or not in an msa,0,,1959,,,,,,,24.61306,,
,,0. not identifiable or not in an msa,0,,1960,,,,,,,23.873497,,
,,0. not identifiable or not in an msa,0,,1961,,,,,,,23.45093,,
,,0. not identifiable or not in an msa,0,,1962,,,,,,,22.664636,,
,,0. not identifiable or not in an msa,0,,1963,,,,,,,22.001291,,
,,0. not identifiable or not in an msa,0,,1964,,,,,,,21.245049,,
,,0. not identifiable or not in an msa,0,,1965,,,,,,,19.587232,,
,,0. not identifiable or not in an msa,0,,1966,,,,,,,18.573961,,
,,0. not identifiable or not in an msa,0,,1967,,,,,,,17.965613,,
,,0. not identifiable or not in an msa,0,,1968,,,,,,,17.591646,,
,,0. not identifiable or not in an msa,0,,1969,,,,,,,17.826233,,
,,0. not identifiable or not in an msa,0,,1970,,,,,,,18.402692,,
,,0. not identifiable or not in an msa,0,,1971,,,,,,,17.452344,,
,,0. not identifiable or not in an msa,0,,1972,,,,,,,15.805425,,
,,0. not identifiable or not in an msa,0,,1973,,,,,,,15.181651,,
,,0. not identifiable or not in an msa,0,,1974,,,,,,,14.953504,,
,,0. not identifiable or not in an msa,0,,1975,,,,,,,14.53181,,
,,0. not identifiable or not in an msa,0,,1976,,,,,,,14.677201,,
,,0. not identifiable or not in an msa,0,,1977,,,,,,,15.025879,,
,,0. not identifiable or not in an msa,0,,1978,,,,,,,14.868794,,
,,0. not identifiable or not in an msa,0,,1979,,,,,,,15.364266,,
,,0. not identifiable or not in an msa,0,,1980,,,,,,,15.703806,,
,,0. not identifiable or not in an msa,0,,1981,,,,,,,15.537102,,
,,0. not identifiable or not in an msa,0,,1982,,,,,,,15.589922,,
,,0. not identifiable or not in an msa,0,,1983,,,,,,,15.259574,,
,,0. not identifiable or not in an msa,0,,1984,,,,,,,15.231913,,
,,0. not identifiable or not in an msa,0,,1985,,,,,,,15.508397,,
,,0. not identifiable or not in an msa,0,,1986,,,,,,,15.245453,,
,,0. not identifiable or not in an msa,0,,1987,,,,,,,15.315874,,
,,0. not identifiable or not in an msa,0,,1988,,,,,,,15.539018,,
,,0. not identifiable or not in an msa,0,,1989,,,,,,,15.864144,,
,,0. not identifiable or not in an msa,0,,1990,,,,,,,16.211764,,
,,0. not identifiable or not in an msa,0,,1991,,,,,,,15.654562,,
,,0. not identifiable or not in an msa,0,,1992,,,,,,,15.480263,,
,,0. not identifiable or not in an msa,0,,1993,,,,,,,15.073356,,
,,0. not identifiable or not in an msa,0,,1994,,,,,,,14.736872,,
,,0. not identifiable or not in an msa,0,,1995,,,,,,,14.3919,,
,,"100. birmingham, al",100,,1940,,,,,,,4.166132,,
,,"100. birmingham, al",100,,1944,,,,,,,4.539155,,
,,"100. birmingham, al",100,,1945,,,,,,,4.3627,,
,,"100. birmingham, al",100,,1946,,,,,,,4.829596,,
,,"100. birmingham, al",100,,1947,,,,,,,5.12844,,
,,"100. birmingham, al",100,,1948,,,,,,,4.896148,,
,,"100. birmingham, al",100,,1949,,,,,,,4.865325,,
,,"100. birmingham, al",100,,1950,,,,,,,4.887101,,
,,"100. birmingham, al",100,,1951,,,,,,,5.024704,,
,,"100. birmingham, al",100,,1952,,,,,,,4.996567,,
,,"100. birmingham, al",100,,1953,,,,,,,5.022452,,
,,"100. birmingham, al",100,,1954,,,,,,,5.097149,,
,,"100. birmingham, al",100,,1955,,,,,,,5.003568,,
,,"100. birmingham, al",100,,1956,,,,,,,5.016525,,
,,"100. birmingham, al",100,,1957,,,,,,,4.971876,,
,,"100. birmingham, al",100,,1958,,,,,,,4.829315,,
,,"100. birmingham, al",100,,1959,,,,,,,4.786108,,
,,"100. birmingham, al",100,,1960,,,,,,,4.62554,,
,,"100. birmingham, al",100,,1961,,,,,,,4.551929,,
,,"100. birmingham, al",100,,1962,,,,,,,4.39156,,
,,"100. birmingham, al",100,,1963,,,,,,,4.257106,,
,,"100. birmingham, al",100,,1964,,,,,,,4.141429,,
,,"100. birmingham, al",100,,1965,,,,,,,3.801552,,
,,"100. birmingham, al",100,,1966,,,,,,,3.58153,,
,,"100. birmingham, al",100,,1967,,,,,,,3.457128,,
,,"100. birmingham, al",100,,1968,,,,,,,3.400427,,
,,"100. birmingham, al",100,,1969,,,,,,,3.462764,,
,,"100. birmingham, al",100,,1970,,,,,,,3.633049,,
,,"100. birmingham, al",100,,1971,,,,,,,3.474386,,
,,"100. birmingham, al",100,,1972,,,,,,,3.173585,,
,,"100. birmingham, al",100,,1973,,,,,,,3.036302,,
,,"100. birmingham, al",100,,1974,,,,,,,2.994232,,
,,"100. birmingham, al",100,,1975,,,,,,,2.878826,,
,,"100. birmingham, al",100,,1976,,,,,,,2.904678,,
,,"100. birmingham, al",100,,1977,,,,,,,2.967458,,
,,"100. birmingham, al",100,,1978,,,,,,,2.91753,,
,,"100. birmingham, al",100,,1979,,,,,,,3.008503,,
,,"100. birmingham, al",100,,1980,,,,,,,3.081641,,
,,"100. birmingham, al",100,,1981,,,,,,,3.018351,,
,,"100. birmingham, al",100,,1982,,,,,,,3.011906,,
,,"100. birmingham, al",100,,1983,,,,,,,2.934387,,
,,"100. birmingham, al",100,,1984,,,,,,,2.927522,,
,,"100. birmingham, al",100,,1985,,,,,,,2.957227,,
,,"100. birmingham, al",100,,1986,,,,,,,2.912807,,
,,"100. birmingham, al",100,,1987,,,,,,,2.924389,,
,,"100. birmingham, al",100,,1988,,,,,,,2.971607,,
,,"100. birmingham, al",100,,1989,,,,,,,3.037056,,
,,"100. birmingham, al",100,,1990,,,,,,,3.119186,,
,,"100. birmingham, al",100,,1991,,,,,,,3.010854,,
,,"100. birmingham, al",100,,1992,,,,,,,2.99046,,
,,"100. birmingham, al",100,,1993,,,,,,,2.921188,,
,,"100. birmingham, al",100,,1994,,,,,,,2.859948,,
,,"100. birmingham, al",100,,1995,,,,,,,2.805773,,
,,101,,,1940,,,,,,,4.063551,,
,,101,,,1944,,,,,,,4.753939,,
,,101,,,1945,,,,,,,4.619226,,
,,101,,,1946,,,,,,,5.07263,,
,,101,,,1947,,,,,,,5.620294,,
,,101,,,1948,,,,,,,5.344259,,
,,101,,,1949,,,,,,,5.306542,,
,,101,,,1950,,,,,,,5.291055,,
,,101,,,1951,,,,,,,5.472897,,
,,101,,,1952,,,,,,,5.478972,,
,,101,,,1953,,,,,,,5.4502,,
,,101,,,1954,,,,,,,5.463218,,
,,101,,,1955,,,,,,,5.402603,,
,,101,,,1956,,,,,,,5.339719,,
,,101,,,1957,,,,,,,5.3253,,
,,101,,,1958,,,,,,,5.195394,,
,,101,,,1959,,,,,,,5.243792,,
,,101,,,1960,,,,,,,5.161682,,
,,101,,,1961,,,,,,,5.061549,,
,,101,,,1962,,,,,,,4.818825,,
,,101,,,1963,,,,,,,4.606609,,
,,101,,,1964,,,,,,,4.411215,,
,,101,,,1965,,,,,,,4.029506,,
,,101,,,1966,,,,,,,3.80721,,
,,101,,,1967,,,,,,,3.660214,,
,,101,,,1968,,,,,,,3.645327,,
,,101,,,1969,,,,,,,3.653004,,
,,101,,,1970,,,,,,,3.75247,,
,,101,,,1971,,,,,,,3.555541,,
,,101,,,1972,,,,,,,3.270093,,
,,101,,,1973,,,,,,,3.137904,,
,,101,,,1974,,,,,,,3.221829,,
,,101,,,1975,,,,,,,3.199533,,
,,101,,,1976,,,,,,,3.263151,,
,,101,,,1977,,,,,,,3.371495,,
,,101,,,1978,,,,,,,3.385647,,
,,101,,,1979,,,,,,,3.539252,,
,,101,,,1980,,,,,,,3.620628,,
,,101,,,1981,,,,,,,3.579439,,
,,101,,,1982,,,,,,,3.571696,,
,,101,,,1983,,,,,,,3.447931,,
,,101,,,1984,,,,,,,3.430441,,
,,101,,,1985,,,,,,,3.401268,,
,,101,,,1986,,,,,,,3.303538,,
,,101,,,1987,,,,,,,3.256342,,
,,101,,,1988,,,,,,,3.251736,,
,,101,,,1989,,,,,,,3.269493,,
,,101,,,1990,,,,,,,3.336782,,
,,101,,,1991,,,,,,,3.23478,,
,,101,,,1992,,,,,,,3.24259,,
,,101,,,1993,,,,,,,3.14753,,
,,101,,,1994,,,,,,,3.07263,,
,,101,,,1995,,,,,,,3.015287,,
,,"102. bloomington, in",102,,1940,,,,,,,6.35228,,
,,"102. bloomington, in",102,,1944,,,,,,,7.227818,,
,,"102. bloomington, in",102,,1945,,,,,,,6.997789,,
,,"102. bloomington, in",102,,1946,,,,,,,7.904879,,
,,"102. bloomington, in",102,,1947,,,,,,,8.563809,,
,,"102. bloomington, in",102,,1948,,,,,,,8.02195,,
,,"102. bloomington, in",102,,1949,,,,,,,7.967103,,
,,"102. bloomington, in",102,,1950,,,,,,,8.011698,,
,,"102. bloomington, in",102,,1951,,,,,,,8.310909,,
,,"102. bloomington, in",102,,1952,,,,,,,8.346405,,
,,"102. bloomington, in",102,,1953,,,,,,,8.311511,,
,,"102. bloomington, in",102,,1954,,,,,,,8.436197,,
,,"102. bloomington, in",102,,1955,,,,,,,8.324073,,
,,"102. bloomington, in",102,,1956,,,,,,,8.41865,,
,,"102. bloomington, in",102,,1957,,,,,,,8.463658,,
,,"102. bloomington, in",102,,1958,,,,,,,8.184933,,
,,"102. bloomington, in",102,,1959,,,,,,,8.109106,,
,,"102. bloomington, in",102,,1960,,,,,,,7.959657,,
,,"102. bloomington, in",102,,1961,,,,,,,7.805104,,
,,"102. bloomington, in",102,,1962,,,,,,,7.5127,,
,,"102. bloomington, in",102,,1963,,,,,,,7.268719,,
,,"102. bloomington, in",102,,1964,,,,,,,7.0437,,
,,"102. bloomington, in",102,,1965,,,,,,,6.487218,,
,,"102. bloomington, in",102,,1966,,,,,,,6.178945,,
,,"102. bloomington, in",102,,1967,,,,,,,5.947508,,
,,"102. bloomington, in",102,,1968,,,,,,,5.844564,,
,,"102. bloomington, in",102,,1969,,,,,,,5.89432,,
,,"102. bloomington, in",102,,1970,,,,,,,6.145547,,
,,"102. bloomington, in",102,,1971,,,,,,,5.797564,,
,,"102. bloomington, in",102,,1972,,,,,,,5.250326,,
,,"102. bloomington, in",102,,1973,,,,,,,5.014877,,
,,"102. bloomington, in",102,,1974,,,,,,,5.007033,,
,,"102. bloomington, in",102,,1975,,,,,,,4.905881,,
,,"102. bloomington, in",102,,1976,,,,,,,4.945278,,
,,"102. bloomington, in",102,,1977,,,,,,,5.088452,,
,,"102. bloomington, in",102,,1978,,,,,,,5.028037,,
,,"102. bloomington, in",102,,1979,,,,,,,5.21823,,
,,"102. bloomington, in",102,,1980,,,,,,,5.330223,,
,,"102. bloomington, in",102,,1981,,,,,,,5.258073,,
,,"102. bloomington, in",102,,1982,,,,,,,5.243788,,
,,"102. bloomington, in",102,,1983,,,,,,,5.11632,,
,,"102. bloomington, in",102,,1984,,,,,,,5.107684,,
,,"102. bloomington, in",102,,1985,,,,,,,5.164717,,
,,"102. bloomington, in",102,,1986,,,,,,,5.087356,,
,,"102. bloomington, in",102,,1987,,,,,,,5.114441,,
,,"102. bloomington, in",102,,1988,,,,,,,5.179778,,
,,"102. bloomington, in",102,,1989,,,,,,,5.308097,,
,,"102. bloomington, in",102,,1990,,,,,,,5.462732,,
,,"102. bloomington, in",102,,1991,,,,,,,5.269996,,
,,"102. bloomington, in",102,,1992,,,,,,,5.255492,,
,,"102. bloomington, in",102,,1993,,,,,,,5.136542,,
,,"102. bloomington, in",102,,1994,,,,,,,5.030173,,
,,"102. bloomington, in",102,,1995,,,,,,,4.919852,,
,,"104. bloomington-normal, il",104,,1940,,,,,,,4.172431,,
,,"104. bloomington-normal, il",104,,1944,,,,,,,4.679811,,
,,"104. bloomington-normal, il",104,,1945,,,,,,,4.515993,,
,,"104. bloomington-normal, il",104,,1946,,,,,,,5.011968,,
,,"104. bloomington-normal, il",104,,1947,,,,,,,5.502586,,
,,"104. bloomington-normal, il",104,,1948,,,,,,,5.195237,,
,,"104. bloomington-normal, il",104,,1949,,,,,,,5.151605,,
,,"104. bloomington-normal, il",104,,1950,,,,,,,5.170197,,
,,"104. bloomington-normal, il",104,,1951,,,,,,,5.352499,,
,,"104. bloomington-normal, il",104,,1952,,,,,,,5.353985,,
,,"104. bloomington-normal, il",104,,1953,,,,,,,5.330409,,
,,"104. bloomington-normal, il",104,,1954,,,,,,,5.389146,,
,,"104. bloomington-normal, il",104,,1955,,,,,,,5.283511,,
,,"104. bloomington-normal, il",104,,1956,,,,,,,5.312442,,
,,"104. bloomington-normal, il",104,,1957,,,,,,,5.307947,,
,,"104. bloomington-normal, il",104,,1958,,,,,,,5.165006,,
,,"104. bloomington-normal, il",104,,1959,,,,,,,5.141196,,
,,"104. bloomington-normal, il",104,,1960,,,,,,,5.036424,,
,,"104. bloomington-normal, il",104,,1961,,,,,,,4.940871,,
,,"104. bloomington-normal, il",104,,1962,,,,,,,4.746867,,
,,"104. bloomington-normal, il",104,,1963,,,,,,,4.586399,,
,,"104. bloomington-normal, il",104,,1964,,,,,,,4.436858,,
,,"104. bloomington-normal, il",104,,1965,,,,,,,4.061348,,
,,"104. bloomington-normal, il",104,,1966,,,,,,,3.866486,,
,,"104. bloomington-normal, il",104,,1967,,,,,,,3.722922,,
,,"104. bloomington-normal, il",104,,1968,,,,,,,3.66064,,
,,"104. bloomington-normal, il",104,,1969,,,,,,,3.713119,,
,,"104. bloomington-normal, il",104,,1970,,,,,,,3.846512,,
,,"104. bloomington-normal, il",104,,1971,,,,,,,3.645939,,
,,"104. bloomington-normal, il",104,,1972,,,,,,,3.309594,,
,,"104. bloomington-normal, il",104,,1973,,,,,,,3.164043,,
,,"104. bloomington-normal, il",104,,1974,,,,,,,3.177775,,
,,"104. bloomington-normal, il",104,,1975,,,,,,,3.124185,,
,,"104. bloomington-normal, il",104,,1976,,,,,,,3.145933,,
,,"104. bloomington-normal, il",104,,1977,,,,,,,3.250668,,
,,"104. bloomington-normal, il",104,,1978,,,,,,,3.213669,,
,,"104. bloomington-normal, il",104,,1979,,,,,,,3.335494,,
,,"104. bloomington-normal, il",104,,1980,,,,,,,3.404667,,
,,"104. bloomington-normal, il",104,,1981,,,,,,,3.346283,,
,,"104. bloomington-normal, il",104,,1982,,,,,,,3.328635,,
,,"104. bloomington-normal, il",104,,1983,,,,,,,3.238122,,
,,"104. bloomington-normal, il",104,,1984,,,,,,,3.213847,,
,,"104. bloomington-normal, il",104,,1985,,,,,,,3.235336,,
,,"104. bloomington-normal, il",104,,1986,,,,,,,3.171605,,
,,"104. bloomington-normal, il",104,,1987,,,,,,,3.15326,,
,,"104. bloomington-normal, il",104,,1988,,,,,,,3.187053,,
,,"104. bloomington-normal, il",104,,1989,,,,,,,3.248009,,
,,"104. bloomington-normal, il",104,,1990,,,,,,,3.339177,,
,,"104. bloomington-normal, il",104,,1991,,,,,,,3.207228,,
,,"104. bloomington-normal, il",104,,1992,,,,,,,3.20978,,
,,"104. bloomington-normal, il",104,,1993,,,,,,,3.134148,,
,,"104. bloomington-normal, il",104,,1994,,,,,,,3.06355,,
,,"104. bloomington-normal, il",104,,1995,,,,,,,3.010214,,
,,10420,,,1940,,,,,,,4.102672,,
,,10420,,,1944,,,,,,,4.528822,,
,,10420,,,1945,,,,,,,4.386352,,
,,10420,,,1946,,,,,,,4.900825,,
,,10420,,,1947,,,,,,,5.324595,,
,,10420,,,1948,,,,,,,4.982233,,
,,10420,,,1949,,,,,,,4.91927,,
,,10420,,,1950,,,,,,,4.919256,,
,,10420,,,1951,,,,,,,5.075304,,
,,10420,,,1952,,,,,,,5.107923,,
,,10420,,,1953,,,,,,,5.041994,,
,,10420,,,1954,,,,,,,5.081877,,
,,10420,,,1955,,,,,,,4.999703,,
,,10420,,,1956,,,,,,,5.04478,,
,,10420,,,1957,,,,,,,5.055737,,
,,10420,,,1958,,,,,,,4.922119,,
,,10420,,,1959,,,,,,,4.846305,,
,,10420,,,1960,,,,,,,4.71577,,
,,10420,,,1961,,,,,,,4.643685,,
,,10420,,,1962,,,,,,,4.475225,,
,,10420,,,1963,,,,,,,4.340275,,
,,10420,,,1964,,,,,,,4.223097,,
,,10420,,,1965,,,,,,,3.886662,,
,,10420,,,1966,,,,,,,3.689805,,
,,10420,,,1967,,,,,,,3.556715,,
,,10420,,,1968,,,,,,,3.494332,,
,,10420,,,1969,,,,,,,3.518151,,
,,10420,,,1970,,,,,,,3.674634,,
,,10420,,,1971,,,,,,,3.479515,,
,,10420,,,1972,,,,,,,3.160803,,
,,10420,,,1973,,,,,,,3.014289,,
,,10420,,,1974,,,,,,,2.992918,,
,,10420,,,1975,,,,,,,2.913561,,
,,10420,,,1976,,,,,,,2.936555,,
,,10420,,,1977,,,,,,,3.012237,,
,,10420,,,1978,,,,,,,2.966515,,
,,10420,,,1979,,,,,,,3.060332,,
,,10420,,,1980,,,,,,,3.104698,,
,,10420,,,1981,,,,,,,3.06064,,
,,10420,,,1982,,,,,,,3.057162,,
,,10420,,,1983,,,,,,,2.982721,,
,,10420,,,1984,,,,,,,2.966692,,
,,10420,,,1985,,,,,,,3.006766,,
,,10420,,,1986,,,,,,,2.972145,,
,,10420,,,1987,,,,,,,2.985145,,
,,10420,,,1988,,,,,,,3.021882,,
,,10420,,,1989,,,,,,,3.094517,,
,,10420,,,1990,,,,,,,3.188871,,
,,10420,,,1991,,,,,,,3.079815,,
,,10420,,,1992,,,,,,,3.066442,,
,,10420,,,1993,,,,,,,2.993392,,
,,10420,,,1994,,,,,,,2.925464,,
,,10420,,,1995,,,,,,,2.860667,,
,,10580,,,1940,,,,,,,3.151802,,
,,10580,,,1944,,,,,,,3.679511,,
,,10580,,,1945,,,,,,,3.580352,,
,,10580,,,1946,,,,,,,3.993076,,
,,10580,,,1947,,,,,,,4.349716,,
,,10580,,,1948,,,,,,,4.035903,,
,,10580,,,1949,,,,,,,3.966003,,
,,10580,,,1950,,,,,,,3.966879,,
,,10580,,,1951,,,,,,,4.107127,,
,,10580,,,1952,,,,,,,4.189207,,
,,10580,,,1953,,,,,,,4.168454,,
,,10580,,,1954,,,,,,,4.214315,,
,,10580,,,1955,,,,,,,4.208078,,
,,10580,,,1956,,,,,,,4.241304,,
,,10580,,,1957,,,,,,,4.291147,,
,,10580,,,1958,,,,,,,4.159938,,
,,10580,,,1959,,,,,,,4.113747,,
,,10580,,,1960,,,,,,,3.998835,,
,,10580,,,1961,,,,,,,3.940724,,
,,10580,,,1962,,,,,,,3.805532,,
,,10580,,,1963,,,,,,,3.698598,,
,,10580,,,1964,,,,,,,3.550102,,
,,10580,,,1965,,,,,,,3.305425,,
,,10580,,,1966,,,,,,,3.142323,,
,,10580,,,1967,,,,,,,3.023566,,
,,10580,,,1968,,,,,,,2.952044,,
,,10580,,,1969,,,,,,,2.985475,,
,,10580,,,1970,,,,,,,3.058056,,
,,10580,,,1971,,,,,,,2.858863,,
,,10580,,,1972,,,,,,,2.575971,,
,,10580,,,1973,,,,,,,2.480205,,
,,10580,,,1974,,,,,,,2.418224,,
,,10580,,,1975,,,,,,,2.344105,,
,,10580,,,1976,,,,,,,2.349834,,
,,10580,,,1977,,,,,,,2.411855,,
,,10580,,,1978,,,,,,,2.398518,,
,,10580,,,1979,,,,,,,2.482345,,
,,10580,,,1980,,,,,,,2.538949,,
,,10580,,,1981,,,,,,,2.526182,,
,,10580,,,1982,,,,,,,2.54428,,
,,10580,,,1983,,,,,,,2.506376,,
,,10580,,,1984,,,,,,,2.518772,,
,,10580,,,1985,,,,,,,2.578693,,
,,10580,,,1986,,,,,,,2.555401,,
,,10580,,,1987,,,,,,,2.58221,,
,,10580,,,1988,,,,,,,2.627463,,
,,10580,,,1989,,,,,,,2.691894,,
,,10580,,,1990,,,,,,,2.731209,,
,,10580,,,1991,,,,,,,2.606138,,
,,10580,,,1992,,,,,,,2.609744,,
,,10580,,,1993,,,,,,,2.538166,,
,,10580,,,1994,,,,,,,2.482917,,
,,10580,,,1995,,,,,,,2.40711,,
,,10740,,,1940,,,,,,,7.936637,,
,,10740,,,1944,,,,,,,9.171578,,
,,10740,,,1945,,,,,,,8.820985,,
,,10740,,,1946,,,,,,,9.827229,,
,,10740,,,1947,,,,,,,10.516997,,
,,10740,,,1948,,,,,,,9.957599,,
,,10740,,,1949,,,,,,,9.913042,,
,,10740,,,1950,,,,,,,10.023456,,
,,10740,,,1951,,,,,,,10.311488,,
,,10740,,,1952,,,,,,,10.451097,,
,,10740,,,1953,,,,,,,10.482162,,
,,10740,,,1954,,,,,,,10.542918,,
,,10740,,,1955,,,,,,,10.337891,,
,,10740,,,1956,,,,,,,10.421581,,
,,10740,,,1957,,,,,,,10.473684,,
,,10740,,,1958,,,,,,,10.179983,,
,,10740,,,1959,,,,,,,10.110467,,
,,10740,,,1960,,,,,,,9.850935,,
,,10740,,,1961,,,,,,,9.670686,,
,,10740,,,1962,,,,,,,9.259933,,
,,10740,,,1963,,,,,,,8.9277,,
,,10740,,,1964,,,,,,,8.603515,,
,,10740,,,1965,,,,,,,7.906195,,
,,10740,,,1966,,,,,,,7.506917,,
,,10740,,,1967,,,,,,,7.290701,,
,,10740,,,1968,,,,,,,7.231197,,
,,10740,,,1969,,,,,,,7.316647,,
,,10740,,,1970,,,,,,,7.595553,,
,,10740,,,1971,,,,,,,7.151155,,
,,10740,,,1972,,,,,,,6.522336,,
,,10740,,,1973,,,,,,,6.26839,,
,,10740,,,1974,,,,,,,6.284164,,
,,10740,,,1975,,,,,,,6.166361,,
,,10740,,,1976,,,,,,,6.278432,,
,,10740,,,1977,,,,,,,6.403857,,
,,10740,,,1978,,,,,,,6.364841,,
,,10740,,,1979,,,,,,,6.614415,,
,,10740,,,1980,,,,,,,6.804042,,
,,10740,,,1981,,,,,,,6.778685,,
,,10740,,,1982,,,,,,,6.794058,,
,,10740,,,1983,,,,,,,6.634797,,
,,10740,,,1984,,,,,,,6.604495,,
,,10740,,,1985,,,,,,,6.684171,,
,,10740,,,1986,,,,,,,6.59103,,
,,10740,,,1987,,,,,,,6.574994,,
,,10740,,,1988,,,,,,,6.658053,,
,,10740,,,1989,,,,,,,6.777667,,
,,10740,,,1990,,,,,,,6.962152,,
,,10740,,,1991,,,,,,,6.758364,,
,,10740,,,1992,,,,,,,6.726843,,
,,10740,,,1993,,,,,,,6.559454,,
,,10740,,,1994,,,,,,,6.410447,,
,,10740,,,1995,,,,,,,6.275749,,
,,"108. boise city, id",108,,1940,,,,,,,9.920445,,
,,"108. boise city, id",108,,1944,,,,,,,11.816403,,
,,"108. boise city, id",108,,1945,,,,,,,11.261356,,
,,"108. boise city, id",108,,1946,,,,,,,12.541801,,
,,"108. boise city, id",108,,1947,,,,,,,13.61394,,
,,"108. boise city, id",108,,1948,,,,,,,12.915793,,
,,"108. boise city, id",108,,1949,,,,,,,12.871664,,
,,"108. boise city, id",108,,1950,,,,,,,12.89223,,
,,"108. boise city, id",108,,1951,,,,,,,13.272486,,
,,"108. boise city, id",108,,1952,,,,,,,13.47581,,
,,"108. boise city, id",108,,1953,,,,,,,13.500953,,
,,"108. boise city, id",108,,1954,,,,,,,13.467368,,
,,"108. boise city, id",108,,1955,,,,,,,13.214237,,
,,"108. boise city, id",108,,1956,,,,,,,13.260212,,
,,"108. boise city, id",108,,1957,,,,,,,13.28056,,
,,"108. boise city, id",108,,1958,,,,,,,12.892233,,
,,"108. boise city, id",108,,1959,,,,,,,12.849128,,
,,"108. boise city, id",108,,1960,,,,,,,12.601411,,
,,"108. boise city, id",108,,1961,,,,,,,12.368067,,
,,"108. boise city, id",108,,1962,,,,,,,11.789162,,
,,"108. boise city, id",108,,1963,,,,,,,11.332452,,
,,"108. boise city, id",108,,1964,,,,,,,10.835844,,
,,"108. boise city, id",108,,1965,,,,,,,9.987222,,
,,"108. boise city, id",108,,1966,,,,,,,9.502886,,
,,"108. boise city, id",108,,1967,,,,,,,9.26279,,
,,"108. boise city, id",108,,1968,,,,,,,9.216636,,
,,"108. boise city, id",108,,1969,,,,,,,9.35693,,
,,"108. boise city, id",108,,1970,,,,,,,9.689623,,
,,"108. boise city, id",108,,1971,,,,,,,9.077779,,
,,"108. boise city, id",108,,1972,,,,,,,8.316719,,
,,"108. boise city, id",108,,1973,,,,,,,8.059611,,
,,"108. boise city, id",108,,1974,,,,,,,8.230092,,
,,"108. boise city, id",108,,1975,,,,,,,8.118634,,
,,"108. boise city, id",108,,1976,,,,,,,8.421398,,
,,"108. boise city, id",108,,1977,,,,,,,8.600648,,
,,"108. boise city, id",108,,1978,,,,,,,8.565636,,
,,"108. boise city, id",108,,1979,,,,,,,8.916604,,
,,"108. boise city, id",108,,1980,,,,,,,9.128256,,
,,"108. boise city, id",108,,1981,,,,,,,9.082776,,
,,"108. boise city, id",108,,1982,,,,,,,9.006847,,
,,"108. boise city, id",108,,1983,,,,,,,8.752897,,
,,"108. boise city, id",108,,1984,,,,,,,8.678128,,
,,"108. boise city, id",108,,1985,,,,,,,8.711523,,
,,"108. boise city, id",108,,1986,,,,,,,8.550391,,
,,"108. boise city, id",108,,1987,,,,,,,8.488171,,
,,"108. boise city, id",108,,1988,,,,,,,8.600691,,
,,"108. boise city, id",108,,1989,,,,,,,8.730884,,
,,"108. boise city, id",108,,1990,,,,,,,8.995296,,
,,"108. boise city, id",108,,1991,,,,,,,8.665596,,
,,"108. boise city, id",108,,1992,,,,,,,8.67942,,
,,"108. boise city, id",108,,1993,,,,,,,8.435175,,
,,"108. boise city, id",108,,1994,,,,,,,8.245537,,
,,"108. boise city, id",108,,1995,,,,,,,8.094368,,
,,10900,,,1940,,,,,,,2.982043,,
,,10900,,,1944,,,,,,,3.558521,,
,,10900,,,1945,,,,,,,3.515845,,
,,10900,,,1946,,,,,,,3.890102,,
,,10900,,,1947,,,,,,,4.204551,,
,,10900,,,1948,,,,,,,3.909611,,
,,10900,,,1949,,,,,,,3.843391,,
,,10900,,,1950,,,,,,,3.864753,,
,,10900,,,1951,,,,,,,4.009606,,
,,10900,,,1952,,,,,,,4.059956,,
,,10900,,,1953,,,,,,,4.022308,,
,,10900,,,1954,,,,,,,4.068119,,
,,10900,,,1955,,,,,,,4.060564,,
,,10900,,,1956,,,,,,,4.107139,,
,,10900,,,1957,,,,,,,4.138528,,
,,10900,,,1958,,,,,,,4.058252,,
,,10900,,,1959,,,,,,,4.019253,,
,,10900,,,1960,,,,,,,3.914073,,
,,10900,,,1961,,,,,,,3.868816,,
,,10900,,,1962,,,,,,,3.712722,,
,,10900,,,1963,,,,,,,3.629617,,
,,10900,,,1964,,,,,,,3.517787,,
,,10900,,,1965,,,,,,,3.282765,,
